Kommune,År,Parameter,Forsyningskvalitet,Måltall,Andel,SortKommune
Tokke,2023-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2023-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2024-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.9159999999999999,18
Tokke,2024-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2024-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.9159999999999999,18
Vinje,2015-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2015-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2015-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2016-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2016-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2016-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2017-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2017-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2017-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2018-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.68,19
Vinje,2018-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.68,19
Vinje,2018-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.68,19
Vinje,2019-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2019-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2019-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2020-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2020-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2020-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2021-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2021-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2021-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2022-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2022-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2022-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2023-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2023-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2023-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2024-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2024-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,19
Vinje,2024-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,19
