Geografi,År,Kjønn,Alder,Krefttyper,Måltall,value
Midt-Telemark,2012-2021,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",51.5603089921379
Midt-Telemark,2012-2021,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",86.9839081166262
Midt-Telemark,2012-2021,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",35.6349137791245
Midt-Telemark,2012-2021,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",471.633356758308
Midt-Telemark,2012-2021,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",37.5160060646883
Midt-Telemark,2012-2021,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",32.8253505154877
Midt-Telemark,2012-2021,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",52.9120754209909
Midt-Telemark,2012-2021,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",28.2900910530696
Midt-Telemark,2012-2021,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",93.5484670248932
Midt-Telemark,2012-2021,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1072.94535020471
Midt-Telemark,2012-2021,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2689.3783984556
Midt-Telemark,2012-2021,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",428.189375501913
Midt-Telemark,2012-2021,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",282.063784365121
Midt-Telemark,2012-2021,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",516.360363386962
Midt-Telemark,2012-2021,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2012-2021,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",715.860006093235
Midt-Telemark,2012-2021,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",64.0477801353232
Midt-Telemark,2012-2021,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",56.0586129572606
Midt-Telemark,2012-2021,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",94.3822284643338
Midt-Telemark,2012-2021,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",30.7454513163293
Midt-Telemark,2012-2021,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",231.942044273554
Midt-Telemark,2012-2021,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",528.17655066038
Midt-Telemark,2012-2021,menn,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",40.074844877997
Midt-Telemark,2012-2021,menn,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",55.1521530785075
Midt-Telemark,2012-2021,menn,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",188.244252828745
Midt-Telemark,2012-2021,menn,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",69.8231012842437
Midt-Telemark,2012-2021,menn,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1267.58480158413
Midt-Telemark,2012-2021,menn,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",3573.0648056691
Midt-Telemark,2012-2021,menn,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",417.503901896658
Midt-Telemark,2012-2021,menn,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",688.329319461716
Midt-Telemark,2012-2021,menn,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2012-2021,menn,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",902.917925901419
Midt-Telemark,2012-2021,kvinner,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",552.084940741305
Midt-Telemark,2012-2021,kvinner,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",70.4198514556905
Midt-Telemark,2012-2021,kvinner,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",47.0369631904147
Midt-Telemark,2012-2021,kvinner,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",79.5127730102036
Midt-Telemark,2012-2021,kvinner,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,alle aldre,Brystkreft (C50),"per 100 000, standardisert",115.172641186022
Midt-Telemark,2012-2021,kvinner,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",412.506970178728
Midt-Telemark,2012-2021,kvinner,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",34.8448939723271
Midt-Telemark,2012-2021,kvinner,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",50.5862385578854
Midt-Telemark,2012-2021,kvinner,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,0-74 år,Brystkreft (C50),"per 100 000, standardisert",103.632698290044
Midt-Telemark,2012-2021,kvinner,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",118.598636065219
Midt-Telemark,2012-2021,kvinner,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",873.575357255302
Midt-Telemark,2012-2021,kvinner,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",94.0675396585771
Midt-Telemark,2012-2021,kvinner,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,45-74 år,Brystkreft (C50),"per 100 000, standardisert",213.995947585949
Midt-Telemark,2012-2021,kvinner,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2042.19131039631
Midt-Telemark,2012-2021,kvinner,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",434.65157348754
Midt-Telemark,2012-2021,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",240.118853090394
Midt-Telemark,2012-2021,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2012-2021,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",619.187575662767
Midt-Telemark,2013-2022,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",62.3027298133428
Midt-Telemark,2013-2022,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",47.6213514162116
Midt-Telemark,2013-2022,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",91.7390911200491
Midt-Telemark,2013-2022,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",38.778146021194
Midt-Telemark,2013-2022,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",456.251627247218
Midt-Telemark,2013-2022,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",38.9325268075876
Midt-Telemark,2013-2022,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",29.0509763228255
Midt-Telemark,2013-2022,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",58.3376746234305
Midt-Telemark,2013-2022,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",32.1515208099801
Midt-Telemark,2013-2022,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",94.6892170345467
Midt-Telemark,2013-2022,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1031.84161752207
Midt-Telemark,2013-2022,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2669.99193033858
Midt-Telemark,2013-2022,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",351.201547972281
Midt-Telemark,2013-2022,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",274.355125683965
Midt-Telemark,2013-2022,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",517.763967251552
Midt-Telemark,2013-2022,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2013-2022,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",691.037875602219
Midt-Telemark,2013-2022,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",60.6473909205803
Midt-Telemark,2013-2022,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",50.8913703654545
Midt-Telemark,2013-2022,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",97.4953483970813
Midt-Telemark,2013-2022,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",33.8109601545588
Midt-Telemark,2013-2022,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",224.179931186743
Midt-Telemark,2013-2022,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",507.412745190726
Midt-Telemark,2013-2022,menn,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",39.2440351166269
Midt-Telemark,2013-2022,menn,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",26.3844318972711
Midt-Telemark,2013-2022,menn,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",62.2825233825384
Midt-Telemark,2013-2022,menn,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",174.27614826616
Midt-Telemark,2013-2022,menn,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",62.3999805498665
Midt-Telemark,2013-2022,menn,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1225.10248732743
Midt-Telemark,2013-2022,menn,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",3486.38130856469
Midt-Telemark,2013-2022,menn,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",378.060791746364
Midt-Telemark,2013-2022,menn,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",406.697625838652
Midt-Telemark,2013-2022,menn,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",642.822270582697
Midt-Telemark,2013-2022,menn,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2013-2022,menn,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",978.542676242011
Midt-Telemark,2013-2022,kvinner,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",546.113535918473
Midt-Telemark,2013-2022,kvinner,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",63.9184538232374
Midt-Telemark,2013-2022,kvinner,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",44.3008948268208
Midt-Telemark,2013-2022,kvinner,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",85.8919924784455
Midt-Telemark,2013-2022,kvinner,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,alle aldre,Brystkreft (C50),"per 100 000, standardisert",121.356659034863
Midt-Telemark,2013-2022,kvinner,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",402.533304164909
Midt-Telemark,2013-2022,kvinner,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",38.5948964955531
Midt-Telemark,2013-2022,kvinner,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",31.8365142393629
Midt-Telemark,2013-2022,kvinner,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",54.2176918476192
Midt-Telemark,2013-2022,kvinner,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,0-74 år,Brystkreft (C50),"per 100 000, standardisert",108.9637410983
Midt-Telemark,2013-2022,kvinner,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",128.83090086626
Midt-Telemark,2013-2022,kvinner,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",833.158903189529
Midt-Telemark,2013-2022,kvinner,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,45-74 år,Brystkreft (C50),"per 100 000, standardisert",222.4374425746
Midt-Telemark,2013-2022,kvinner,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2069.99040431744
Midt-Telemark,2013-2022,kvinner,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",331.315057034729
Midt-Telemark,2013-2022,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",255.264661899969
Midt-Telemark,2013-2022,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Midt-Telemark,2013-2022,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Midt-Telemark,2014-2023,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",624.748134283443
