objectid,stfstatusfirmaid,orfkode,firorgnr,konsernopporgnr,konsernoppnavn,firorgnrknytning,firfirmanavn1,fylfylkenavn,fylkesnavn,kommune_id,firkommnr,kommunenavn,knrkommnavn,firantansatt,ansatt_kd,firoms,firdriftres,etablertdato,sektorkode,status_po,nakkategori1,naktittel1,nakgruppetekst1,nakkategori2,nakkategori3,nakkategori4,nakkategori5,koordinat_y,koordinat_x,load_date,geometry_x,geometry_y,longitude,latitude
100572,9,Underenhet til næringsdrivende og offentlig forvaltning,918547029,,,918489851.0,Hotkon AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2017-01-20,,,7,Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted,Forretningsmessig tjenesteyting,77,773,7739,77390,191117.0,6575589.0,2025-11-05 03:14:43,191117.3899999997,6575589.3100000005,9.587418252322989,59.206464101546494
100572,9,Underenhet til næringsdrivende og offentlig forvaltning,918547029,,,918489851.0,Hotkon AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2017-01-20,,,7,Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted,Forretningsmessig tjenesteyting,77,773,7739,77390,191117.0,6575589.0,2025-11-05 03:14:43,191117.3899999997,6575589.3100000005,9.587418252322989,59.206464101546494
100591,1,Aksjeselskap,918547495,,,,ØK Holding AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,775.0,-196.0,2017-01-30,Private aksjeselskaper mv.,Privat sektor,4,Takarbeid,Bygge- og anleggsvirksomhet,43,434,4341,43410,191164.0,6571621.0,2025-11-05 03:14:43,191163.75999999975,6571620.51,9.593850099667025,59.171015274650365
100591,1,Aksjeselskap,918547495,,,,ØK Holding AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,775.0,-196.0,2017-01-30,Private aksjeselskaper mv.,Privat sektor,4,Takarbeid,Bygge- og anleggsvirksomhet,43,434,4341,43410,191164.0,6571621.0,2025-11-05 03:14:43,191163.75999999975,6571620.51,9.593850099667025,59.171015274650365
103341,1,Forening/lag/innretning,918549528,,,,Vokalgruppen Vun,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2012-10-27,Ideelle organisasjoner,Privat sektor,9,Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk,"Kulturell virksomhet, idrett og fritidsaktiviteter",90,902,9020,90201,193408.0,6574245.0,2025-11-05 03:14:43,193408.3899999997,6574244.859999999,9.629251463926158,59.196104464476704
103341,1,Forening/lag/innretning,918549528,,,,Vokalgruppen Vun,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2012-10-27,Ideelle organisasjoner,Privat sektor,9,Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk,"Kulturell virksomhet, idrett og fritidsaktiviteter",90,902,9020,90201,193408.0,6574245.0,2025-11-05 03:14:43,193408.3899999997,6574244.859999999,9.629251463926158,59.196104464476704
103344,9,Underenhet til næringsdrivende og offentlig forvaltning,918549862,,,889147342.0,Klehb Holding AS,Telemark,Telemark,4026.0,4026,Tinn,TINN,,0-1,0.0,0.0,2016-08-01,,,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,143501.0,6655259.0,2025-11-05 03:14:43,143500.66999999993,6655259.27,8.625019379479705,59.88027296756801
103344,9,Underenhet til næringsdrivende og offentlig forvaltning,918549862,,,889147342.0,Klehb Holding AS,Telemark,Telemark,4026.0,4026,Tinn,TINN,,0-1,0.0,0.0,2016-08-01,,,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,143501.0,6655259.0,2025-11-05 03:14:43,143500.66999999993,6655259.27,8.625019379479705,59.88027296756801
102355,1,Enkeltpersonforetak,918550305,,,,Kjetil Kiland Haakenstad,Telemark,Telemark,4032.0,4032,Fyresdal,FYRESDAL,,0-1,0.0,0.0,2017-03-04,Personlig næringsdrivende,Privat sektor,2,Avvirkning,"Jordbruk, skogbruk og fiske",22,220,2200,2200,107104.0,6575194.0,2025-11-05 03:14:43,107103.6799999997,6575194.24,8.126904190153507,59.13360536172512
102355,1,Enkeltpersonforetak,918550305,,,,Kjetil Kiland Haakenstad,Telemark,Telemark,4032.0,4032,Fyresdal,FYRESDAL,,0-1,0.0,0.0,2017-03-04,Personlig næringsdrivende,Privat sektor,2,Avvirkning,"Jordbruk, skogbruk og fiske",22,220,2200,2200,107104.0,6575194.0,2025-11-05 03:14:43,107103.6799999997,6575194.24,8.126904190153507,59.13360536172512
101988,1,Aksjeselskap,918550755,,,,Magnor Sletten AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,6.0,-10.0,2017-01-25,Øvrige finansielle foretak unntatt forsikring,Privat sektor,6,Andre egeninvesteringsselskaper,Finansiell tjenesteyting,64,643,6432,64323,191540.0,6575718.0,2025-11-05 03:14:43,191539.66000000012,6575717.91,9.5945973539806,59.207920901444425
101988,1,Aksjeselskap,918550755,,,,Magnor Sletten AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,6.0,-10.0,2017-01-25,Øvrige finansielle foretak unntatt forsikring,Privat sektor,6,Andre egeninvesteringsselskaper,Finansiell tjenesteyting,64,643,6432,64323,191540.0,6575718.0,2025-11-05 03:14:43,191539.66000000012,6575717.91,9.5945973539806,59.207920901444425
101939,9,Underenhet til næringsdrivende og offentlig forvaltning,918551557,,,918421963.0,Nome Kompetansehus AS,Telemark,Telemark,4018.0,4018,Nome,NOME,,0-1,0.0,0.0,2017-01-03,,,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,173698.0,6585384.0,2025-11-05 03:14:43,173697.53000000026,6585384.08,9.26916917672279,59.28095617819494
101939,9,Underenhet til næringsdrivende og offentlig forvaltning,918551557,,,918421963.0,Nome Kompetansehus AS,Telemark,Telemark,4018.0,4018,Nome,NOME,,0-1,0.0,0.0,2017-01-03,,,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,173698.0,6585384.0,2025-11-05 03:14:43,173697.53000000026,6585384.08,9.26916917672279,59.28095617819494
103379,1,Aksjeselskap,918552383,989028723.0,Nerheim Holding AS,,Havparadiset AS,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,3305.0,483.0,2017-01-30,Private aksjeselskaper mv.,Privat sektor,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,190676.0,6545910.0,2025-11-05 03:14:43,190675.91000000012,6545910.07,9.621510222661035,58.94079008394608
103379,1,Aksjeselskap,918552383,989028723.0,Nerheim Holding AS,,Havparadiset AS,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,3305.0,483.0,2017-01-30,Private aksjeselskaper mv.,Privat sektor,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,190676.0,6545910.0,2025-11-05 03:14:43,190675.91000000012,6545910.07,9.621510222661035,58.94079008394608
102539,9,Underenhet til næringsdrivende og offentlig forvaltning,918553851,,,918500383.0,Simo Marine AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2017-01-11,,,7,Annen teknisk konsulentvirksomhet,"Faglig, vitenskapelig og teknisk tjenesteyting",71,711,7112,71129,188954.0,6576265.0,2025-11-05 03:14:43,188953.8099999996,6576265.109999999,9.548737865458312,59.21092575027944
102539,9,Underenhet til næringsdrivende og offentlig forvaltning,918553851,,,918500383.0,Simo Marine AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2017-01-11,,,7,Annen teknisk konsulentvirksomhet,"Faglig, vitenskapelig og teknisk tjenesteyting",71,711,7112,71129,188954.0,6576265.0,2025-11-05 03:14:43,188953.8099999996,6576265.109999999,9.548737865458312,59.21092575027944
103423,1,Forening/lag/innretning,918554211,,,,Gavlesjåstulens Venner,Telemark,Telemark,4005.0,4005,Notodden,NOTODDEN,,0-1,0.0,0.0,2017-01-31,Ideelle organisasjoner,Privat sektor,9,Aktiviteter i andre medlemsorganisasjoner ellers,Annen tjenesteyting,94,949,9499,94992,178058.0,6616854.0,2025-11-05 03:14:43,178057.71999999974,6616853.640000001,9.298067497581396,59.56550634670233
103423,1,Forening/lag/innretning,918554211,,,,Gavlesjåstulens Venner,Telemark,Telemark,4005.0,4005,Notodden,NOTODDEN,,0-1,0.0,0.0,2017-01-31,Ideelle organisasjoner,Privat sektor,9,Aktiviteter i andre medlemsorganisasjoner ellers,Annen tjenesteyting,94,949,9499,94992,178058.0,6616854.0,2025-11-05 03:14:43,178057.71999999974,6616853.640000001,9.298067497581396,59.56550634670233
102004,9,Underenhet til næringsdrivende og offentlig forvaltning,918555595,,,918501738.0,Haugsjordet 5 AS,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2017-01-13,,,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,194995.0,6567385.0,2025-11-05 03:14:43,194995.01999999955,6567384.75,9.666490363868746,59.1359077539629
102004,9,Underenhet til næringsdrivende og offentlig forvaltning,918555595,,,918501738.0,Haugsjordet 5 AS,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2017-01-13,,,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,194995.0,6567385.0,2025-11-05 03:14:43,194995.01999999955,6567384.75,9.666490363868746,59.1359077539629
102013,1,Enkeltpersonforetak,918555900,,,,Henntek Henning Thorstensen,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2017-02-13,Personlig næringsdrivende,Privat sektor,7,Byggeteknisk konsulentvirksomhet,"Faglig, vitenskapelig og teknisk tjenesteyting",71,711,7112,71121,194054.0,6557525.0,2025-11-05 03:14:43,194053.8899999997,6557525.279999999,9.663863148361363,59.047074098963606
102013,1,Enkeltpersonforetak,918555900,,,,Henntek Henning Thorstensen,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2017-02-13,Personlig næringsdrivende,Privat sektor,7,Byggeteknisk konsulentvirksomhet,"Faglig, vitenskapelig og teknisk tjenesteyting",71,711,7112,71121,194054.0,6557525.0,2025-11-05 03:14:43,194053.8899999997,6557525.279999999,9.663863148361363,59.047074098963606
103540,3,Enkeltpersonforetak,918560688,,,,Sigbjørn Bygg og Service Sigbjørn Weiss,Telemark,Telemark,4026.0,4026,Tinn,TINN,,0-1,0.0,0.0,2017-02-14,Personlig næringsdrivende,Privat sektor,4,Oppføring av bygninger,Bygge- og anleggsvirksomhet,41,410,4100,41000,156806.0,6666645.0,2025-11-05 03:14:43,156806.29000000004,6666645.34,8.842442448169736,59.99318784185407
103540,3,Enkeltpersonforetak,918560688,,,,Sigbjørn Bygg og Service Sigbjørn Weiss,Telemark,Telemark,4026.0,4026,Tinn,TINN,,0-1,0.0,0.0,2017-02-14,Personlig næringsdrivende,Privat sektor,4,Oppføring av bygninger,Bygge- og anleggsvirksomhet,41,410,4100,41000,156806.0,6666645.0,2025-11-05 03:14:43,156806.29000000004,6666645.34,8.842442448169736,59.99318784185407
103553,3,Enkeltpersonforetak,918561439,,,,Tømrer Tveitan,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2017-02-14,Personlig næringsdrivende,Privat sektor,4,Oppføring av bygninger,Bygge- og anleggsvirksomhet,41,410,4100,41000,195242.0,6574999.0,2025-11-05 03:14:43,195241.75,6574998.91,9.66015040325741,59.20416645017592
103553,3,Enkeltpersonforetak,918561439,,,,Tømrer Tveitan,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2017-02-14,Personlig næringsdrivende,Privat sektor,4,Oppføring av bygninger,Bygge- og anleggsvirksomhet,41,410,4100,41000,195242.0,6574999.0,2025-11-05 03:14:43,195241.75,6574998.91,9.66015040325741,59.20416645017592
107405,1,Forening/lag/innretning,918566260,,,,Fjellvang Grendehus,Telemark,Telemark,4026.0,4026,Tinn,TINN,,0-1,0.0,0.0,2017-01-13,Ideelle organisasjoner,Privat sektor,9,Aktiviteter i andre medlemsorganisasjoner ellers,Annen tjenesteyting,94,949,9499,94992,150789.0,6681544.0,2025-11-05 03:14:43,150789.1299999999,6681543.52,8.709880199570971,60.12109695654636
107405,1,Forening/lag/innretning,918566260,,,,Fjellvang Grendehus,Telemark,Telemark,4026.0,4026,Tinn,TINN,,0-1,0.0,0.0,2017-01-13,Ideelle organisasjoner,Privat sektor,9,Aktiviteter i andre medlemsorganisasjoner ellers,Annen tjenesteyting,94,949,9499,94992,150789.0,6681544.0,2025-11-05 03:14:43,150789.1299999999,6681543.52,8.709880199570971,60.12109695654636
103654,9,Underenhet til næringsdrivende og offentlig forvaltning,918567283,,,918519807.0,Smakfull Thaimat Alvsåker,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2017-02-13,,,5,Drift av mobile serveringssteder,Overnattings- og serveringsvirksomhet,56,561,5612,56120,193643.0,6568639.0,2025-11-05 03:14:43,193642.54000000004,6568638.59,9.641202876291288,59.14614733728952
103654,9,Underenhet til næringsdrivende og offentlig forvaltning,918567283,,,918519807.0,Smakfull Thaimat Alvsåker,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2017-02-13,,,5,Drift av mobile serveringssteder,Overnattings- og serveringsvirksomhet,56,561,5612,56120,193643.0,6568639.0,2025-11-05 03:14:43,193642.54000000004,6568638.59,9.641202876291288,59.14614733728952
103672,1,Forening/lag/innretning,918568050,,,,Skavrakåsen Velforening,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2017-02-05,Ideelle organisasjoner,Privat sektor,9,Aktiviteter i andre medlemsorganisasjoner ellers,Annen tjenesteyting,94,949,9499,94992,194557.0,6561289.0,2025-11-05 03:14:43,194556.91000000012,6561288.59,9.667363736536426,59.081084507687606
103672,1,Forening/lag/innretning,918568050,,,,Skavrakåsen Velforening,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2017-02-05,Ideelle organisasjoner,Privat sektor,9,Aktiviteter i andre medlemsorganisasjoner ellers,Annen tjenesteyting,94,949,9499,94992,194557.0,6561289.0,2025-11-05 03:14:43,194556.91000000012,6561288.59,9.667363736536426,59.081084507687606
103683,1,Enkeltpersonforetak,918568786,,,,Lege Kine Furuheim,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2017-02-15,Personlig næringsdrivende,Privat sektor,8,Allmennlegetjenester,Helse- og sosialtjenester,86,862,8621,86210,190092.0,6576852.0,2025-11-05 03:14:43,190092.4400000004,6576851.92,9.567753179395853,59.217004806020334
103683,1,Enkeltpersonforetak,918568786,,,,Lege Kine Furuheim,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2017-02-15,Personlig næringsdrivende,Privat sektor,8,Allmennlegetjenester,Helse- og sosialtjenester,86,862,8621,86210,190092.0,6576852.0,2025-11-05 03:14:43,190092.4400000004,6576851.92,9.567753179395853,59.217004806020334
103705,3,Enkeltpersonforetak,918569987,,,,Jan Junker,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2017-02-15,Personlig næringsdrivende,Privat sektor,9,Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk,"Kulturell virksomhet, idrett og fritidsaktiviteter",90,902,9020,90201,195975.0,6562757.0,2025-11-05 03:14:43,195974.91000000012,6562756.99,9.689962792200165,59.09522790263888
103705,3,Enkeltpersonforetak,918569987,,,,Jan Junker,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2017-02-15,Personlig næringsdrivende,Privat sektor,9,Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk,"Kulturell virksomhet, idrett og fritidsaktiviteter",90,902,9020,90201,195975.0,6562757.0,2025-11-05 03:14:43,195974.91000000012,6562756.99,9.689962792200165,59.09522790263888
102419,3,Aksjeselskap,918570780,,,,Løndstrupp Design AS,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,403.0,329.0,2017-01-24,Private aksjeselskaper mv.,Privat sektor,4,Detaljhandel med brukte varer,Varehandel,47,477,4779,47790,194605.0,6568801.0,2025-11-05 03:14:43,194605.09999999963,6568801.050000001,9.657728139219827,59.1482919357933
102419,3,Aksjeselskap,918570780,,,,Løndstrupp Design AS,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,403.0,329.0,2017-01-24,Private aksjeselskaper mv.,Privat sektor,4,Detaljhandel med brukte varer,Varehandel,47,477,4779,47790,194605.0,6568801.0,2025-11-05 03:14:43,194605.09999999963,6568801.050000001,9.657728139219827,59.1482919357933
102431,1,Enkeltpersonforetak,918573607,,,,Fossheim Montasje og Vedlikehold,Telemark,Telemark,4020.0,4020,Midt-Telemark,MIDT-TELEMARK,,0-1,0.0,0.0,2017-02-16,Personlig næringsdrivende,Privat sektor,4,VVS-arbeid,Bygge- og anleggsvirksomhet,43,432,4322,43220,167158.0,6601608.0,2025-11-05 03:14:43,167158.09999999963,6601608.23,9.1299565396047,59.420799438245496
102431,1,Enkeltpersonforetak,918573607,,,,Fossheim Montasje og Vedlikehold,Telemark,Telemark,4020.0,4020,Midt-Telemark,MIDT-TELEMARK,,0-1,0.0,0.0,2017-02-16,Personlig næringsdrivende,Privat sektor,4,VVS-arbeid,Bygge- og anleggsvirksomhet,43,432,4322,43220,167158.0,6601608.0,2025-11-05 03:14:43,167158.09999999963,6601608.23,9.1299565396047,59.420799438245496
103750,1,Enkeltpersonforetak,918573674,,,,Tarjei Tjønn,Telemark,Telemark,4036.0,4036,Vinje,VINJE,,0-1,0.0,0.0,2017-02-16,Personlig næringsdrivende,Privat sektor,1,Tjenester tilknyttet planteproduksjon,"Jordbruk, skogbruk og fiske",16,161,1610,1610,102553.0,6623317.0,2025-11-05 03:14:43,102553.29000000004,6623317.050000001,7.9593224238419875,59.55831554166224
103750,1,Enkeltpersonforetak,918573674,,,,Tarjei Tjønn,Telemark,Telemark,4036.0,4036,Vinje,VINJE,,0-1,0.0,0.0,2017-02-16,Personlig næringsdrivende,Privat sektor,1,Tjenester tilknyttet planteproduksjon,"Jordbruk, skogbruk og fiske",16,161,1610,1610,102553.0,6623317.0,2025-11-05 03:14:43,102553.29000000004,6623317.050000001,7.9593224238419875,59.55831554166224
102448,1,Aksjeselskap,918576088,918316329.0,Grått og Grønt Holding AS,,Kroken Naturstein AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,5.0,-29.0,2017-02-06,Private aksjeselskaper mv.,Privat sektor,8,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",Bergverksdrift og utvinning,81,811,8110,8110,191393.0,6571227.0,2025-11-05 03:14:43,191392.61000000036,6571226.970000001,9.598391943262085,59.16766303497883
102448,1,Aksjeselskap,918576088,918316329.0,Grått og Grønt Holding AS,,Kroken Naturstein AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,5.0,-29.0,2017-02-06,Private aksjeselskaper mv.,Privat sektor,8,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",Bergverksdrift og utvinning,81,811,8110,8110,191393.0,6571227.0,2025-11-05 03:14:43,191392.61000000036,6571226.970000001,9.598391943262085,59.16766303497883
103961,9,Underenhet til næringsdrivende og offentlig forvaltning,918584757,,,918541586.0,Nordskogen DA,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2016-01-31,,,2,Avvirkning,"Jordbruk, skogbruk og fiske",22,220,2200,2200,198818.0,6567399.0,2025-11-05 03:14:43,198817.83000000007,6567398.98,9.732989925950404,59.13875723816876
103961,9,Underenhet til næringsdrivende og offentlig forvaltning,918584757,,,918541586.0,Nordskogen DA,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2016-01-31,,,2,Avvirkning,"Jordbruk, skogbruk og fiske",22,220,2200,2200,198818.0,6567399.0,2025-11-05 03:14:43,198817.83000000007,6567398.98,9.732989925950404,59.13875723816876
104016,9,Underenhet til næringsdrivende og offentlig forvaltning,918588027,,,918494251.0,Stabbestad AS,Telemark,Telemark,4014.0,4014,Kragerø,KRAGERØ,,0-1,0.0,0.0,2017-01-02,,,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,177385.0,6536919.0,2025-11-05 03:14:43,177384.63999999966,6536919.27,9.404693599333664,58.85064301018924
104016,9,Underenhet til næringsdrivende og offentlig forvaltning,918588027,,,918494251.0,Stabbestad AS,Telemark,Telemark,4014.0,4014,Kragerø,KRAGERØ,,0-1,0.0,0.0,2017-01-02,,,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,177385.0,6536919.0,2025-11-05 03:14:43,177384.63999999966,6536919.27,9.404693599333664,58.85064301018924
104032,9,Underenhet til næringsdrivende og offentlig forvaltning,918588949,,,918547495.0,ØK Holding AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2017-01-30,,,4,Takarbeid,Bygge- og anleggsvirksomhet,43,434,4341,43410,191164.0,6571621.0,2025-11-05 03:14:43,191163.75999999975,6571620.51,9.593850099667025,59.171015274650365
104032,9,Underenhet til næringsdrivende og offentlig forvaltning,918588949,,,918547495.0,ØK Holding AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2017-01-30,,,4,Takarbeid,Bygge- og anleggsvirksomhet,43,434,4341,43410,191164.0,6571621.0,2025-11-05 03:14:43,191163.75999999975,6571620.51,9.593850099667025,59.171015274650365
104078,3,Enkeltpersonforetak,918590625,,,,Nustad Sykkelservice Langesund Sven Rolf Rønningsland,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2017-02-20,Personlig næringsdrivende,Privat sektor,9,Reparasjon og vedlikehold av andre husholdningsvarer og varer til personlig bruk ikke nevnt annet sted,Annen tjenesteyting,95,952,9529,95290,197243.0,6553093.0,2025-11-05 03:14:43,197243.00999999975,6553092.640000001,9.725301654566836,59.00970756150087
104078,3,Enkeltpersonforetak,918590625,,,,Nustad Sykkelservice Langesund Sven Rolf Rønningsland,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2017-02-20,Personlig næringsdrivende,Privat sektor,9,Reparasjon og vedlikehold av andre husholdningsvarer og varer til personlig bruk ikke nevnt annet sted,Annen tjenesteyting,95,952,9529,95290,197243.0,6553093.0,2025-11-05 03:14:43,197243.00999999975,6553092.640000001,9.725301654566836,59.00970756150087
104086,1,Aksjeselskap,918591052,,,,AS Holding AS,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,13.0,-6.0,2017-01-10,Private aksjeselskaper mv.,Privat sektor,0,,,0,0,0,0,195071.0,6562972.0,2025-11-05 03:14:43,195070.5599999996,6562972.210000001,9.673947248243838,59.0965064943564
104086,1,Aksjeselskap,918591052,,,,AS Holding AS,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,13.0,-6.0,2017-01-10,Private aksjeselskaper mv.,Privat sektor,0,,,0,0,0,0,195071.0,6562972.0,2025-11-05 03:14:43,195070.5599999996,6562972.210000001,9.673947248243838,59.0965064943564
104097,9,Underenhet til næringsdrivende og offentlig forvaltning,918591702,,,918552383.0,Havparadiset AS,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2017-01-30,,,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,190676.0,6545910.0,2025-11-05 03:14:43,190675.91000000012,6545910.07,9.621510222661035,58.94079008394608
104097,9,Underenhet til næringsdrivende og offentlig forvaltning,918591702,,,918552383.0,Havparadiset AS,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2017-01-30,,,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,190676.0,6545910.0,2025-11-05 03:14:43,190675.91000000012,6545910.07,9.621510222661035,58.94079008394608
106391,9,Underenhet til næringsdrivende og offentlig forvaltning,918593527,,,918481524.0,Yam AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2017-01-03,,,4,Godstransport på vei,Transport og lagring,49,494,4941,49410,193384.0,6571626.0,2025-11-05 03:14:43,193383.83999999985,6571625.9,9.632506723006465,59.17267070637923
106391,9,Underenhet til næringsdrivende og offentlig forvaltning,918593527,,,918481524.0,Yam AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2017-01-03,,,4,Godstransport på vei,Transport og lagring,49,494,4941,49410,193384.0,6571626.0,2025-11-05 03:14:43,193383.83999999985,6571625.9,9.632506723006465,59.17267070637923
104168,1,Enkeltpersonforetak,918595635,,,,Tegneservice Notodden Rune Løkja,Telemark,Telemark,4005.0,4005,Notodden,NOTODDEN,,0-1,0.0,0.0,2017-02-21,Personlig næringsdrivende,Privat sektor,7,Arkitektvirksomhet,"Faglig, vitenskapelig og teknisk tjenesteyting",71,711,7111,71110,170340.0,6620995.0,2025-11-05 03:14:43,170339.50999999978,6620994.609999999,9.155750984481672,59.59649092642103
104168,1,Enkeltpersonforetak,918595635,,,,Tegneservice Notodden Rune Løkja,Telemark,Telemark,4005.0,4005,Notodden,NOTODDEN,,0-1,0.0,0.0,2017-02-21,Personlig næringsdrivende,Privat sektor,7,Arkitektvirksomhet,"Faglig, vitenskapelig og teknisk tjenesteyting",71,711,7111,71110,170340.0,6620995.0,2025-11-05 03:14:43,170339.50999999978,6620994.609999999,9.155750984481672,59.59649092642103
104199,1,Enkeltpersonforetak,918596631,,,,Brabilde Robert Dreier Tveit Holand,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2017-02-21,Personlig næringsdrivende,Privat sektor,7,Fotografvirksomhet,"Faglig, vitenskapelig og teknisk tjenesteyting",74,742,7420,74200,192870.0,6574893.0,2025-11-05 03:14:43,192870.0,6574893.32,9.618953889953715,59.20151315762213
104199,1,Enkeltpersonforetak,918596631,,,,Brabilde Robert Dreier Tveit Holand,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2017-02-21,Personlig næringsdrivende,Privat sektor,7,Fotografvirksomhet,"Faglig, vitenskapelig og teknisk tjenesteyting",74,742,7420,74200,192870.0,6574893.0,2025-11-05 03:14:43,192870.0,6574893.32,9.618953889953715,59.20151315762213
104201,1,Enkeltpersonforetak,918596720,,,,Natalia Nijenhuis-Stanchenko,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2017-02-21,Personlig næringsdrivende,Privat sektor,8,Allmennlegetjenester,Helse- og sosialtjenester,86,862,8621,86210,195513.0,6561719.0,2025-11-05 03:14:43,195513.4500000002,6561719.029999999,9.683383405787056,59.085617297269614
104201,1,Enkeltpersonforetak,918596720,,,,Natalia Nijenhuis-Stanchenko,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2017-02-21,Personlig næringsdrivende,Privat sektor,8,Allmennlegetjenester,Helse- og sosialtjenester,86,862,8621,86210,195513.0,6561719.0,2025-11-05 03:14:43,195513.4500000002,6561719.029999999,9.683383405787056,59.085617297269614
