firfirmaid;stfstatusfirmaid;orfkode;firorgnr;firorgnrknytning;firfirmanavn1;firfirmanavn2;firpopnavn1;firpopnavn2;firgatenavn;firjuridisknavn;firgatenr;firgateoppgang;firgatepnr;gatepoststed;firpostboksadr;firpostboksnr;firpostboksnavn;firpostbokspnr;postbokspoststed;dmadresse;dmpostnr;dmpoststed;firtlfnr;firmobilnr;firfaxnr;firkommnr;firemail;firemailtype;firurl;firantansatt;firoms;firdriftres;koordinat_y;koordinat_x;koordinat_kvalitet;fyllandsdel;fylfylkenavn;knrkommnavn;bydbydelnr;bydbydelnavn;grunnkretsnr;grunnkretsnavn;konsernopporgnr;konsernoppnavn;konserntopporgnr;konserntoppnavn;etablertdato;selskapetsalder;tlklandkode;tlklandnavn;tlkverdensdelnr;tlkverdensdelnavn;nakkode1;naktittel1;nakkode2;naktittel2;nakkode3;naktittel3;nakkode4;naktittel4;nakkode5;naktittel5;nakkode6;naktittel6;nakkode7;naktittel7;nakkode8;naktittel8;nakkode9;naktittel9;nakkode10;naktittel10;kjedekode1;kjedetittel1;kjedekode2;kjedetittel2;kjedekode3;kjedetittel3;kjedekode4;kjedetittel4;kjedekode5;kjedetittel5;kjedekode6;kjedetittel6;kjedekode7;kjedetittel7;kjedekode8;kjedetittel8;kjedekode9;kjedetittel9;kjedekode10;kjedetittel10;firregtype;ansatt_kd;sektorkode;status_po;oms_kd;revi_orgnr;revi_navn;revi_rolle;revi_adresse;revi_postnr;revi_poststed;revi_land;crc;load_date;nakkategori2;nakkategori1;nakkategori3;nakkategori4;nakkategori5;firgateadresse;dl_navn;id_matrikkelen;regnskapsaar;adresseid;geo_x;geo_y;nakgruppekode1;nakgruppetekst1;nakgruppekode2;nakgruppetekst2;nakgruppekode3;nakgruppetekst3;nakgruppekode4;nakgruppetekst4;nakgruppekode5;nakgruppetekst5;nakgruppekode6;nakgruppetekst6;nakgruppekode7;nakgruppetekst7;nakgruppekode8;nakgruppetekst8;nakgruppekode9;nakgruppetekst9;nakgruppekode10;nakgruppetekst10;hovedgruppe;hovedgruppe_navn;grunnkrets_id;kommune_id;kommunenavn;fylke_id;fylkesnavn
16188978;1;ENK;921741510;;Sindre Øverås;;;;STRØMSTADVEGEN;SINDRE ØVERÅS;28.0;;3729.0;Skien;;;;;;Strømstadvegen 28;3729;Skien;;;;4003;;B;;;0.0;0.0;181865.0;6577008.0;10.0;Østlandet;Telemark;SKIEN;;;40031005.0;Bergan;;;;;16.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;1190.0;Dyrking av ettårige vekster ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;6B2AA73A4310E429;05.11.2025 03:14:43;11;1;119;1190;1190;Strømstadvegen 28, 3729 Skien;Sindre Øverås;41790843,000000000000000;;;0,000000000000000;0,000000000000000;A;Jordbruk, skogbruk og fiske;;;;;;;;;;;;;;;;;;;0;;40031005.0;4003.0;Skien;40.0;Telemark
16193421;3;ENK;921743092;;RJ Utleieservice Robin Jakobsen;;;;TRYTETJØNNVEGEN;RJ UTLEIESERVICE ROBIN JAKOBSEN;29.0;;3804.0;Bø i telemark;;;;;;Trytetjønnvegen 29;3804;Bø i telemark;;92217385.0;;4020;robinjakobsen3@gmail.com;B;;;0.0;0.0;164765.0;6604803.0;10.0;Østlandet;Telemark;MIDT-TELEMARK;;;40200107.0;Folkestad 2;;;;;26.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;49410.0;Godstransport på vei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;51AD9F326BBF9635;05.11.2025 03:14:43;49;4;494;4941;49410;Trytetjønnvegen 29, 3804 Bø i telemark;Robin Jakobsen;68607043,000000000000000;;;0,000000000000000;0,000000000000000;H;Transport og lagring;;;;;;;;;;;;;;;;;;;0;;40200107.0;4020.0;Midt-Telemark;40.0;Telemark
16189120;1;AS;921743424;;Lanna Snekkerservice Eiendom AS;;;;LANNAVEGEN;LANNA SNEKKERSERVICE EIENDOM AS;75.0;;3830.0;Ulefoss;;;;;;Lannavegen 75;3830;Ulefoss;;;;4018;;;;;53.0;-17.0;171869.0;6585619.0;10.0;Østlandet;Telemark;NOME;;;40180203.0;Heisholt;997963520.0;Lanna Snekkerservice AS;150765463.0;;01.10.2018 00:00:00;6.0;NO;Norway;1.0;Europa;43320.0;Snekkerarbeid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;0-0,9;;;;;;;;BD48F2040FBE5666;05.11.2025 03:14:43;43;4;433;4332;43320;Lannavegen 75, 3830 Ulefoss;Jens Nilsen;69012715,000000000000000;2024.0;;0,000000000000000;0,000000000000000;F;Bygge- og anleggsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40180203.0;4018.0;Nome;40.0;Telemark
16189188;1;AS;921744277;;Y-Nor AS;;;;SKÅTØYVEIEN;Y-NOR AS;46.0;;3780.0;Skåtøy;Postboks;44.0;;4971.0;Sundebru;Postboks 44;4971;Sundebru;;90016621.0;;4014;peder@gryting.as;B;;;167.0;22.0;179669.0;6537718.0;10.0;Østlandet;Telemark;KRAGERØ;;;40140306.0;Bråtøy-Skåtøy-Bærøy;;;;;01.09.2018 00:00:00;6.0;NO;Norway;1.0;Europa;33150.0;Reparasjon og vedlikehold av sivile skip og båter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;0-0,9;;;;;;;;A96D77EE5A8378AA;05.11.2025 03:14:43;33;3;331;3315;33150;Skåtøyveien 46, 3780 Skåtøy;Ronny Andresen;81916167,000000000000000;2024.0;;0,000000000000000;0,000000000000000;C;Industri;;;;;;;;;;;;;;;;;;;0;;40140306.0;4014.0;Kragerø;40.0;Telemark
16235045;1;ESEK;921744455;;Vognmannstunet Sameiet;;;;Vognmannsgate;VOGNMANNSTUNET SAMEIET;8.0;B;3912.0;Porsgrunn;;;;;;Vognmannsgate 8 B;3912;Porsgrunn;;;;4001;;B;;;0.0;0.0;194749.0;6568821.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40011006.0;Osebakken sør;;;;;05.03.2002 00:00:00;21.0;NO;Norway;1.0;Europa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0;0-1;;;0-0,9;;;;;;;;E301F98DE273EC0A;05.11.2025 03:14:43;0;0;0;0;0;Vognmannsgate 8B, 3912 Porsgrunn;;41221955,000000000000000;;;0,000000000000000;0,000000000000000;;;;;;;;;;;;;;;;;;;;;0;;40011006.0;4001.0;Porsgrunn;40.0;Telemark
16189215;9;BEDR;921744641;921721749.0;Håkon Høgetveit;;;;Flatdalsvegen;HÅKON HØGETVEIT;53.0;;3840.0;Seljord;;;;;;Flatdalsvegen 53;3840;Seljord;;;;4022;;B;;;0.0;0.0;141122.0;6615213.0;10.0;Østlandet;Telemark;SELJORD;;;40220108.0;Krokan;;;;;01.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;1410.0;Melkeproduksjon på storfe og oppdrett av melkekyr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;E518B8CBED1FB141;05.11.2025 03:14:43;14;1;141;1410;1410;Flatdalsvegen 53, 3840 Seljord;;118246404,000000000000000;;;0,000000000000000;0,000000000000000;A;Jordbruk, skogbruk og fiske;;;;;;;;;;;;;;;;;;;0;;40220108.0;4022.0;Seljord;40.0;Telemark
16189265;9;BEDR;921745273;921622635.0;Maxmaling Strbac;;;;Lyngvegen;MAXMALING STRBAC;3.0;;3748.0;Siljan;;;;;;Lyngvegen 3;3748;Siljan;46320928.0;;;4010;;B;;;0.0;0.0;198346.0;6581490.0;10.0;Østlandet;Telemark;SILJAN;;;40100104.0;Bakkane-Solvika;;;;;17.10.2018 00:00:00;5.0;NO;Norway;1.0;Europa;43340.0;Maler- og glassarbeid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;42300EABA0288184;05.11.2025 03:14:43;43;4;433;4334;43340;Lyngvegen 3, 3748 Siljan;;486091796,000000000000000;;;0,000000000000000;0,000000000000000;F;Bygge- og anleggsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40100104.0;4010.0;Siljan;40.0;Telemark
16189606;9;BEDR;921747365;921717822.0;Lenum Elektro AS;;;;KJØRBEKKDALEN;LENUM ELEKTRO AS;12.0;F;3735.0;Skien;;;;;;Kjørbekkdalen 12 F;3735;Skien;;;;4003;;;;;0.0;0.0;192734.0;6571963.0;10.0;Østlandet;Telemark;SKIEN;;;40030601.0;Kjørbekkdalen;;;;;15.10.2018 00:00:00;6.0;NO;Norway;1.0;Europa;43210.0;Elektrisk installasjonsarbeid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;734659D0F6A23267;05.11.2025 03:14:43;43;4;432;4321;43210;Kjørbekkdalen 12F, 3735 Skien;;41790179,000000000000000;;;0,000000000000000;0,000000000000000;F;Bygge- og anleggsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40030601.0;4003.0;Skien;40.0;Telemark
16189651;9;BEDR;921748531;921719841.0;Abraham Frisør Ibrahim Khalil Ibrahim Muharram;;;;Sverresgate;ABRAHAM FRISØR IBRAHIM KHALIL IBRAHIM MUHARRAM;9.0;;3916.0;Porsgrunn;;;;;;Sverresgate 9;3916;Porsgrunn;91316674.0;;;4001;;B;;;0.0;0.0;194274.0;6567754.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010811.0;Porsgrunn sentrum øst;;;;;19.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;96210.0;Frisering og barbering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;3BD189F6AA6AE02A;05.11.2025 03:14:43;96;9;962;9621;96210;Sverresgate 9, 3916 Porsgrunn;;41212297,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40010811.0;4001.0;Porsgrunn;40.0;Telemark
16189715;1;AS;921749333;;Børres Holding AS;;;;BREIDABLIKKBAKKEN;BØRRES HOLDING AS;18.0;G;3911.0;Porsgrunn;;;;;;Breidablikkbakken 18 G;3911;Porsgrunn;;;;4001;;;;;0.0;0.0;194861.0;6569625.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40011003.0;Borgåsen;;;;;24.08.2018 00:00:00;6.0;NO;Norway;1.0;Europa;64323.0;Andre egeninvesteringsselskaper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;0-1;Øvrige finansielle foretak unntatt forsikring;Privat sektor;0-0,9;;;;;;;;8221B34636E410DA;05.11.2025 03:14:43;64;6;643;6432;64323;Breidablikkbakken 18G, 3911 Porsgrunn;;41198210,000000000000000;;;0,000000000000000;0,000000000000000;L;Finansiell tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40011003.0;4001.0;Porsgrunn;40.0;Telemark
16189976;9;BEDR;921752741;921624875.0;Vest Telemark Bilpleiesenter;;;;Høydalsmovegen;VEST TELEMARK BILPLEIESENTER;827.0;;3891.0;Høydalsmo;;;;;;Høydalsmovegen 827;3891;Høydalsmo;91328773.0;;;4034;;B;;;0.0;0.0;115255.0;6615459.0;10.0;Østlandet;Telemark;TOKKE;;;40340107.0;Ofte-Hovden;;;;;18.10.2018 00:00:00;5.0;NO;Norway;1.0;Europa;95310.0;Reparasjon og vedlikehold av motorvogner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;AB4F9D1A61EEAC61;05.11.2025 03:14:43;95;9;953;9531;95310;Høydalsmovegen 827, 3891 Høydalsmo;;135843554,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40340107.0;4034.0;Tokke;40.0;Telemark
16190058;1;ENK;921753721;;Lars Inge Lauvdal;;;;Libakkane;LARS INGE LAUVDAL;31.0;;3870.0;Fyresdal;;;;;;Libakkane 31;3870;Fyresdal;;91777051.0;;4032;;B;;;0.0;0.0;106075.0;6580867.0;10.0;Østlandet;Telemark;FYRESDAL;;;40320105.0;Sørbygda;;;;;19.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;43120.0;Grunnarbeid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;858C901AA0B407E1;05.11.2025 03:14:43;43;4;431;4312;43120;Libakkane 31, 3870 Fyresdal;Lars Inge Lauvdal;135601351,000000000000000;;;0,000000000000000;0,000000000000000;F;Bygge- og anleggsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40320105.0;4032.0;Fyresdal;40.0;Telemark
16190064;9;BEDR;921753799;921626800.0;Mæland Mediatio;;;;NATADALSVEGEN;MÆLAND MEDIATIO;51.0;;3841.0;Flatdal;;;;;;Natadalsvegen 51;3841;Flatdal;;;;4022;;B;;;0.0;0.0;137153.0;6621376.0;10.0;Østlandet;Telemark;SELJORD;;;40220201.0;Flatdal;;;;;19.10.2018 00:00:00;5.0;NO;Norway;1.0;Europa;70200.0;Bedriftsrådgivning og annen administrativ rådgivning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;4CFB799FDAB6618C;05.11.2025 03:14:43;70;7;702;7020;70200;Natadalsvegen 51, 3841 Flatdal;;118248604,000000000000000;;;0,000000000000000;0,000000000000000;N;Faglig, vitenskapelig og teknisk tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40220201.0;4022.0;Seljord;40.0;Telemark
16190636;1;BEDR;921759118;960276965.0;Arise;;;;Lyngbakkvegen;ARISE;122.0;;3735.0;Skien;Postboks;2566.0;;3702.0;Skien;Postboks 2566;3702;Skien;35599077.0;;;4003;;B;;;0.0;0.0;192305.0;6570987.0;10.0;Østlandet;Telemark;SKIEN;;;40030701.0;Lyngbakken;;;;;01.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;88996.0;Andre sosialtjenester uten botilbud ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0-1;;;0-0,9;;;;;;;;69F9FBD44B7E6BE5;05.11.2025 03:14:43;88;8;889;8899;88996;Lyngbakkvegen 122, 3735 Skien;;41765002,000000000000000;;;0,000000000000000;0,000000000000000;R;Helse- og sosialtjenester;;;;;;;;;;;;;;;;;;;0;;40030701.0;4003.0;Skien;40.0;Telemark
16204200;1;FLI;921760531;;Naturvernforbundet i Kragerø og Drangedal;;;;HEGLANDSVEIEN;NATURVERNFORBUNDET I KRAGERØ OG DRANGEDAL;39.0;A;3766.0;Sannidal;;;;;;Heglandsveien 39 A;3766;Sannidal;;98669186.0;;4014;;;;;0.0;0.0;171541.0;6543680.0;10.0;Østlandet;Telemark;KRAGERØ;;;40140102.0;Mo;;;;;22.04.2009 00:00:00;16.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;Ideelle organisasjoner;Privat sektor;0-0,9;;;;;;;;FAB1BAC391BAD0DA;05.11.2025 03:14:43;94;9;949;9499;94992;Heglandsveien 39A, 3766 Sannidal;;81903095,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40140102.0;4014.0;Kragerø;40.0;Telemark
16190803;1;ENK;921761295;;Steger Tradisjonsbygg og Friluftsveiledning;;;;ØVREBYGDE;STEGER TRADISJONSBYGG OG FRILUFTSVEILEDNING;158.0;;3650.0;Tinn austbygd;;;;;;Øvrebygde 158;3650;Tinn austbygd;;93685991.0;;4026;;B;;;0.0;0.0;157194.0;6668185.0;10.0;Østlandet;Telemark;TINN;;;40260106.0;Austbygde;;;;;20.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;41000.0;Oppføring av bygninger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;C3DB25686615894D;05.11.2025 03:14:43;41;4;410;4100;41000;Øvrebygde 158, 3650 Tinn austbygd;Adrian Moltu Steger;421118613,000000000000000;;;0,000000000000000;0,000000000000000;F;Bygge- og anleggsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40260106.0;4026.0;Tinn;40.0;Telemark
16191792;1;AS;921764669;;FUT AS;;;;DALANEVEIEN;FUT AS;20.0;;3772.0;Kragerø;;;;;;Dalaneveien 20;3772;Kragerø;;;;4014;;;;;156.0;141.0;175486.0;6539467.0;11.0;Østlandet;Telemark;KRAGERØ;;;40140403.0;Nordre Kalstad;920415210.0;Kragerø Patriotene AS;920415210.0;Kragerø Patriotene AS;13.11.2018 00:00:00;6.0;NO;Norway;1.0;Europa;68200.0;Utleie av egen eller leid fast eiendom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;0-1;Private aksjeselskaper mv.;Privat sektor;0-0,9;;;;;;;;F0178AFB4E6AD48F;05.11.2025 03:14:43;68;6;682;6820;68200;Dalaneveien 20, 3772 Kragerø;Ulf Moen;244750349,000000000000000;2024.0;;0,000000000000000;0,000000000000000;M;Eiendomsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40140403.0;4014.0;Kragerø;40.0;Telemark
16191275;9;BEDR;921765223;921639163.0;Hannah Selmer;;;;TYRISTUBBEN;HANNAH SELMER;25.0;;3744.0;Skien;;;;;;Tyristubben 25;3744;Skien;40891052.0;;;4003;;;;;0.0;0.0;189324.0;6575664.0;10.0;Østlandet;Telemark;SKIEN;;;40031303.0;Heikleiv;;;;;22.10.2018 00:00:00;6.0;NO;Norway;1.0;Europa;96990.0;Andre personlige tjenester ikke nevnt annet sted;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;FAF2AC6685FEB485;05.11.2025 03:14:43;96;9;969;9699;96990;Tyristubben 25, 3744 Skien;;41775804,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40031303.0;4003.0;Skien;40.0;Telemark
16191865;3;ENK;921770693;;KGD Offshore Consulting Knut Gyth-Dehli;;;;Skogvegen;KGD OFFSHORE CONSULTING KNUT GYTH-DEHLI;14.0;;3825.0;Lunde;;;;;;Skogvegen 14;3825;Lunde;4790661371.0;90661371.0;;4018;knu-d@online.no;A;;;0.0;0.0;164098.0;6588227.0;10.0;Østlandet;Telemark;NOME;;;40180110.0;Bjerva;;;;;22.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;71129.0;Annen teknisk konsulentvirksomhet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;7E0DA4490F113BAA;05.11.2025 03:14:43;71;7;711;7112;71129;Skogvegen 14, 3825 Lunde;Knut Gyth-Dehli;69010768,000000000000000;;;0,000000000000000;0,000000000000000;N;Faglig, vitenskapelig og teknisk tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40180110.0;4018.0;Nome;40.0;Telemark
16191907;9;BEDR;921771231;921647549.0;Skjelbred Bygg;;;;Brekka;SKJELBRED BYGG;23.0;;3917.0;Porsgrunn;;;;;;Brekka 23;3917;Porsgrunn;90839044.0;;;4001;;B;;;0.0;0.0;194518.0;6566898.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010901.0;Bjørntvedt;;;;;01.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;41000.0;Oppføring av bygninger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;2999399F769A3418;05.11.2025 03:14:43;41;4;410;4100;41000;Brekka 23, 3917 Porsgrunn;;41198285,000000000000000;;;0,000000000000000;0,000000000000000;F;Bygge- og anleggsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40010901.0;4001.0;Porsgrunn;40.0;Telemark
16193361;1;BRL;921772890;;Grasmyrveien 7 Borettslag;;;;CAPPELENS GATE;GRASMYRVEIEN 7 BORETTSLAG;11.0;;3717.0;Skien;Postboks;156.0;;3701.0;Skien;Postboks 156;3701;Skien;;;;4003;;;www.skien.bbl.no;;271.0;175.0;192059.0;6575872.0;10.0;Østlandet;Telemark;SKIEN;;;40030106.0;Lundedalen;;;;;18.10.2018 00:00:00;6.0;NO;Norway;1.0;Europa;97001.0;Aktiviteter i borettslag og boligsameier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;Borettslag o.l.;Privat sektor;0-0,9;976389387.0;ERNST & YOUNG AS                                                         ;REVI  ;Stortorvet 7                                                             ;155.0;OSLO                                 ;NO   ;48E388A1905BBC8D;05.11.2025 03:14:43;97;9;970;9700;97001;Cappelens Gate 11, 3717 Skien;;41751302,000000000000000;2024.0;;0,000000000000000;0,000000000000000;U;Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning;;;;;;;;;;;;;;;;;;;0;;40030106.0;4003.0;Skien;40.0;Telemark
16214646;1;FLI;921773250;;Scandinavian Charity;;;;LØAVEGEN;SCANDINAVIAN CHARITY;16.0;;3912.0;Porsgrunn;;;;;;Løavegen 16;3912;Porsgrunn;;;;4001;;B;;;0.0;0.0;194446.0;6569589.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40011002.0;Osebakken nord;;;;;12.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;88996.0;Andre sosialtjenester uten botilbud ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;Ideelle organisasjoner;Privat sektor;0-0,9;;;;;;;;10C6E0281AA44733;05.11.2025 03:14:43;88;8;889;8899;88996;Løavegen 16, 3912 Porsgrunn;Aebgin John Poickattil;41205946,000000000000000;;;0,000000000000000;0,000000000000000;R;Helse- og sosialtjenester;;;;;;;;;;;;;;;;;;;0;;40011002.0;4001.0;Porsgrunn;40.0;Telemark
16193532;1;AS;921774826;;Midt-Telemark Holding AS;;;;SVEVALIBAKKEN;MIDT-TELEMARK HOLDING AS;4.0;;3820.0;Nordagutu;;;;;;Svevalibakken 4;3820;Nordagutu;;;;4020;;;;;176.0;-79.0;177956.0;6600871.0;10.0;Østlandet;Telemark;MIDT-TELEMARK;;;40200305.0;Nordagutu;;;;;31.10.2018 00:00:00;6.0;NO;Norway;1.0;Europa;43220.0;VVS-arbeid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;0-1;Private aksjeselskaper mv.;Privat sektor;0-0,9;976389387.0;ERNST & YOUNG AS                                                         ;REVI  ;Stortorvet 7                                                             ;155.0;OSLO                                 ;NO   ;93CB68A3C3402564;05.11.2025 03:14:43;43;4;432;4322;43220;Svevalibakken 4, 3820 Nordagutu;Magnus Ingebretsen;200080958,000000000000000;2024.0;;0,000000000000000;0,000000000000000;F;Bygge- og anleggsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40200305.0;4020.0;Midt-Telemark;40.0;Telemark
16192158;1;AS;921774966;;Technoline AS;;;;KJØNNØYAVEIEN;TECHNOLINE AS;7.0;;3967.0;Stathelle;;;;;;Kjønnøyaveien 7;3967;Stathelle;;;;4012;;;;;165.0;85.0;190659.0;6547815.0;10.0;Østlandet;Telemark;BAMBLE;;;40120506.0;Kjørstad;;;;;05.11.2018 00:00:00;6.0;NO;Norway;1.0;Europa;78100.0;Rekruttering og formidling av arbeidskraft;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;0-0,9;;;;;;;;9FF5AB1FB5B52850;05.11.2025 03:14:43;78;7;781;7810;78100;Kjønnøyaveien 7, 3967 Stathelle;Jørn Grundsund;44200716,000000000000000;2023.0;;0,000000000000000;0,000000000000000;O;Forretningsmessig tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40120506.0;4012.0;Bamble;40.0;Telemark
16192159;1;AS;921774974;;Agenda Utvikling AS;;;;GAMLEVEG;AGENDA UTVIKLING AS;2.0;;3802.0;Bø i telemark;;;;;;Gamleveg 2;3802;Bø i telemark;;;;4020;;;;;2675.0;-92.0;163279.0;6601261.0;10.0;Østlandet;Telemark;MIDT-TELEMARK;;;40200202.0;Bø;920245870.0;Agenda Bygg AS;301168273.0;;31.10.2018 00:00:00;6.0;NO;Norway;1.0;Europa;41000.0;Oppføring av bygninger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;1000-4999;;;;;;;;0FD3E42EBF9AF18F;05.11.2025 03:14:43;41;4;410;4100;41000;Gamleveg 2, 3802 Bø i telemark;Brian Støa;68606548,000000000000000;2021.0;;0,000000000000000;0,000000000000000;F;Bygge- og anleggsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40200202.0;4020.0;Midt-Telemark;40.0;Telemark
16192213;9;BEDR;921775652;921652577.0;Hsinvest AS;;;;BEDRIFTSVEGEN;HSINVEST AS;36.0;;3735.0;Skien;Postboks;2812.0;;3702.0;Skien;Postboks 2812;3702;Skien;;;;4003;;B;;;0.0;0.0;192006.0;6572521.0;10.0;Østlandet;Telemark;SKIEN;;;40030601.0;Kjørbekkdalen;;;;;02.10.2018 00:00:00;5.0;NO;Norway;1.0;Europa;68200.0;Utleie av egen eller leid fast eiendom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;4455004223F35A77;05.11.2025 03:14:43;68;6;682;6820;68200;Bedriftsvegen 36, 3735 Skien;;41748677,000000000000000;;;0,000000000000000;0,000000000000000;M;Eiendomsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40030601.0;4003.0;Skien;40.0;Telemark
16192227;1;AS;921775814;;Myrvold Holding AS;;;;FYLKESBAKKEN;MYRVOLD HOLDING AS;7.0;;3715.0;Skien;;;;;;Fylkesbakken 7;3715;Skien;;;;4003;;;;;0.0;0.0;192561.0;6576633.0;10.0;Østlandet;Telemark;SKIEN;;;40031801.0;Lagmannshøgda;;;;;08.11.2018 00:00:00;6.0;NO;Norway;1.0;Europa;41000.0;Oppføring av bygninger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;0-1;Private aksjeselskaper mv.;Privat sektor;0-0,9;921197233.0;AVANTI REVISJON AS                                                       ;REVI  ;Brugata 4                                                                ;3825.0;LUNDE                                ;NO   ;0F85C9E3BC312B7B;05.11.2025 03:14:43;41;4;410;4100;41000;Fylkesbakken 7, 3715 Skien;Thomas Myrvold;41755291,000000000000000;;;0,000000000000000;0,000000000000000;F;Bygge- og anleggsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40031801.0;4003.0;Skien;40.0;Telemark
