Geografi,År,Kjønn,Alder,Krefttyper,Måltall,value
Bamble,2012-2021,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2012-2021,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2012-2021,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2012-2021,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",256.133946709616
Bamble,2012-2021,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2012-2021,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",659.740252857748
Bamble,2013-2022,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",71.5740920461184
Bamble,2013-2022,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",63.1311328861532
Bamble,2013-2022,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",119.362523801575
Bamble,2013-2022,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",54.6952755829358
Bamble,2013-2022,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",468.120677327452
Bamble,2013-2022,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",43.3659788819854
Bamble,2013-2022,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",39.4673772398227
Bamble,2013-2022,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",68.4708706047005
Bamble,2013-2022,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",44.5571842464165
Bamble,2013-2022,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",84.6390686920055
Bamble,2013-2022,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1084.12990712104
Bamble,2013-2022,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2917.43971100813
Bamble,2013-2022,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",408.172648151119
Bamble,2013-2022,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",347.064088287275
Bamble,2013-2022,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",717.537301388097
Bamble,2013-2022,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2013-2022,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2013-2022,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",733.075519045687
Bamble,2013-2022,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",80.3677701052092
Bamble,2013-2022,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",72.4781022390426
Bamble,2013-2022,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",123.316202180219
Bamble,2013-2022,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",51.4684607738663
Bamble,2013-2022,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2013-2022,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2013-2022,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",178.810540359313
Bamble,2013-2022,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",505.898988630801
Bamble,2013-2022,menn,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",51.7966394587413
Bamble,2013-2022,menn,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",43.8797070818109
Bamble,2013-2022,menn,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",64.9407585190374
Bamble,2013-2022,menn,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2013-2022,menn,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2013-2022,menn,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2013-2022,menn,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",133.895969246478
Bamble,2013-2022,menn,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",73.2250807065895
Bamble,2013-2022,menn,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Bamble,2013-2022,menn,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2013-2022,menn,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2013-2022,menn,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2013-2022,menn,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2013-2022,menn,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2013-2022,menn,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2013-2022,menn,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1213.17721332185
Bamble,2013-2022,menn,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Bamble,2013-2022,menn,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2013-2022,menn,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2013-2022,menn,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2013-2022,menn,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2013-2022,menn,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2013-2022,menn,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2013-2022,menn,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",3944.3892713274
Bamble,2013-2022,menn,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",486.137048960405
Bamble,2013-2022,menn,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",482.174396824012
Bamble,2013-2022,menn,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",952.183642316133
Bamble,2013-2022,menn,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2013-2022,menn,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2013-2022,menn,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2013-2022,menn,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",814.40268106442
Bamble,2013-2022,kvinner,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",583.314428049314
Bamble,2013-2022,kvinner,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",62.2500288239133
Bamble,2013-2022,kvinner,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",53.3328747519398
Bamble,2013-2022,kvinner,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",115.461633142657
Bamble,2013-2022,kvinner,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",58.130294049545
Bamble,2013-2022,kvinner,alle aldre,Brystkreft (C50),"per 100 000, standardisert",130.779917394945
Bamble,2013-2022,kvinner,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2013-2022,kvinner,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2013-2022,kvinner,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",428.036744048912
Bamble,2013-2022,kvinner,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",34.5326191775528
Bamble,2013-2022,kvinner,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",34.795774838528
Bamble,2013-2022,kvinner,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",72.2844093730778
Bamble,2013-2022,kvinner,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2013-2022,kvinner,0-74 år,Brystkreft (C50),"per 100 000, standardisert",111.79583367812
Bamble,2013-2022,kvinner,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2013-2022,kvinner,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2013-2022,kvinner,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",96.7937488663203
Bamble,2013-2022,kvinner,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Bamble,2013-2022,kvinner,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2013-2022,kvinner,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2013-2022,kvinner,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2013-2022,kvinner,0-44 år,Brystkreft (C50),"per 100 000, standardisert",28.9406139600856
Bamble,2013-2022,kvinner,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2013-2022,kvinner,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2013-2022,kvinner,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",951.281893569637
Bamble,2013-2022,kvinner,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Bamble,2013-2022,kvinner,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2013-2022,kvinner,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2013-2022,kvinner,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",116.418280607733
Bamble,2013-2022,kvinner,45-74 år,Brystkreft (C50),"per 100 000, standardisert",244.058734418878
Bamble,2013-2022,kvinner,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2013-2022,kvinner,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2013-2022,kvinner,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2131.0564727808
Bamble,2013-2022,kvinner,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",347.459342535095
Bamble,2013-2022,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2013-2022,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2013-2022,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2013-2022,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",326.924838875228
Bamble,2013-2022,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2013-2022,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",670.572696560367
Bamble,2014-2023,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",78.4462059841993
Bamble,2014-2023,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",61.364433148007
Bamble,2014-2023,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",127.04136299913
Bamble,2014-2023,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",59.9955192466736
Bamble,2014-2023,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",476.512183175205
Bamble,2014-2023,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",49.4628873454899
Bamble,2014-2023,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",37.2036684779294
Bamble,2014-2023,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",71.9157745608726
Bamble,2014-2023,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",45.729183965805
Bamble,2014-2023,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",81.1871438968932
Bamble,2014-2023,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1109.36427266132
Bamble,2014-2023,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2962.82938482147
Bamble,2014-2023,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",420.98495284484
Bamble,2014-2023,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",352.205583468128
Bamble,2014-2023,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",778.418808954477
Bamble,2014-2023,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2014-2023,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2014-2023,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",727.941681373105
Bamble,2014-2023,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",83.0188589332101
Bamble,2014-2023,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",65.6542914001505
Bamble,2014-2023,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",131.818247014863
Bamble,2014-2023,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",56.4764716588038
Bamble,2014-2023,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2014-2023,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2014-2023,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",168.894643209021
Bamble,2014-2023,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",505.763676991167
Bamble,2014-2023,menn,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",57.7837788433465
Bamble,2014-2023,menn,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",38.6999653874907
Bamble,2014-2023,menn,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",67.0350737571137
Bamble,2014-2023,menn,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",36.480300820586
Bamble,2014-2023,menn,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2014-2023,menn,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2014-2023,menn,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",128.28752280264
Bamble,2014-2023,menn,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",71.1019797146027
Bamble,2014-2023,menn,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Bamble,2014-2023,menn,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2014-2023,menn,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2014-2023,menn,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2014-2023,menn,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2014-2023,menn,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2014-2023,menn,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2014-2023,menn,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1215.45750690013
Bamble,2014-2023,menn,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Bamble,2014-2023,menn,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2014-2023,menn,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2014-2023,menn,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2014-2023,menn,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2014-2023,menn,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2014-2023,menn,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2014-2023,menn,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",3870.82933799272
Bamble,2014-2023,menn,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",437.145440211586
Bamble,2014-2023,menn,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",451.591714119446
Bamble,2014-2023,menn,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",1054.19039056731
Bamble,2014-2023,menn,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2014-2023,menn,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2014-2023,menn,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2014-2023,menn,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",742.288563328854
Bamble,2014-2023,kvinner,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",611.068018515197
Bamble,2014-2023,kvinner,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",73.6458398918297
Bamble,2014-2023,kvinner,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",56.8698495203178
Bamble,2014-2023,kvinner,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",122.300387285793
Bamble,2014-2023,kvinner,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",63.7780656102737
Bamble,2014-2023,kvinner,alle aldre,Brystkreft (C50),"per 100 000, standardisert",131.933140768506
Bamble,2014-2023,kvinner,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2014-2023,kvinner,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",445.620743601438
Bamble,2014-2023,kvinner,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",40.7688802805359
Bamble,2014-2023,kvinner,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",35.6255463092471
Bamble,2014-2023,kvinner,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",77.1737484913058
Bamble,2014-2023,kvinner,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",55.5667921830046
Bamble,2014-2023,kvinner,0-74 år,Brystkreft (C50),"per 100 000, standardisert",111.577052853101
Bamble,2014-2023,kvinner,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2014-2023,kvinner,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",91.9355338478313
Bamble,2014-2023,kvinner,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2014-2023,kvinner,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1000.49481056811
Bamble,2014-2023,kvinner,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2014-2023,kvinner,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2272.14711988675
Bamble,2014-2023,kvinner,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",411.27057387691
Bamble,2014-2023,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2014-2023,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",342.315451775495
Bamble,2014-2023,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2014-2023,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Kragerø,2009-2018,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",670.327470735097
Kragerø,2009-2018,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",92.9082787971337
Kragerø,2009-2018,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",67.6219522808591
Kragerø,2009-2018,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",107.137224247511
Kragerø,2009-2018,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",40.7172359342283
Kragerø,2009-2018,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Kragerø,2009-2018,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Kragerø,2009-2018,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Kragerø,2009-2018,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",468.492014685964
