Kommune;Periode;År;Måned;Passasjerer
Færder;2016/11;2016;11;108687
Hjartdal;2016/11;2016;11;2857
Holmestrand;2016/11;2016;11;75049
Horten;2016/11;2016;11;113943
Kragerø;2016/11;2016;11;33693
Kviteseid;2016/11;2016;11;6033
Larvik;2016/11;2016;11;127466
Midt-Telemark;2016/11;2016;11;20505
Nissedal;2016/11;2016;11;2074
Nome;2016/11;2016;11;15812
Notodden;2016/11;2016;11;23390
Porsgrunn;2016/11;2016;11;182689
Sandefjord;2016/11;2016;11;185010
Seljord;2016/11;2016;11;3388
Siljan;2016/11;2016;11;7197
Skien;2016/11;2016;11;249629
Tinn;2016/11;2016;11;15417
Tokke;2016/11;2016;11;5074
Tønsberg;2016/11;2016;11;395560
Vinje;2016/11;2016;11;7151
Bamble;2016/10;2016;10;38605
Drangedal;2016/10;2016;10;7817
Fyresdal;2016/10;2016;10;1434
Færder;2016/10;2016;10;90352
Hjartdal;2016/10;2016;10;2143
Holmestrand;2016/10;2016;10;60222
Horten;2016/10;2016;10;94569
Kragerø;2016/10;2016;10;30311
Kviteseid;2016/10;2016;10;4404
Larvik;2016/10;2016;10;101074
Midt-Telemark;2016/10;2016;10;15260
Nissedal;2016/10;2016;10;1564
Nome;2016/10;2016;10;11876
Notodden;2016/10;2016;10;18825
Porsgrunn;2016/10;2016;10;158886
Sandefjord;2016/10;2016;10;149836
Seljord;2016/10;2016;10;2602
Siljan;2016/10;2016;10;5410
Skien;2016/10;2016;10;206535
Tinn;2016/10;2016;10;11763
Tokke;2016/10;2016;10;3866
Tønsberg;2016/10;2016;10;328459
Vinje;2016/10;2016;10;5335
Bamble;2016/09;2016;9;42842
Drangedal;2016/09;2016;9;10487
Fyresdal;2016/09;2016;9;2045
Færder;2016/09;2016;9;98474
Hjartdal;2016/09;2016;9;3155
Holmestrand;2016/09;2016;9;71317
Horten;2016/09;2016;9;105076
Kragerø;2016/09;2016;9;33180
Kviteseid;2016/09;2016;9;5964
Larvik;2016/09;2016;9;113790
Midt-Telemark;2016/09;2016;9;19370
Nissedal;2016/09;2016;9;2023
Nome;2016/09;2016;9;15878
Notodden;2016/09;2016;9;22148
Porsgrunn;2016/09;2016;9;156589
Sandefjord;2016/09;2016;9;166225
Seljord;2016/09;2016;9;3762
Siljan;2016/09;2016;9;6659
Skien;2016/09;2016;9;203586
Tinn;2016/09;2016;9;13975
Tokke;2016/09;2016;9;5531
Tønsberg;2016/09;2016;9;364237
Vinje;2016/09;2016;9;7085
Bamble;2016/08;2016;8;35418
Drangedal;2016/08;2016;8;6485
Fyresdal;2016/08;2016;8;1358
Færder;2016/08;2016;8;80698
Hjartdal;2016/08;2016;8;2035
Holmestrand;2016/08;2016;8;52132
Horten;2016/08;2016;8;83468
Kragerø;2016/08;2016;8;41088
Kviteseid;2016/08;2016;8;3333
Larvik;2016/08;2016;8;88602
Midt-Telemark;2016/08;2016;8;13736
Nissedal;2016/08;2016;8;1213
Nome;2016/08;2016;8;11183
Notodden;2016/08;2016;8;20718
Porsgrunn;2016/08;2016;8;126942
Sandefjord;2016/08;2016;8;132237
Seljord;2016/08;2016;8;2350
Siljan;2016/08;2016;8;3900
Skien;2016/08;2016;8;163815
Tinn;2016/08;2016;8;9669
Tokke;2016/08;2016;8;3713
Tønsberg;2016/08;2016;8;290492
Vinje;2016/08;2016;8;4721
Bamble;2016/07;2016;7;21488
Drangedal;2016/07;2016;7;522
Fyresdal;2016/07;2016;7;187
Færder;2016/07;2016;7;59564
Hjartdal;2016/07;2016;7;563
Holmestrand;2016/07;2016;7;18581
Horten;2016/07;2016;7;45064
Kragerø;2016/07;2016;7;65462
Kviteseid;2016/07;2016;7;499
Larvik;2016/07;2016;7;61380
Midt-Telemark;2016/07;2016;7;5568
Nissedal;2016/07;2016;7;185
Nome;2016/07;2016;7;4137
Notodden;2016/07;2016;7;6350
Porsgrunn;2016/07;2016;7;80850
Sandefjord;2016/07;2016;7;75835
Seljord;2016/07;2016;7;579
Siljan;2016/07;2016;7;641
Skien;2016/07;2016;7;88366
Tinn;2016/07;2016;7;5095
Tokke;2016/07;2016;7;847
Tønsberg;2016/07;2016;7;174917
Vinje;2016/07;2016;7;779
Bamble;2016/06;2016;6;32645
Drangedal;2016/06;2016;6;5457
Fyresdal;2016/06;2016;6;992
Færder;2016/06;2016;6;80406
Hjartdal;2016/06;2016;6;1241
Holmestrand;2016/06;2016;6;44258
Horten;2016/06;2016;6;74380
Kragerø;2016/06;2016;6;36662
Kviteseid;2016/06;2016;6;2661
Larvik;2016/06;2016;6;81537
Midt-Telemark;2016/06;2016;6;10872
Nissedal;2016/06;2016;6;1025
Nome;2016/06;2016;6;8708
Notodden;2016/06;2016;6;12831
Porsgrunn;2016/06;2016;6;120453
Sandefjord;2016/06;2016;6;116965
Seljord;2016/06;2016;6;1840
Siljan;2016/06;2016;6;3254
Skien;2016/06;2016;6;141758
Tinn;2016/06;2016;6;8350
Tokke;2016/06;2016;6;2124
Tønsberg;2016/06;2016;6;272380
Vinje;2016/06;2016;6;3577
Bamble;2016/05;2016;5;34896
Drangedal;2016/05;2016;5;8268
Fyresdal;2016/05;2016;5;1755
Færder;2016/05;2016;5;84957
Hjartdal;2016/05;2016;5;2255
Holmestrand;2016/05;2016;5;56026
Horten;2016/05;2016;5;86345
Kragerø;2016/05;2016;5;38533
Kviteseid;2016/05;2016;5;4663
Larvik;2016/05;2016;5;89964
Midt-Telemark;2016/05;2016;5;15789
Nissedal;2016/05;2016;5;1466
Nome;2016/05;2016;5;12735
Notodden;2016/05;2016;5;17640
Porsgrunn;2016/05;2016;5;126363
Sandefjord;2016/05;2016;5;139179
Seljord;2016/05;2016;5;2870
Siljan;2016/05;2016;5;4960
Skien;2016/05;2016;5;163438
Tinn;2016/05;2016;5;11781
Tokke;2016/05;2016;5;4194
Tønsberg;2016/05;2016;5;305270
Vinje;2016/05;2016;5;5416
Bamble;2016/04;2016;4;39664
Drangedal;2016/04;2016;4;10386
Fyresdal;2016/04;2016;4;2049
Færder;2016/04;2016;4;98347
Hjartdal;2016/04;2016;4;2732
Holmestrand;2016/04;2016;4;69290
Horten;2016/04;2016;4;101759
Kragerø;2016/04;2016;4;34816
Kviteseid;2016/04;2016;4;5595
Larvik;2016/04;2016;4;106708
Midt-Telemark;2016/04;2016;4;18717
Nissedal;2016/04;2016;4;1751
Nome;2016/04;2016;4;15236
Notodden;2016/04;2016;4;22097
Porsgrunn;2016/04;2016;4;143297
Sandefjord;2016/04;2016;4;165020
Seljord;2016/04;2016;4;3118
Siljan;2016/04;2016;4;6225
Skien;2016/04;2016;4;188170
Tinn;2016/04;2016;4;13835
Tokke;2016/04;2016;4;5449
Tønsberg;2016/04;2016;4;347886
Vinje;2016/04;2016;4;6686
Bamble;2016/03;2016;3;35796
Drangedal;2016/03;2016;3;8454
Fyresdal;2016/03;2016;3;1634
Færder;2016/03;2016;3;92967
Hjartdal;2016/03;2016;3;2240
Holmestrand;2016/03;2016;3;61288
Horten;2016/03;2016;3;95892
Kragerø;2016/03;2016;3;31358
Kviteseid;2016/03;2016;3;4550
Larvik;2016/03;2016;3;100527
Midt-Telemark;2016/03;2016;3;16637
Nissedal;2016/03;2016;3;1334
Nome;2016/03;2016;3;13312
Notodden;2016/03;2016;3;19698
Porsgrunn;2016/03;2016;3;135252
Sandefjord;2016/03;2016;3;158425
Seljord;2016/03;2016;3;2783
Siljan;2016/03;2016;3;5148
Skien;2016/03;2016;3;180824
Tinn;2016/03;2016;3;12548
Tokke;2016/03;2016;3;4307
Tønsberg;2016/03;2016;3;319005
Vinje;2016/03;2016;3;5587
Bamble;2016/02;2016;2;35827
Drangedal;2016/02;2016;2;8010
Fyresdal;2016/02;2016;2;1662
Færder;2016/02;2016;2;90920
Hjartdal;2016/02;2016;2;2069
Holmestrand;2016/02;2016;2;61438
Horten;2016/02;2016;2;98582
Kragerø;2016/02;2016;2;29496
Kviteseid;2016/02;2016;2;4289
Larvik;2016/02;2016;2;99923
Midt-Telemark;2016/02;2016;2;16604
Nissedal;2016/02;2016;2;1435
Nome;2016/02;2016;2;13327
Notodden;2016/02;2016;2;19434
Porsgrunn;2016/02;2016;2;135821
Sandefjord;2016/02;2016;2;158660
Seljord;2016/02;2016;2;2776
Siljan;2016/02;2016;2;5108
Skien;2016/02;2016;2;180889
Tinn;2016/02;2016;2;12589
Tokke;2016/02;2016;2;4299
Tønsberg;2016/02;2016;2;327097
Vinje;2016/02;2016;2;5608
Bamble;2016/01;2016;1;36879
Drangedal;2016/01;2016;1;9550
Fyresdal;2016/01;2016;1;1945
Færder;2016/01;2016;1;97538
Hjartdal;2016/01;2016;1;2563
Holmestrand;2016/01;2016;1;69453
Horten;2016/01;2016;1;105456
Kragerø;2016/01;2016;1;32835
Kviteseid;2016/01;2016;1;5149
Larvik;2016/01;2016;1;108318
Midt-Telemark;2016/01;2016;1;19892
Nissedal;2016/01;2016;1;1533
Nome;2016/01;2016;1;15139
Notodden;2016/01;2016;1;21718
Porsgrunn;2016/01;2016;1;138831
Sandefjord;2016/01;2016;1;174847
Seljord;2016/01;2016;1;3161
Siljan;2016/01;2016;1;5826
Skien;2016/01;2016;1;188927
Tinn;2016/01;2016;1;14273
Tokke;2016/01;2016;1;5531
Tønsberg;2016/01;2016;1;350935
Vinje;2016/01;2016;1;6381
Bamble;2015/12;2015;12;34219
Drangedal;2015/12;2015;12;7953
Fyresdal;2015/12;2015;12;1600
Færder;2015/12;2015;12;84607
Hjartdal;2015/12;2015;12;2053
Holmestrand;2015/12;2015;12;52633
Horten;2015/12;2015;12;87279
Kragerø;2015/12;2015;12;27881
Kviteseid;2015/12;2015;12;4490
Larvik;2015/12;2015;12;91647
Midt-Telemark;2015/12;2015;12;15772
Nissedal;2015/12;2015;12;1287
Nome;2015/12;2015;12;11712
Notodden;2015/12;2015;12;17387
Porsgrunn;2015/12;2015;12;127604
Sandefjord;2015/12;2015;12;142240
Seljord;2015/12;2015;12;2778
Siljan;2015/12;2015;12;4759
Skien;2015/12;2015;12;173152
Tinn;2015/12;2015;12;11842
Tokke;2015/12;2015;12;3979
Tønsberg;2015/12;2015;12;302207
Vinje;2015/12;2015;12;5087
Bamble;2015/11;2015;11;39902
Drangedal;2015/11;2015;11;10316
Fyresdal;2015/11;2015;11;2111
Færder;2015/11;2015;11;101924
Hjartdal;2015/11;2015;11;2599
Holmestrand;2015/11;2015;11;69785
Horten;2015/11;2015;11;110901
Kragerø;2015/11;2015;11;32509
Kviteseid;2015/11;2015;11;5768
Larvik;2015/11;2015;11;114367
Midt-Telemark;2015/11;2015;11;20180
Nissedal;2015/11;2015;11;1733
Nome;2015/11;2015;11;15121
Notodden;2015/11;2015;11;21174
Porsgrunn;2015/11;2015;11;145389
Sandefjord;2015/11;2015;11;176386
Seljord;2015/11;2015;11;3706
Siljan;2015/11;2015;11;6299
Skien;2015/11;2015;11;196776
Tinn;2015/11;2015;11;14838
Tokke;2015/11;2015;11;5566
Tønsberg;2015/11;2015;11;365310
Vinje;2015/11;2015;11;6854
Bamble;2015/10;2015;10;36321
Drangedal;2015/10;2015;10;8882
Fyresdal;2015/10;2015;10;1877
Færder;2015/10;2015;10;99890
Hjartdal;2015/10;2015;10;2275
Holmestrand;2015/10;2015;10;68237
Horten;2015/10;2015;10;107271
Kragerø;2015/10;2015;10;31811
Kviteseid;2015/10;2015;10;4623
Larvik;2015/10;2015;10;107941
Midt-Telemark;2015/10;2015;10;16681
Nissedal;2015/10;2015;10;745
Nome;2015/10;2015;10;12321
Notodden;2015/10;2015;10;18769
Porsgrunn;2015/10;2015;10;134548
Sandefjord;2015/10;2015;10;167684
Seljord;2015/10;2015;10;2942
Siljan;2015/10;2015;10;5110
Skien;2015/10;2015;10;179254
Tinn;2015/10;2015;10;12268
Tokke;2015/10;2015;10;4519
Tønsberg;2015/10;2015;10;352554
Vinje;2015/10;2015;10;5408
Bamble;2015/09;2015;9;40410
Drangedal;2015/09;2015;9;10483
Fyresdal;2015/09;2015;9;2154
Færder;2015/09;2015;9;92375
Hjartdal;2015/09;2015;9;2409
Holmestrand;2015/09;2015;9;63424
Horten;2015/09;2015;9;100961
Kragerø;2015/09;2015;9;35832
Kviteseid;2015/09;2015;9;5757
Larvik;2015/09;2015;9;98713
Midt-Telemark;2015/09;2015;9;19841
Nissedal;2015/09;2015;9;1721
Nome;2015/09;2015;9;15726
Notodden;2015/09;2015;9;20160
Porsgrunn;2015/09;2015;9;139288
Sandefjord;2015/09;2015;9;153664
Seljord;2015/09;2015;9;3518
Siljan;2015/09;2015;9;6232
Skien;2015/09;2015;9;189556
Tinn;2015/09;2015;9;13872
Tokke;2015/09;2015;9;6109
Tønsberg;2015/09;2015;9;331309
Vinje;2015/09;2015;9;6879
Bamble;2015/08;2015;8;29402
Drangedal;2015/08;2015;8;5700
Fyresdal;2015/08;2015;8;1141
Færder;2015/08;2015;8;75782
Hjartdal;2015/08;2015;8;1259
Holmestrand;2015/08;2015;8;45999
Horten;2015/08;2015;8;78865
Kragerø;2015/08;2015;8;39352
Kviteseid;2015/08;2015;8;2962
Larvik;2015/08;2015;8;75476
Midt-Telemark;2015/08;2015;8;12301
Nissedal;2015/08;2015;8;938
Nome;2015/08;2015;8;9155
Notodden;2015/08;2015;8;16117
Porsgrunn;2015/08;2015;8;108116
Sandefjord;2015/08;2015;8;117065
Seljord;2015/08;2015;8;1974
Siljan;2015/08;2015;8;3045
Skien;2015/08;2015;8;140819
Tinn;2015/08;2015;8;8767
Tokke;2015/08;2015;8;3645
Tønsberg;2015/08;2015;8;265537
Vinje;2015/08;2015;8;3775
Bamble;2015/07;2015;7;18993
Drangedal;2015/07;2015;7;638
Fyresdal;2015/07;2015;7;193
Færder;2015/07;2015;7;58474
Hjartdal;2015/07;2015;7;2
Holmestrand;2015/07;2015;7;18881
Horten;2015/07;2015;7;46028
Kragerø;2015/07;2015;7;64076
Kviteseid;2015/07;2015;7;566
Larvik;2015/07;2015;7;56002
Midt-Telemark;2015/07;2015;7;6215
Nissedal;2015/07;2015;7;237
Nome;2015/07;2015;7;3483
Notodden;2015/07;2015;7;8380
Porsgrunn;2015/07;2015;7;74401
Sandefjord;2015/07;2015;7;68298
Seljord;2015/07;2015;7;587
Siljan;2015/07;2015;7;402
Skien;2015/07;2015;7;85672
Tinn;2015/07;2015;7;3275
Tokke;2015/07;2015;7;665
Tønsberg;2015/07;2015;7;173604
Vinje;2015/07;2015;7;1008
Bamble;2015/06;2015;6;32090
Drangedal;2015/06;2015;6;6748
Fyresdal;2015/06;2015;6;1259
Færder;2015/06;2015;6;81934
Hjartdal;2015/06;2015;6;1439
Holmestrand;2015/06;2015;6;46879
Horten;2015/06;2015;6;72781
Kragerø;2015/06;2015;6;39196
Kviteseid;2015/06;2015;6;2989
Larvik;2015/06;2015;6;79717
Midt-Telemark;2015/06;2015;6;12345
Nissedal;2015/06;2015;6;1230
Nome;2015/06;2015;6;8486
Notodden;2015/06;2015;6;13232
Porsgrunn;2015/06;2015;6;110815
Sandefjord;2015/06;2015;6;117590
Seljord;2015/06;2015;6;2245
Siljan;2015/06;2015;6;3201
Skien;2015/06;2015;6;140613
Tinn;2015/06;2015;6;9136
Tokke;2015/06;2015;6;3150
Tønsberg;2015/06;2015;6;272772
Vinje;2015/06;2015;6;3900
Bamble;2015/05;2015;5;32300
Drangedal;2015/05;2015;5;8690
Fyresdal;2015/05;2015;5;1586
Færder;2015/05;2015;5;81327
Hjartdal;2015/05;2015;5;1903
Holmestrand;2015/05;2015;5;52672
Horten;2015/05;2015;5;77440
Kragerø;2015/05;2015;5;37454
Kviteseid;2015/05;2015;5;4186
Larvik;2015/05;2015;5;85499
Midt-Telemark;2015/05;2015;5;15034
Nissedal;2015/05;2015;5;1490
Nome;2015/05;2015;5;10629
Notodden;2015/05;2015;5;15819
Porsgrunn;2015/05;2015;5;113563
Sandefjord;2015/05;2015;5;126981
Seljord;2015/05;2015;5;2872
Siljan;2015/05;2015;5;4091
Skien;2015/05;2015;5;151245
Tinn;2015/05;2015;5;10393
Tokke;2015/05;2015;5;4374
Tønsberg;2015/05;2015;5;282920
Vinje;2015/05;2015;5;4731
Bamble;2015/04;2015;4;34590
Drangedal;2015/04;2015;4;9476
Fyresdal;2015/04;2015;4;1641
Færder;2015/04;2015;4;85190
Hjartdal;2015/04;2015;4;1998
Holmestrand;2015/04;2015;4;57683
Horten;2015/04;2015;4;82152
Kragerø;2015/04;2015;4;34740
Kviteseid;2015/04;2015;4;4606
Larvik;2015/04;2015;4;90814
Midt-Telemark;2015/04;2015;4;16550
Nissedal;2015/04;2015;4;1533
Nome;2015/04;2015;4;11821
Notodden;2015/04;2015;4;17053
Porsgrunn;2015/04;2015;4;118278
Sandefjord;2015/04;2015;4;137261
Seljord;2015/04;2015;4;3240
Siljan;2015/04;2015;4;4750
Skien;2015/04;2015;4;157502
Tinn;2015/04;2015;4;12110
Tokke;2015/04;2015;4;4962
Tønsberg;2015/04;2015;4;290844
Vinje;2015/04;2015;4;5109
Bamble;2015/03;2015;3;38867
Drangedal;2015/03;2015;3;10559
Fyresdal;2015/03;2015;3;1819
Færder;2015/03;2015;3;98943
Hjartdal;2015/03;2015;3;2275
Holmestrand;2015/03;2015;3;68240
Horten;2015/03;2015;3;95342
Kragerø;2015/03;2015;3;33116
Kviteseid;2015/03;2015;3;5047
Larvik;2015/03;2015;3;108551
Midt-Telemark;2015/03;2015;3;19144
Nissedal;2015/03;2015;3;1735
Nome;2015/03;2015;3;14348
Notodden;2015/03;2015;3;20155
Porsgrunn;2015/03;2015;3;140820
Sandefjord;2015/03;2015;3;166893
Seljord;2015/03;2015;3;3290
Siljan;2015/03;2015;3;5852
Skien;2015/03;2015;3;195055
Tinn;2015/03;2015;3;13342
Tokke;2015/03;2015;3;5605
Tønsberg;2015/03;2015;3;338431
Vinje;2015/03;2015;3;6299
Bamble;2015/02;2015;2;31918
Drangedal;2015/02;2015;2;7813
Fyresdal;2015/02;2015;2;1492
Færder;2015/02;2015;2;85341
Hjartdal;2015/02;2015;2;1743
Holmestrand;2015/02;2015;2;56106
Horten;2015/02;2015;2;84797
Kragerø;2015/02;2015;2;28389
Kviteseid;2015/02;2015;2;3959
Larvik;2015/02;2015;2;92652
Midt-Telemark;2015/02;2015;2;15332
Nissedal;2015/02;2015;2;1355
Nome;2015/02;2015;2;11053
Notodden;2015/02;2015;2;16937
Porsgrunn;2015/02;2015;2;119931
Sandefjord;2015/02;2015;2;146337
Seljord;2015/02;2015;2;2909
Siljan;2015/02;2015;2;4574
Skien;2015/02;2015;2;164946
Tinn;2015/02;2015;2;11181
Tokke;2015/02;2015;2;4499
Tønsberg;2015/02;2015;2;298799
Vinje;2015/02;2015;2;5018
Bamble;2015/01;2015;1;36915
Drangedal;2015/01;2015;1;9939
Fyresdal;2015/01;2015;1;2020
Færder;2015/01;2015;1;98395
Hjartdal;2015/01;2015;1;2210
Holmestrand;2015/01;2015;1;69147
Horten;2015/01;2015;1;96197
Kragerø;2015/01;2015;1;31898
Kviteseid;2015/01;2015;1;5038
Larvik;2015/01;2015;1;108541
Midt-Telemark;2015/01;2015;1;19693
Nissedal;2015/01;2015;1;1821
Nome;2015/01;2015;1;14411
Notodden;2015/01;2015;1;20484
Porsgrunn;2015/01;2015;1;135585
Sandefjord;2015/01;2015;1;175867
Seljord;2015/01;2015;1;3700
Siljan;2015/01;2015;1;5805
Skien;2015/01;2015;1;189844
Tinn;2015/01;2015;1;13464
Tokke;2015/01;2015;1;5734
Tønsberg;2015/01;2015;1;354376
Vinje;2015/01;2015;1;6576
