Navn,Org. nr.,Overordnet enhet,Antall ansatte,Dataset,Sektorkode,Sektor,Aktivitet,Forretningsadresse - Kommune,Postadresse - Kommune,Organisasjonsform,NACE 1,NACE 1 - Bransje,NACE 2,NACE 2 - Bransje,NACE 3,NACE 3 - Bransje,Organisasjonsform - Kode,Beliggenhetsadresse - Kommune,Org. nr._str,Employees,In Combined Clean,Is Parent,Parent
Coor service management as avd abb Skien,985755353,983219721.0,8.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,82.1,Kontortjenester,,,,,BEDR,Skien,985755353,8.0,True,False,983219721
Barneverns- og helsenemnda i Vestfold og Telemark,973674463,995710757.0,8.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,84.12,"Offentlig administrasjon tilknyttet helsestell, undervisning, kultur og annen sosial virksomhet",,,,,BEDR,Skien,973674463,8.0,True,False,995710757
Telemark sivilforsvarsdistrikt,977036399,974760983.0,8.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,84.22,Forsvarsaktiviteter,,,,,BEDR,Porsgrunn,977036399,8.0,True,False,974760983
Rjukan politihus,974731460,983998178.0,8.0,Underenhet,,,,,Tønsberg,Underenhet til næringsdrivende og offentlig forvaltning,84.24,Aktiviteter utført av politi- og påtalemyndighet,,,,,BEDR,Tinn,974731460,8.0,True,False,983998178
Volvat medisinske senter as avd Porsgrunn,829999242,953164701.0,8.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,86.21,Allmennlegetjenester,,,,,BEDR,Porsgrunn,829999242,8.0,True,False,953164701
Vestfold og Telemark idrettskrets avd Vestfold,974184982,947975072.0,8.0,Underenhet,,,,,Sandefjord,Underenhet til næringsdrivende og offentlig forvaltning,93.12,Aktiviteter i idrettslag og -klubber,,,,,BEDR,Porsgrunn,974184982,8.0,True,False,947975072
Frelsesarmeen avd Skien korps,974128063,938498318.0,8.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,94.91,Aktiviteter i religiøse organisasjoner,,,,,BEDR,Skien,974128063,8.0,True,False,938498318
Porsgrunds porselænsfabrik as avd produksjon Porsgrunn,971753838,915232523.0,7.0,Underenhet,,,,,Asker,Underenhet til næringsdrivende og offentlig forvaltning,23.41,Produksjon av keramiske husholdningsartikler og dekorasjonsgjenstander,,,,,BEDR,Porsgrunn,971753838,7.0,True,False,915232523
Heidelberg materials betong Norge as avd grenland,975003418,934468740.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,23.63,Produksjon av ferdigblandet betong,,,,,BEDR,Skien,975003418,7.0,True,False,934468740
Ncc industry as avd asfalt lidalen Notodden,974316056,984884176.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,23.99,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,,,,,BEDR,Notodden,974316056,7.0,True,False,984884176
Kone aksjeselskap avd Porsgrunn,973875167,918201548.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.24,Annet installasjonsarbeid,,,,,BEDR,Skien,973875167,7.0,True,False,918201548
Solar Norge as avd Skien,883521102,980672891.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Skien,883521102,7.0,True,False,980672891
Heidenreich as avd Skien,973088505,947579754.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.84,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr",,,,,BEDR,Skien,973088505,7.0,True,False,947579754
Nille Kragerø,918554300,918468919.0,7.0,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Kragerø,918554300,7.0,True,False,918468919
Flying tiger copenhagen Porsgrunn,921719566,997223039.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Porsgrunn,921719566,7.0,True,False,997223039
Lyreco Norge as avd Skien,973089080,916950381.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Skien,973089080,7.0,True,False,916950381
Nille sannidal,995633620,918468919.0,7.0,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Kragerø,995633620,7.0,True,False,918468919
Vinmonopolet as butikk Seljord,990019169,817209882.0,7.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.25,Detaljhandel med drikkevarer,,,,,BEDR,Seljord,990019169,7.0,True,False,817209882
Kid interiør as 79 avd Notodden,986284303,958467095.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Notodden,986284303,7.0,True,False,958467095
Princess avd 134 hercules,991717676,912567508.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Skien,991717676,7.0,True,False,912567508
Jernia down town,887048002,975955737.0,7.0,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Porsgrunn,887048002,7.0,True,False,975955737
Jernia herkules,976713834,975955737.0,7.0,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Skien,976713834,7.0,True,False,975955737
Jernia brotorvet,998888182,975955737.0,7.0,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Bamble,998888182,7.0,True,False,975955737
Ikea planleggings- og bestillingspunkt Porsgrunn,929665627,914787521.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.551,"Detaljhandel med møbler, gjelder også madrasser",,,,,BEDR,Porsgrunn,929665627,7.0,True,False,914787521
K eng & co as lampehuset herkules,912691608,956020263.0,7.0,Underenhet,,,,,Lillestrøm,Underenhet til næringsdrivende og offentlig forvaltning,47.552,Detaljhandel med belysningsartikler,,,,,BEDR,Skien,912691608,7.0,True,False,956020263
Kitch'n down town,990394008,976711556.0,7.0,Underenhet,,,,,Sandnes,Underenhet til næringsdrivende og offentlig forvaltning,47.553,"Detaljhandel med husholdningsredskaper og bestikk, servise, glassvarer, porselen og keramikk",,,,,BEDR,Porsgrunn,990394008,7.0,True,False,976711556
As christiania glasmagasin avd Skien,991774378,840207412.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.553,"Detaljhandel med husholdningsredskaper og bestikk, servise, glassvarer, porselen og keramikk",,,,,BEDR,Skien,991774378,7.0,True,False,840207412
Outland Porsgrunn,917097798,980583147.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.61,Detaljhandel med bøker,,,,,BEDR,Porsgrunn,917097798,7.0,True,False,980583147
"Norli tuven senter, Notodden",917269351,913820509.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.61,Detaljhandel med bøker,,,,,BEDR,Notodden,917269351,7.0,True,False,913820509
Cubus rjukan avd 84b,920142966,939522719.0,7.0,Underenhet,,,,,Asker,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Tinn,920142966,7.0,True,False,939522719
Match downtown avd 320,921956096,957560199.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Porsgrunn,921956096,7.0,True,False,957560199
Only stores Norway as avd 26 only herkules,922160937,998385903.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Skien,922160937,7.0,True,False,998385903
Stili downtown,923479503,923202692.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Porsgrunn,923479503,7.0,True,False,923202692
Kappahl as avd 359 herkules,971971754,947659138.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Skien,971971754,7.0,True,False,947659138
Match tuven avd 288,972857807,957560199.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Notodden,972857807,7.0,True,False,957560199
Bik bok down town avd 622,973132229,981930010.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Porsgrunn,973132229,7.0,True,False,981930010
Carlings down town avd 516,973714686,981214781.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Porsgrunn,973714686,7.0,True,False,981214781
Match lietorvet avd 278,980106802,957560199.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Skien,980106802,7.0,True,False,957560199
Decades brotorvet avd 435,986642331,957560199.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Bamble,986642331,7.0,True,False,957560199
Carlings herkules avd 52e,990989532,981214781.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Skien,990989532,7.0,True,False,981214781
Cubus sannidal avd 851,995111292,939522719.0,7.0,Underenhet,,,,,Asker,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Kragerø,995111292,7.0,True,False,939522719
Fransa brotorvet,999103898,980568970.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Bamble,999103898,7.0,True,False,980568970
Eurosko tuvensenteret,971984503,939373977.0,7.0,Underenhet,,,,,Moss,Underenhet til næringsdrivende og offentlig forvaltning,47.72,Detaljhandel med skotøy og lærvarer,,,,,BEDR,Notodden,971984503,7.0,True,False,939373977
Apotek 1 Kviteseid,871724482,983044778.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Kviteseid,871724482,7.0,True,False,983044778
Apotek 1 Vinje,913667093,983044778.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Vinje,913667093,7.0,True,False,983044778
Vitusapotek falkum,925204153,965336796.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Skien,925204153,7.0,True,False,965336796
Boots apotek sannidal,989302922,982547822.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Kragerø,989302922,7.0,True,False,982547822
Vitusapotek rugtvedt,995155281,965336796.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Bamble,995155281,7.0,True,False,965336796
Synsam herkules Skien,835736172,994496093.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.74,Detaljhandel med medisinske og ortopediske artikler,,,,,BEDR,Skien,835736172,7.0,True,False,994496093
Brilleland avd 500 Porsgrunn,892090882,936314783.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.74,Detaljhandel med medisinske og ortopediske artikler,,,,,BEDR,Porsgrunn,892090882,7.0,True,False,936314783
Synsam Notodden tuvensenteret,916101376,994496093.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.74,Detaljhandel med medisinske og ortopediske artikler,,,,,BEDR,Notodden,916101376,7.0,True,False,994496093
Brilleland avd 511 stathelle,986701168,936314783.0,7.0,Underenhet,,,,,Bamble,Underenhet til næringsdrivende og offentlig forvaltning,47.74,Detaljhandel med medisinske og ortopediske artikler,,,,,BEDR,Bamble,986701168,7.0,True,False,936314783
Rituals cosmetics Norway as avd Porsgrunn down town,926948083,913952812.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.75,Detaljhandel med kosmetikk og toalettartikler,,,,,BEDR,Porsgrunn,926948083,7.0,True,False,913952812
Fredrik & louisa as avd brotorvet,998329523,937781164.0,7.0,Underenhet,,,,,Asker,Underenhet til næringsdrivende og offentlig forvaltning,47.75,Detaljhandel med kosmetikk og toalettartikler,,,,,BEDR,Bamble,998329523,7.0,True,False,937781164
Musti herkules,825042202,915886949.0,7.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.762,Detaljhandel med kjæledyr og varer til kjæledyr,,,,,BEDR,Skien,825042202,7.0,True,False,915886949
Musti Porsgrunn,924573864,915886949.0,7.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.762,Detaljhandel med kjæledyr og varer til kjæledyr,,,,,BEDR,Porsgrunn,924573864,7.0,True,False,915886949
Petxl Skien,928271072,917198403.0,7.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.762,Detaljhandel med kjæledyr og varer til kjæledyr,,,,,BEDR,Skien,928271072,7.0,True,False,917198403
Gullfunn bø,931197908,916588739.0,7.0,Underenhet,,,,,Kristiansand,Underenhet til næringsdrivende og offentlig forvaltning,47.77,"Detaljhandel med ur, klokker og smykker",,,,,BEDR,Midt-Telemark,931197908,7.0,True,False,916588739
Gullfunn herkules,972010316,916588739.0,7.0,Underenhet,,,,,Kristiansand,Underenhet til næringsdrivende og offentlig forvaltning,47.77,"Detaljhandel med ur, klokker og smykker",,,,,BEDR,Skien,972010316,7.0,True,False,916588739
Thansen as avd Bamble,929832698,923897682.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.82,Detaljhandel med deler og utstyr til motorvogner,,,,,BEDR,Bamble,929832698,7.0,True,False,923897682
Studentsamskipnaden i sørøst-norge mat og drikke bø,918453431,914458811.0,7.0,Underenhet,,,,,Horten,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Midt-Telemark,918453431,7.0,True,False,914458811
Digg pizza down town,936155464,923884874.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Porsgrunn,936155464,7.0,True,False,923884874
Tietoevry Norway as avd Porsgrunn,986692932,933012867.0,7.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,62.2,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,BEDR,Porsgrunn,986692932,7.0,True,False,933012867
Sparebank 1 sør-norge asa avd Notodden,994329405,937895321.0,7.0,Underenhet,,,,,Sandefjord,Underenhet til næringsdrivende og offentlig forvaltning,64.19,Banker og kredittforetak,,,,,BEDR,Notodden,994329405,7.0,True,False,937895321
Telerevisjon as avd Seljord,976165977,990174873.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.201,Revisjon,,,,,BEDR,Seljord,976165977,7.0,True,False,990174873
Ramirent as avd Porsgrunn,971922826,984820011.0,7.0,Underenhet,,,,,Lillestrøm,Underenhet til næringsdrivende og offentlig forvaltning,77.32,Utleie og leasing av bygge- og anleggsmaskiner og -utstyr,,,,,BEDR,Porsgrunn,971922826,7.0,True,False,984820011
Statsforvalterens fellestjenester Skien,921627262,921627009.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,84.11,Generell offentlig administrasjon,,,,,BEDR,Skien,921627262,7.0,True,False,921627009
Sørlandet sykehus hf prehospitale tjenester ambulansestasjonen i Nissedal,975195007,983975240.0,7.0,Underenhet,,,,,Kristiansand,Underenhet til næringsdrivende og offentlig forvaltning,86.921,Ambulansetransport unntatt luftambulanse,,,,,BEDR,Nissedal,975195007,7.0,True,False,983975240
Crux tilja oppfølgingssenter,989247751,975387011.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,88.996,Andre sosialtjenester uten botilbud ellers,,,,,BEDR,Skien,989247751,7.0,True,False,975387011
Kompetansesenteret i Vestfold og Telemark,973111868,971075252.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,94.2,Aktiviteter i arbeidstakerorganisasjoner,,,,,BEDR,Porsgrunn,973111868,7.0,True,False,971075252
Utdanningsforbundet Telemark,974191474,884026172.0,7.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,94.2,Aktiviteter i arbeidstakerorganisasjoner,,,,,BEDR,Porsgrunn,974191474,7.0,True,False,884026172
Bertel o. steen lastebil og buss as avd Skien,928787931,826342552.0,7.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,95.31,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,Skien,928787931,7.0,True,False,826342552
Heidelberg materials tilslag Norge as avd dalen,980100529,918414304.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,23.63,Produksjon av ferdigblandet betong,,,,,BEDR,Skien,980100529,6.0,True,False,918414304
Dm energy as avd Fyresdal,920846858,920835163.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,25.53,Bearbeiding av metaller,,,,,BEDR,Fyresdal,920846858,6.0,True,False,920835163
Schindler as avd Skien,973149245,919876522.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,33.12,Reparasjon og vedlikehold av maskiner,,,,,BEDR,Skien,973149245,6.0,True,False,919876522
Alf johansen as avd Seljord,971659432,910402722.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.12,Grunnarbeid,,,,,BEDR,Seljord,971659432,6.0,True,False,910402722
Plug-in service as avd brevik,924512504,916696612.0,6.0,Underenhet,,,,,Nittedal,Underenhet til næringsdrivende og offentlig forvaltning,43.22,VVS-arbeid,,,,,BEDR,Porsgrunn,924512504,6.0,True,False,916696612
Vb grenland,927683792,927659867.0,6.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,43.22,VVS-arbeid,,,,,BEDR,Porsgrunn,927683792,6.0,True,False,927659867
Varme & bad as avd helstad rørleggerforretning,980226581,991603344.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.22,VVS-arbeid,,,,,BEDR,Porsgrunn,980226581,6.0,True,False,991603344
Therma industri as avd Nome,997430808,991863796.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.22,VVS-arbeid,,,,,BEDR,Nome,997430808,6.0,True,False,991863796
Nessco as avd Porsgrunn,816146712,954354563.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Porsgrunn,816146712,6.0,True,False,954354563
Berggård amundsen & co as avd Telemark,982776368,843495672.0,6.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Porsgrunn,982776368,6.0,True,False,843495672
Meko Norway as avd Skien,996791793,935682525.0,6.0,Underenhet,,,,,Gjøvik,Underenhet til næringsdrivende og offentlig forvaltning,46.72,Engroshandel med deler og utstyr for motorvogner,,,,,BEDR,Skien,996791793,6.0,True,False,935682525
Nille down town Porsgrunn,973121413,918468919.0,6.0,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Porsgrunn,973121413,6.0,True,False,918468919
Nille gulset Skien,973121707,918468919.0,6.0,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Skien,973121707,6.0,True,False,918468919
Nille hovenga Porsgrunn,973122088,918468919.0,6.0,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Porsgrunn,973122088,6.0,True,False,918468919
Nille stathelle,979167210,918468919.0,6.0,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Bamble,979167210,6.0,True,False,918468919
Nille Seljord,987485256,918468919.0,6.0,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Seljord,987485256,6.0,True,False,918468919
Barnas hus Norge as avd Skien,995958600,988603880.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Skien,995958600,6.0,True,False,988603880
Nille rjukan,998143888,918468919.0,6.0,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Tinn,998143888,6.0,True,False,918468919
Vinmonopolet as butikk Porsgrunn,973106945,817209882.0,6.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.25,Detaljhandel med drikkevarer,,,,,BEDR,Porsgrunn,973106945,6.0,True,False,817209882
Eplehuset herkules,918023534,986498192.0,6.0,Underenhet,,,,,Trondheim,Underenhet til næringsdrivende og offentlig forvaltning,47.4,Detaljhandel med informasjons- og kommunikasjonsteknologiutstyr,,,,,BEDR,Skien,918023534,6.0,True,False,986498192
Telia Norge as telia avd herkules,980448150,981929055.0,6.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,47.4,Detaljhandel med informasjons- og kommunikasjonsteknologiutstyr,,,,,BEDR,Skien,980448150,6.0,True,False,981929055
Byggmax Porsgrunn,926616269,989986147.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Porsgrunn,926616269,6.0,True,False,989986147
Flügger farve Skien,997384849,928380173.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Skien,997384849,6.0,True,False,928380173
Christiania glasmagasin as avd amfi brotorvet,917893977,840207412.0,6.0,Underenhet,,,,,Asker,Underenhet til næringsdrivende og offentlig forvaltning,47.553,"Detaljhandel med husholdningsredskaper og bestikk, servise, glassvarer, porselen og keramikk",,,,,BEDR,Bamble,917893977,6.0,True,False,840207412
Kitch'n tuven,935896479,976711556.0,6.0,Underenhet,,,,,Sandnes,Underenhet til næringsdrivende og offentlig forvaltning,47.553,"Detaljhandel med husholdningsredskaper og bestikk, servise, glassvarer, porselen og keramikk",,,,,BEDR,Notodden,935896479,6.0,True,False,976711556
Kitch'n herkules,991045716,976711556.0,6.0,Underenhet,,,,,Sandnes,Underenhet til næringsdrivende og offentlig forvaltning,47.553,"Detaljhandel med husholdningsredskaper og bestikk, servise, glassvarer, porselen og keramikk",,,,,BEDR,Skien,991045716,6.0,True,False,976711556
Ark lietorvet Skien,927383365,911100797.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.61,Detaljhandel med bøker,,,,,BEDR,Skien,927383365,6.0,True,False,911100797
Norli arkaden Skien,971655917,913820509.0,6.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,47.61,Detaljhandel med bøker,,,,,BEDR,Skien,971655917,6.0,True,False,913820509
Ark brotorvet stathelle avd 5550,998336538,911100797.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.61,Detaljhandel med bøker,,,,,BEDR,Bamble,998336538,6.0,True,False,911100797
Buddy leker AS,972068713,983551165.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.64,Detaljhandel med spill og leker,,,,,BEDR,Notodden,972068713,6.0,True,False,983551165
Bik bok herkules avd 64 c,890847692,981930010.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Skien,890847692,6.0,True,False,981930010
Change of scandinavia Skien,911750295,989676547.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Skien,911750295,6.0,True,False,989676547
Match brotorvet avd 280,917218706,957560199.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Bamble,917218706,6.0,True,False,957560199
Volt down town avd 273,933688828,996144372.0,6.0,Underenhet,,,,,Asker,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Porsgrunn,933688828,6.0,True,False,996144372
Bgn retail as avd zizzi Skien,991291032,989579541.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Skien,991291032,6.0,True,False,989579541
Zavanna herkules senter avd 846,995934337,965098100.0,6.0,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Skien,995934337,6.0,True,False,965098100
Apotek 1 Drangedal,917580502,983044778.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Drangedal,917580502,6.0,True,False,983044778
Synsam Porsgrunn,932772361,994496093.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.74,Detaljhandel med medisinske og ortopediske artikler,,,,,BEDR,Porsgrunn,932772361,6.0,True,False,994496093
Interoptik stathelle,998173906,971583134.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.74,Detaljhandel med medisinske og ortopediske artikler,,,,,BEDR,Bamble,998173906,6.0,True,False,971583134
"Mester grønn as avd 102 alti brotorvet, stathelle",998461235,933944522.0,6.0,Underenhet,,,,,Lier,Underenhet til næringsdrivende og offentlig forvaltning,47.761,"Detaljhandel med blomster, planter, gjødsel og plantevernmidler",,,,,BEDR,Bamble,998461235,6.0,True,False,933944522
Musti Notodden,933192822,915886949.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.762,Detaljhandel med kjæledyr og varer til kjæledyr,,,,,BEDR,Notodden,933192822,6.0,True,False,915886949
Gullfunn down town,972261106,916588739.0,6.0,Underenhet,,,,,Kristiansand,Underenhet til næringsdrivende og offentlig forvaltning,47.77,"Detaljhandel med ur, klokker og smykker",,,,,BEDR,Porsgrunn,972261106,6.0,True,False,916588739
Vianor as avd Kragerø,921483341,935429447.0,6.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.82,Detaljhandel med deler og utstyr til motorvogner,,,,,BEDR,Kragerø,921483341,6.0,True,False,935429447
