Organisasjonsnummer,Navn,Antall_ansatte
913973291,Van voornveld creative solutions,0
915946925,Susan thaimat hansen,0
916051549,Baba sushi ba van duong,0
918430741,Borgen kokkeservice AS,0
919428341,Gurella danielsen,0
920466508,Frida haugen utne,0
922620253,Mix&mett thaimat suporn jitthiang malmgren,0
923327363,Tintins best asia mat egell-johnsen,0
926043293,Mathjørnet grønvold,0
926498258,Heidi stalmans happy food,0
927611686,Urbina tobar - carolas kjøkken,0
927641011,Hitterdal service AS,0
928083063,Stromme solutions AS,0
929148657,Chuan chim thai food AS,0
929619498,Chef service AS,0
929834402,Telemark catering da,0
930989916,Nystrand holdings,0
932155982,Gussiås catering,0
933127842,'l taco nysveen-waarie,0
934058313,Gk catering AS,0
934788362,Viet food le,0
935267773,Stennek klokkergården,0
935337275,Chef castillo marroquin,0
935844185,Pizzagarasjen fredrik nordahl,0
935930472,Fusion street food hill,0
935938309,Tullas catering AS,0
935944112,Elin k kristiansen,0
935975212,Pp catering as konkursbo,0
961245028,Oasen reiduns kjøkken reidun svennes,0
981499298,Hilde kokk hilde johannessen,0
982321719,Mariannes kjøkken marianne løberg larsen,0
982726182,Cafe kopp catering AS,0
987433930,Ken's gourmet-mat ken w. andersen,0
988754986,Fjeld holding AS,0
922988781,Lukman sido,0
979279949,Annes catering anne løkslid brenna,0
835434532,Park nattklubb AS,0
835460282,Linna AS,0
913562607,Rockers.no AS,0
915626521,Kaffehjørnet AS,0
926842110,Roxy kaffebar sa,0
927287412,Rast kaffebar AS,0
933435601,Muchísimo gusto AS,0
933511863,Karlsen gsl,0
933910903,Mumsy investments AS,0
934777786,Servering alessandro onorato,0
934796721,Rockers.no as konkursbo,0
935320704,Krossen pub AS,0
936249507,Vikinghjørne AS,0
929243439,Bransjetjenester Notodden AS,0
821220602,Telemark forlag AS,0
831403632,Ådne naper,0
918799168,Ordfragud forlag/ kristiansen,0
926072382,Marit morch olsen,0
931331906,Sofia helena AS,0
931495534,Telemark stories AS,0
931777300,Breitind forlag AS,0
932472511,Wojcik editing,0
933541398,Bhank! studios AS,0
934089057,Lydselskapet AS,0
969102021,Halvor ulvenes,0
989959190,Kunstgjødsel AS,0
990075263,Vågemot miniforlag hans aas,0
992247088,Lyrica lyrikk & musikkforlag finn kikut,0
992428929,Xcute AS,0
994152785,Løvgren / serubabel forlag,0
999258999,Oppgruppen AS,0
980627942,Drangedalsposten AS,0
830584692,Ut døra AS,0
916585780,Det skjer i Kragerø magasinproduksjon AS,0
918830545,Btsg media AS,0
989289594,Magasinet bunad AS,0
916585772,Prosjektrelasjoner AS,0
921516703,Game forlag AS,0
929182472,Undervisningsbyen AS,0
931997289,Northowl education da,0
935507863,Solaastunet as konkursbo,0
935509211,Skolenøttene normann,0
958353472,Apparatus apelseth,0
970552219,Kragerø og skåtøy historielag,0
970556303,Buen kulturverkstad,0
919863668,Wise serpent studios AS,0
832958492,Norseeffect AS,0
848373672,Nynodata AS,0
912472434,Northern lights AS,0
933582329,Effektiv jobb AS,0
936170757,Effektiv jobb as konkursbo,0
985591393,Dagligdata AS,0
987818298,Goa software,0
990317836,Meetcon AS,0
821831202,Lavine AS,0
823346832,Boopitybap french,0
832044172,Strøm fpvmedia,0
833694472,Jacobsson drift,0
913509412,Sundsvalen film,0
913843797,Thor fine art photography AS,0
917117829,Fenomen x 4 1/2 AS,0
917661820,Ertzgaard ringen medieservice,0
917813493,Aleksander haugdal film,0
919320605,Tk filmproduksjon AS,0
919392827,Mats christian rude halvorsen film,0
919660325,Ulltang vibe visuals,0
919684275,Daniel zonneveldt,0
919866268,Fredrik bernhardsen foto,0
920251935,Grindheim AS,0
920520324,Johannskirnir.com johann gustavsson,0
920799825,Fenomen studios AS,0
921675860,Time film AS,0
924694327,Thale throndsen,0
925206180,Daniel karlsen film og foto,0
925431397,Muotka&schnabel AS,0
925526401,Anne lognvik,0
926319388,Wahlstrøm rwproduction,0
926438972,K3 bahri,0
927298767,Hn production AS,0
927519747,Lillebror media - østland,0
927532344,Danniz høiås,0
928075249,Fenomen AS,0
928099628,Thea handeland animation,0
928550389,Magnus døvigen,0
929106091,Finholt productions,0
929632893,Maho olsen service,0
930068411,Madspusseropp AS,0
930245852,Rønningen villmarksproduksjon,0
930507229,Madsen holdings AS,0
930663476,Madsen visuals AS,0
930901385,Minas habitat solbakken,0
930942650,Goat bump bratlid,0
931065432,Bislet video AS,0
931592610,Dalen ugc,0
931805088,Tomine stormoen mykland,0
932070553,Sviddgummi bronken,0
932247879,Ydstie ecom,0
932479834,Magnus tjønn,0
932526573,Impact studio AS,0
932589303,J hilstan gaming,0
932864584,Cédrik itamba,0
933022250,Ardoetia entertainment kjosmoen,0
933089282,Starfilm77 studio fredriksen,0
933351114,Kogger & bue AS,0
933416607,David ralle,0
933445178,Sukasen studio ans,0
933516903,Secret nguyen,0
934178661,Byløndal AS,0
934283058,Sandra røssum,0
934299604,Noah sander ditlefsen media,0
934831462,Mochas collections limited nuf,0
935803497,Levin winther tjønnås,0
936074057,Cyrustwo AS,0
936177328,Mika nybu,0
936306683,Av-team v/bjørn bremdal,0
980360245,Kerysso film mona hylton produksjoner,0
984370326,Tormod sunde Vinje,0
984842848,Bøes film og teater jeanne bøe,0
985907439,Jan gisle nomme,0
986927123,Mk brekke,0
991411976,Mediaview d seterdal,0
991963790,Morten wien solberg,0
996087387,Max emanuelson,0
996408914,Jan olav nordskog,0
996904237,Sauarlia media,0
997805828,Lars løberg filmmaker andersen lars løberg andersen,0
997834933,Åsheim broadcast,0
998511461,Filmplot AS,0
999267076,Liv mari ulla mortensen,0
999553435,Huldra film AS,0
999616194,Einherje film AS,0
817110452,Tor byggland,0
913938224,Pixeleif robin henrik fosse,0
922145237,Robhk hannevig,0
929063759,Samuel hylton produksjoner,0
931464698,Sitav kohansal,0
931554727,Abdurusul media,0
931732625,Jim olsen,0
932349264,Westerlin creative studio,0
933265390,Omondi produksjon,0
933274071,Lund film og foto,0
933298744,Amin alzbibi media,0
933495094,Mathias lognvik-vartdal flatvalley vfx,0
934180968,Berrian text,0
990229813,Aaby creative,0
923669922,Bø filmklubb,0
927621843,Bygdekino langesund,0
812662732,Crime records AS,0
816650712,Kan lyd & produksjon AS,0
829539772,Hundekilen olsen music,0
830568212,Braathen music,0
831018992,Karlsen mastering,0
831115602,Revheim musikk og film,0
917037558,Amrani music - enok amrani,0
918637877,Smh productions simen meland handeland,0
922083959,Jnhagen julie nagell hagen,0
922226121,Nikoline ursin erichsen,0
922758379,Lovende lyd remy hulbak,0
924534435,Golebiowski prod,0
926133551,Uleberg media & music productions,0
928220338,King step joakim nilsen,0
928551997,Tore sæthermoen,0
929225937,Nenseth music,0
931557831,Lars esborg musikk,0
931596101,Lysne musikk AS,0
932379686,Solfrank musikk,0
932751828,Kasper olsen alme,0
933129578,Martin bjerke music,0
933131491,Vågens høystakkproduksjoner,0
933513238,Dalen hansen mgmt,0
933803317,Terje welle busk & co lydstudio og musikkhandel,0
933807509,Jaran betten,0
934164679,Skystjerne holding AS,0
934316959,Mexia enterprise,0
934586816,Rue media,0
935019567,Avrak AS,0
935792169,Oredalen musikk,0
936036899,Omnes musikk,0
936226515,Ole wik,0
957971075,Hans martin eriksen selskapsmusikk AS,0
970384057,Klyve lydstudio,0
972414522,Grammofon AS,0
981693752,Barstad høy og lågfrekvens,0
986353305,Mystory productions da,0
987966890,Christian w. schulze,0
990728194,Marius schei johansen,0
993979767,Pagan's mind da,0
994587730,A michael hylton har tziyon,0
997610342,Saurbrey service,0
999069193,Ole torjus qult ur ole torjus hofvind,0
932187183,Radio Notodden thomas nilsen lunde,0
933434516,Mg media AS,0
935136865,Høifødt tech,0
962262686,Radio vest Telemark AS,0
965445706,Drangedal nærradio sa,0
974990695,Hjalarhornet radio AS,0
984755961,Radio rjukan AS,0
996453472,Mt media produksjon nuf,0
917687684,Norpublica sa,0
915019900,Webcompaniet AS,0
921903499,Digidrift AS,0
925978612,Canem AS,0
926349392,Nordic vehicle database AS,0
929405501,Digimark AS,0
930999601,Bjørnelykke b-lucky,0
933750205,Kazlauskas restaurering løsninger,0
934079795,S-ventures AS,0
934745310,Ngidev AS,0
934917561,Erik gjerde,0
935814243,Fix solutions AS,0
936186165,Guru finans AS,0
981136055,Grapix di catarro,0
989988832,Envold oscar kristiansen,0
997170555,Iversen media,0
881972042,Midt-Telemark breiband AS,0
883902432,Notodden bredbånd AS,0
920050719,Afiber AS,0
921898134,Bamble sikringsradiolag,0
925017779,Rauland fiber AS,0
925862460,Aas consult,0
930049492,Tinn sikringsradiolag,0
942464436,Medianett AS,0
982006856,Go link AS,0
991768602,Radiolink Telemark AS,0
936186807,Konsulent thorsen,0
994812688,Unmo ikt AS,0
995165724,Atb-nett AS,0
992783605,Z nett AS,0
812097342,Webavdelingen AS,0
813348322,Softbite programutvikling sandersen,0
820974662,Wakandi group AS,0
821147352,Byron,0
826153822,Bert beauprez,0
827526312,North2power AS,0
827548782,Henrik baugerød,0
829082942,Systemutvikler arnstein berg AS,0
829242702,Berg nettsystemer AS,0
832548812,A. collier drift AS,0
833451472,B5 holding AS,0
835822672,Sibyl AS,0
836135652,Bjorvand solutions,0
883063902,Tech venture AS,0
911960567,Berget utvikling,0
912306836,Sidespeilet utvikling nuf,0
913009622,Codefarm AS,0
913598393,Uniwise Norge,0
913859871,Illeris AS,0
914961017,Fjone gard,0
915430031,Paramount decisions AS,0
916797710,Vadio AS,0
917574030,R&d invest AS,0
917867771,Cycled technologies AS,0
918594965,Limber AS,0
918937609,Restaurantdiary AS,0
919139374,Strobefarm AS,0
919613823,Norbotics AS,0
920190243,Racal AS,0
920417582,Victor gallipoli,0
920435165,Telemark web AS,0
920532683,Findal design,0
921239645,Christoffer johannessen,0
921476671,Igor vidic,0
921713223,Proweb design v/vefald,0
921785623,Dimension four AS,0
922179972,Zizu AS,0
922910537,Jørgen solli,0
923003894,Tallknusing og baksidebygging AS,0
923166815,Appify AS,0
923564403,Wapp gjeruldsen,0
923813128,Myhremedia tor erik myhre,0
923875840,For nature AS,0
924548738,Draugedal holding AS,0
924557702,Get your work done. together AS,0
925255548,Vardoge AS,0
925466980,Nettskaperne AS,0
925549495,Holgersen AS,0
925947873,Futurexchange AS,0
926056158,Rmatech AS,0
926114514,Viktor bastnes,0
926193333,Sovereign technologies Norway AS,0
926362666,Kjøretøydata sa,0
926416952,Eierskifte AS,0
926545248,Vi ser deg AS,0
926563890,Illeris web AS,0
927049791,Soldal produksjon,0
927153831,Roger steinbakk,0
927377292,Shadow it AS,0
927604698,Løpeglad AS,0
927650991,Touch soft technology AS,0
927758547,Coded AS,0
927851067,Jan verhulst,0
928654435,Antili AS,0
928728684,Circumflex AS,0
929045556,Properti AS,0
929151984,Kaldhussæter-knutsen programvare,0
929256581,Nettplattform AS,0
929304039,Christopher gordon,0
929346734,Builder AS,0
929392086,Wakandi holding AS,0
929482387,Webrodent AS,0
929487761,Owen systemutvikling,0
929495330,Booktech AS,0
929620291,Smartout AS,0
929699580,Nordigames AS,0
929819160,Ezbench solutions AS,0
930088587,Sciigo kompetanse AS,0
930162590,Haig AS,0
930648213,Per armin matre,0
930684201,Prodigy holding AS,0
930885916,Firestarter AS,0
931052365,Prajan chapagain,0
931241117,Astiro AS,0
931308882,Tveitan utvikling og landbruk,0
931323814,Swiftner AS,0
931455699,Webies AS,0
931480995,R&d tomteco AS,0
931493485,Webteknologi AS,0
931730258,Moonbase AS,0
931757024,Latip lead,0
931758195,Hassel privat,0
931849441,Nevio AS,0
932137364,Visual learning AS,0
932149141,Digitalspor AS,0
932172313,A. collier holding AS,0
932251728,Nightbox community services andersen,0
932471876,Bjerk data,0
932480719,Carl gustav kremer,0
932744600,Stadskleiv media,0
932879484,Ucher tech,0
932889692,Pretakst AS,0
932898365,Infinitusfm furholt,0
932903148,Haugan data & design,0
932922010,Andreas falck,0
933017931,Convo utvikling AS,0
933031861,Bytelab AS,0
933166740,Klausen solutions,0
933213404,Netica heckel,0
933226077,Deketelaere konsultasjon,0
933246280,Edicte AS,0
933484017,Sejersen design,0
933506169,Future tech - stensrud,0
933537757,Frameworks1975 AS,0
933604071,Helena bustrak,0
933626512,Kar jøran kiil klemmetvold,0
933713040,Enk mikael mahlio,0
933821625,Skjera.app - nilsen,0
933980391,Drs websolutions ans,0
934058186,Respons design AS,0
934195620,Bjørnar heian langved web,0
934333039,Buried beneath interactive AS,0
934343727,Motherx AS,0
934344588,Grønlid,0
934359089,Felix utvikling AS,0
934376331,Teigen development,0
934386388,Project nxt AS,0
934821289,Khatuev skyline interface,0
934829964,Jynge setchell mods,0
934988175,Betten invent AS,0
935130573,Todg AS,0
935234123,Geo go AS,0
935297516,Tangen apps,0
935332060,Groth software solutions,0
935353262,Oellingrath digital medhjelper,0
935360137,Wbg induction AS,0
935394457,Prochect AS,0
935471125,Bekkelund handelhjelp,0
935511380,Nova mentis AS,0
935523834,Skapatek ameri,0
935547067,Folkets røst AS,0
935548659,Stykket studio,0
935597595,Kodekrefter frå solsvik,0
935686946,Teknisk service jonas dolve,0
935877318,Frisk vikr,0
935883741,Avalue AS,0
935989027,Digital aksjon as tvangsavviklingsbo,0
935998913,Tobias pettersbakken enk,0
936115454,Mia jbara tech,0
936253938,Youngsters digital AS,0
936287379,Rett-ferdig AS,0
936393047,Syncmap AS,0
936473504,Es software AS,0
936474799,Digital kulturarvinitiativ,0
936503977,Andersen happy hack engineering,0
936573606,Heimeg espedalen,0
947005510,Unmo telecom solution morten kristensen,0
958447175,Systemhuset episteme AS,0
970525483,John oddvar hjartsjø,0
977060907,Hannemyr nye medier AS,0
979842376,Axezz data geir kiste,0
980875628,Stone computing AS,0
981769279,George emil aubert,0
983344186,Flatebo data morten andreas flatebø,0
983749046,Digital aksjon øyvind brungot dahl,0
984261233,Hosum data og elektronikk,0
986850511,Pedersen dataservice,0
988167088,Ma-invest AS,0
988185183,Mediasparx ltd nuf,0
989690523,Konsulent øystein nilsen,0
991795170,Kelson consulting AS,0
992360984,Oma consulting AS,0
992458542,Harald lyngberg AS,0
992645032,Fjell digital AS,0
993131415,Jonathan bjerk data og design,0
994428152,Akeo AS,0
994528130,Pythonia geir gåsodden,0
995094126,Sandan trading v/werner lekven,0
995173794,Meet AS,0
995207966,Raos consulting roy skjellaug,0
996191877,Designfoto.no sven erik larsen,0
997767500,Soly group AS,0
997819594,New normal group AS,0
997950941,Lead it corzani,0
998178479,Nimia AS,0
998680026,Cmoneo AS,0
812484192,Zondo Norge AS,0
812618512,Raskenlund AS,0
812879162,Naitsmania AS,0
823012632,R steinmoen it-tjenester,0
824503222,Eib consulting AS,0
828635352,Iso tjenester AS,0
830164332,Santi consulting AS,0
831718552,Thygesen 2.0,0
834820242,Utvikling & invest bårdseng,0
835296172,Reiten logic,0
835643832,Gi_raad atle nygaard,0
879543002,Nettex sandbeck,0
887944652,Apiteq AS,0
894940522,Codus marketing lorentzen,0
896379232,Evensen konsulenttjenester,0
898864332,W&a consulting AS,0
911897520,Van brunschot internett,0
913336836,Fredrik brubakken,0
914036070,Thure media AS,0
914763231,Reinertsen dataservice AS,0
914796334,Sensosoft AS,0
915147763,Microflash kristian michael furuholmen,0
915313647,Techal AS,0
915727506,Spak consultants AS,0
915843697,Elastisk AS,0
916087314,Rossbach data,0
917135851,Scape management AS,0
917421560,Rossbach data AS,0
917651523,Falkumdata steinar sjøberg,0
917989893,Tixio technologies AS,0
918270949,Johan stray jacobsen,0
919000201,Lars ellingsen,0
919811986,Bitit AS,0
919911468,Wiztech AS,0
920256317,Axenter AS,0
921735464,Sannas consulting AS,0
922129002,Topborn AS,0
922155852,Xtre AS,0
922166226,Almankaas jacobsen konsultentvirksomhet,0
922191832,Vaditime AS,0
922390460,Ms excel mathisen,0
922988625,Plan b it AS,0
923129677,Westli consulting AS,0
923693378,Skyfritt AS,0
923854088,Joakim øyen konsulenttjenester,0
924370319,Webtakk sehested,0
924752556,Vidsyn consult benjamin eliel rødstien,0
925248304,Origo-holding AS,0
925524751,Dotno trustee domains,0
925838101,Barstad it AS,0
926473433,Trond botnen AS,0
927144549,Moen multimedia,0
927343134,Månevann AS,0
927378329,Tidevann AS,0
927776405,It & programvare - nymoen,0
928111377,Cyber wolf AS,0
928181332,Mm4 consulting AS,0
928633675,Databonde henning jensen,0
928699161,Specc AS,0
929162366,Mispelon consulting,0
929585461,Rb consulting roger bjørkelund,0
929624211,Kristian ivanov,0
929636503,Nordkvelde multiservice,0
930068373,Helene celine holding AS,0
930646822,Glaadly AS,0
930699675,Barrow fikser greier,0
930786071,Bahrawy web,0
930797987,Site partners AS,0
930865087,Neat app AS,0
930874884,Zx systems AS,0
930897043,Olsnes ikt-service,0
930908223,Shulha shuba,0
930990922,Brakstad consult,0
931019996,Kosta milic,0
931169335,Autovekt AS,0
931207121,Datamaker v/geir soland,0
931259296,Ødegaarden heggeli tjenester,0
931396811,Yasin bahri valhalla web consulting,0
931402846,Ghanim solutions,0
931518402,Bjørnstad it,0
931798979,Johnsen digital,0
931860046,Bindingsnuten AS,0
931889796,Dignatio as tvangsavviklingsbo,0
931975730,Smedvik consulting,0
932190117,Henning ims,0
932190176,Guro haakanes,0
932295555,Unidata grønli,0
932345021,Nordaunet konsult,0
932490420,Brauter rådgivning,0
932606496,Izi peacy prieto salazar,0
932752123,Niax holding AS,0
932755351,Atle nilssen,0
932911426,Straume trygg mobil,0
933238806,Keepsmiling AS,0
933309401,Quixotic AS,0
933328007,Lepus semantisk web AS,0
933441539,Ulvheim venture technologies,0
933527409,Helen solberg,0
933534596,Cyber wolf as tvangsavviklingsbo,0
933536092,Rask hagen solutions,0
933602338,Frontivia AS,0
933619354,Collier mathisen consult,0
933648672,Providento AS,0
933708152,Tverråen consulting,0
933854965,Tilemork AS,0
933870219,Holthe engineering AS,0
934058208,Øvje invest AS,0
934064518,Bråthen networks,0
934080254,Linkconcept no,0
934107055,Reidar olsen elektro,0
934220676,Tande-halvorsen,0
934221419,Coanor consulting AS,0
934615069,Nordskisse /kostiantyn sokolov,0
934857151,Niax consulting AS,0
934928768,Ruby AS,0
934956168,Mm4 consulting as konkursbo,0
934964802,Intrepix b.v. nuf,0
935031117,Dahlgren support,0
935075947,Hjertstrøm digital rådgivning,0
935143713,Techcare - kevin christensen,0
935313007,Bergan technologies as konkursbo,0
935417597,Synneva konsulent AS,0
935524717,Fiber tech AS,0
935560020,Tokke dc campus AS,0
935752019,Hasselberg consult,0
935836735,Xplisitt AS,0
935849500,Sigint // barland,0
935912938,Ingerøyen,0
935956978,Kabi ai bikic,0
936004865,Giesen it drift,0
936177212,Kodern AS,0
936466265,Garsjø consulting,0
936533493,Addo-antwi group,0
946070513,Rolf n. terkelsen,0
969279533,Sveinung rekaa,0
976865499,Sonton teknologi AS,0
977036275,Telescope AS,0
979806574,Terje christensen,0
980295206,Arnesen data,0
980327000,911-tjenesten AS,0
981131592,Fotodigital nøringset,0
981626141,Smart and safe henning kihle,0
982768772,Vitality holding AS,0
983252893,Pc huset svein inge jørgensen,0
983541178,Ola søgaard,0
983983162,Alkymia AS,0
984317123,Nett - opp lia,0
984710593,Frode ulsund tech,0
984820127,Skifjeld support,0
986041184,David griffiths services,0
986046976,Daniel wien,0
986730265,Industrino AS,0
988042714,Stein susrud ikt-tjenester,0
988228656,Mortensen consulting,0
989383930,Nordic hosting AS,0
989889230,Keepsmiling stordalen,0
990602077,Kjell østlid it tjenester,0
991669736,C:comm håkon andre lundsett,0
991921737,Fsys AS,0
992826967,Jw henriksen,0
994431374,Eie it,0
995064537,Noss it,0
996208427,Torben andersen media,0
996313417,Nordbø software AS,0
997791134,Zaliro invest AS,0
998066883,Hns consult AS,0
998664942,Annec nygård web design,0
933197832,Seizan invest AS,0
981689941,Marek szumski it consulting,0
997497694,Odinsen kommunikasjon,0
921541295,Bionér AS,0
923070575,Apper systems AS,0
925719986,Lending tech AS,0
928075737,Sjese AS,0
928664449,Moland datacenter AS,0
929409868,Bits & hills AS,0
820963202,Agric AS,0
920915701,Unlimit AS,0
934929748,Nordavind group AS,0
935819547,Unlimit as konkursbo,0
936547435,Clearnord AS,0
936109640,Nilsen creative,0
932235072,Friar venture AS,0
912536114,Sparebankstiftinga bø,0
912536262,Sparebankstiftinga Seljord,0
930453846,Sparebankstiftelsen skagerrak - Bamble og Kragerø,0
999177743,Sparebankstiftelsen Telemark,0
999177794,Sparebankstiftelsen Nome,0
813005492,Omtveit holding AS,0
814233162,Prestejordet AS,0
889187972,Taalund holding AS,0
892494142,With holding AS,0
911896729,Seidenweg AS,0
912507513,Event horizon AS,0
912854752,Taca AS,0
912871584,73bits AS,0
912871592,Hellstrøm multimedia AS,0
913183150,Muleknausen AS,0
914483867,Tml invest AS,0
914629926,Tempo investering AS,0
915077455,Ftb invest AS,0
918187286,Bromely holding AS,0
918679340,Findal invest AS,0
918712054,Ri brauti invest AS,0
918875034,Walk on AS,0
919170727,Mestring holding AS,0
919724226,Joo invest AS,0
919794259,Haksol holding AS,0
921010710,Ff energi AS,0
921180691,Schybaj holding AS,0
930388742,As herdebred,0
982356865,Paulsen consult AS,0
988387517,Sj holding AS,0
988895601,Ingro - holding AS,0
988899119,Tj interiør AS,0
988977381,Chc invest AS,0
989002910,Ajo holding AS,0
989094076,Birger holding AS,0
989112147,Gunnar kleppen AS,0
989190105,Thomas f fredriksen invest AS,0
989231820,Harald meier nilsen AS,0
989360914,Athene trading AS,0
990019568,Slettemeås invest AS,0
991818774,Lunden holding AS,0
995336359,Knut fosse AS,0
995912309,Spearmint invest AS,0
997650352,Jsl investering AS,0
997850246,Kaasa invest ii AS,0
971327006,Vest-telemark kraftlags pensjonskasse,0
979320485,Skagerak energi pensjonskasse,0
970273468,Takstmann annfinn helleberg,0
998832845,Reconsult AS,0
919215216,Vest-telemark forsikring AS,0
920332188,Forsikringssenter sør AS,0
928595153,Grenland assuranse AS,0
931575511,Tmd forsikring AS,0
976304322,Telemark forsikring AS,0
813598272,Jaka eiendom AS,0
813820552,Pancom property AS,0
817083072,Gulliksen-eiendom AS,0
820239342,Forberg utleie AS,0
824914052,Rose eiendom AS,0
826579382,Kollen skilodge AS,0
826933712,Titan eiendom AS,0
829382482,Utile AS,0
830081992,Hegna-eiendom AS,0
830100202,Herman baggers gate 14 AS,0
830854312,Bjørtuft eiendom AS,0
833393782,Proper10 as tvangsavviklingsbo,0
833779672,Trygg boligservice AS,0
834409542,Lifjell hyttegrend AS,0
835627942,Spb holding as tvangsavviklingsbo,0
836550242,Pond 2 AS,0
865541392,Møbel og innredningssnekkeriet arve mastereid,0
880413112,Vks alarm og sikkerhet AS,0
881623722,Momentum invest AS,0
882770222,Skotfoss bruk da,0
888013962,Trols AS,0
896247042,Crumena AS,0
898694992,Baze holding AS,0
899293142,Klosterskogen eiendom AS,0
911601087,Storgata 13 Kragerø AS,0
911716402,Nia holding AS,0
911768704,Haugevigkilen hytteområde AS,0
911889714,Nsg estate AS,0
912543633,Lundekroken 10 AS,0
912750434,Tvb tomter AS,0
912830977,Gisle gardsteig,0
913089103,Høyne AS,0
913266587,Pancom utvikling AS,0
914603188,Bratsberg næringseiendom AS,0
914624002,Stathelle legesenter eiendom AS,0
914746248,Frier eiendomsutvikling AS,0
914818583,Tiwa eiendom AS,0
915032346,Nje2015 AS,0
915461395,Nytt rør eiendom AS,0
915512003,Hestesport holding AS,0
915621554,Solvang og øygarden eiendom AS,0
915891373,Salen bolig AS,0
916190883,Norsk-eiendom AS,0
916215932,Osiris treningssenter Skien AS,0
916639066,Løvsjø toppen AS,0
916729189,Nyveg 3 eigedom AS,0
916852312,Barmen eiendom AS,0
917030200,Grenland development AS,0
917231605,Støy investment AS,0
917827079,Hs solberg eiendom AS,0
917929130,Øystein tufte holding AS,0
918341498,Langesund bad residence AS,0
918429867,Peculium invest AS,0
919502029,Kragerø utbygging AS,0
919508957,Pasios invest AS,0
919597747,Skp eiendom AS,0
919927917,Tangvall næring AS,0
920234682,Kragerø resort eiendom AS,0
920331254,Albretsen eiendom AS,0
920933866,Elso AS,0
921581378,Meen eiendom AS,0
921582137,Kongens gate 5b AS,0
921583400,Fredbovegen holding AS,0
921657951,Langmyra 2 AS,0
921667892,Snipetorpgata AS,0
921669321,Haukeli hotell eiendom AS,0
921794134,Omk eiendom AS,0
921891571,Skomvær næring AS,0
922151520,Kc invest AS,0
922277397,Shala capital AS,0
922716757,Rossbach AS,0
922736022,Nybuåsen tomteselskap AS,0
922767467,Tt industriservice AS,0
922845700,Høsbjørnvegen 2 AS,0
922919976,J.k invest AS,0
922987092,Bf eiendom invest AS,0
923019456,Afg eiendom AS,0
923132953,Vågsbygd holding AS,0
923147306,Adm eiendom AS,0
923683534,Firkløver invest AS,0
924119012,Sot eiendom 1 AS,0
924350970,Elian invest AS,0
924530324,Susanne lofstad,0
924910968,G.a eiendom AS,0
924949457,Evensen og sønner AS,0
925129275,Knutsen og halvorsen invest AS,0
925367796,Underhaugvegen 2 AS,0
925731382,Hm eiendom & renovering AS,0
925795127,Kahytt AS,0
925852783,Friervegen utvikling AS,0
925893412,Jh rasmussen,0
925895164,Viva bolig AS,0
926411128,Arenda AS,0
926488589,Heim haugo eigedom AS,0
926646303,Su-solem AS,0
927211572,Langrønningen eiendom 2 AS,0
927345390,Pood eiendom AS,0
927406144,Amtmand aallsgate 91 AS,0
927440695,Bjørntvedt invest AS,0
927448246,Vt utvikling AS,0
928157067,Frydensborgveien 1 Kragerø AS,0
929198778,Waløse invest AS,0
929216180,Rødmyr næringstomt AS,0
929725077,Solkysten utvikling AS,0
930052957,Gaustahytten AS,0
930087033,Brødrene evensen eiendom AS,0
930309664,Håndverksvegen 5 AS,0
930399868,As investering,0
930645192,E. fredriksen eiendom AS,0
930693154,Pj-eiendom AS,0
931563181,Portula eiendom AS,0
932143585,Kch invest AS,0
932358042,Nye øf utvikling AS,0
932943166,Kk eiendomsdrift AS,0
933069893,R&f eiendom AS,0
933175499,Venari eiendom AS,0
933270653,Veneberget AS,0
933393941,Piben as tvangsavviklingsbo,0
933422704,Myren næringseiendom AS,0
933438880,Rep & utleieservise as tvangsavviklingsbo,0
933775879,Bulltech AS,0
933826945,Folkestadvegen 23d AS,0
933851699,Bjørnstjerne bjørnsons veg 45 AS,0
933851710,Hpy holding AS,0
934013034,Tveitan AS,0
934045130,Bliss eiendom AS,0
934046951,Skjelbred eiendom,0
934057015,Schaper AS,0
934137558,Jos eiendom og invest AS,0
934150619,Cap 15-8 AS,0
934173872,Braafjord eiendom AS,0
934217500,Beø AS,0
934271785,Skatter AS,0
934310624,Storgata 89 AS,0
934317041,Veslemyr holding as konkursbo,0
934389867,Stilk holding AS,0
934583280,Notodden limo & eiendom AS,0
935005477,Rødmyr næringstomt 2 AS,0
935018625,H&b investment group AS,0
935161274,Skien bolig AS,0
935180740,Lerpold invest AS,0
935226821,Mbmd invest AS,0
935243270,Meierigården Porsgrunn AS,0
935262984,Nordraak eiendom AS,0
935375762,Farstad group AS,0
935408121,Haugevigkilen hytteområde as konkursbo,0
935566517,Kilden eiendom AS,0
935589460,Trosvik brygge bygg 1 AS,0
935589509,Trosvik brygge 1 AS,0
935670241,Mahi AS,0
935700728,Solbakken utvikling AS,0
935807603,Hjelpeselskap-3 Porsgrunn AS,0
935807662,Hjelpe-selskap 4 Notodden AS,0
935851955,Lsa eiendom AS,0
935956706,Hauk AS,0
936050387,Mrt eiendom AS,0
936117538,Odhe eiendom AS,0
936154441,Sd bolig AS,0
936186130,Reform AS,0
936271421,Brekka bros AS,0
936558070,Limi utvikling AS,0
936558356,Strømdal utvikling AS,0
936562825,Rugtvedt lagerseksjon AS,0
936571298,Vinje kro eiendom AS,0
944783059,Bryns eiendom AS,0
947668498,Jala eiendom AS,0
