Organisasjonsnummer,Navn,Antall_ansatte
931353616,Sara Marie Pettersen,0
931349112,Skien Vannskiklubb,0
931347047,Lasse Sletta,0
931346849,Revheim Musikk og Film,0
931345575,Jan Ivar Øygarden Holding AS,0
831355492,Erik Bjørnstad,0
924110503,Nedre Bjørntvedt Borettslag,0
924109556,Bedriftsvegen 42,0
931359665,Fristad Forvaltning AS,0
931359622,Busson Water & Mountain Adventures,0
931359134,Lykkepote Otterstad Hundesalong,0
931358030,Tomas Fjellet Takstein Rehab,0
931357395,Hobbyblomsten Birkely,0
931356518,Mesa Para Nueve AS,0
924189452,Aya Wachter Art,0
924119535,Bø Kvinneforum,0
924118024,Foreningen Bø Skule,0
924117656,Verge Renate Sande,0
924117125,Bråten Renholdstjenester,0
924116102,Clausen Bygg,0
924111046,Eierseksjonssameiet Kirkegata 2,0
924110554,Bryggevegen 2 Borettslag,0
824134502,Hauen Iii Borettslag,0
824134332,Søndre Ingolfsland Borettslag,0
824134162,Ragnhildsgt 9-11 Borettslag,0
824133522,Eilert Sundtsgt Borettslag,0
824132992,Øverland Borettslag,0
824122202,Storgata Borettslag,0
824120722,Klyve Vi Borettslag,0
824120692,Skogmo 10-17 Borettslag,0
924108452,Sameiet Sam Eydes Gate 310,0
924108118,Helleutsikten,0
924107979,Håvundveien 90,0
924107952,Tvetentunet Sameie,0
924107545,Vognmannstunet Sameiet,0
924106549,Bjørnstadenga Borettslag,0
924106433,Bliksekilen II Borettslag,0
924105526,Huken 4 Borettslag,0
924109416,Krabberødveien 3 Borettslag,0
924108967,Venstøpbakken Borettslag,0
924108932,Frednesbakken Borettslag,0
924108924,Sameie Kaldekjeldevegen 22A,0
924108894,Boligsameiet Gamlegata 4,0
924108738,Langgata 20 Borettslag,0
924108673,Sameiet Oserødmyra 4 og 6,0
924108525,"Gierløffs Vei 1. Gnr.33,Bnr 211",0
931337696,DR. Engebretsen,0
931335898,Bjørn Erik Næs,0
931335855,Thommesen Dykk og Instruksjon,0
931335650,K S Frisør/ Alsaloum,0
931332643,TE Tønnessen,0
831340932,Vladikov Design And Solutions,0
831334932,TV Bergsland,0
924109475,DR. Homannsvei 5,0
831353112,Engmann Service og Tjenester,0
831353082,Odd Martin Wåsjø Hals,0
831352442,Fossum Sol 1 AS,0
831352272,Kleppe Skog,0
831346922,Trnsfrm Consulting Ken Isaksen,0
931341413,GS Eiendomsutvikling AS,0
931340360,Norsep AS Konkursbo,0
931338374,Lailetta Fiori,0
924093005,Fosli Borettslag,0
924092920,Gautefallheia Sameie,0
924092548,Kirkebukta Sameie,0
924092203,Elveparken Brygge II Borettslag,0
924091479,Eierseksjonssameiet Tangen,0
924090863,Sameiet Telemarksgata 6,0
924090790,Eierseksjonssameiet Solumgata 48-5,0
924090685,Sameie Landstadsgate 35C,0
924098619,Boligsameiet Gymnasbakken 11,0
924097353,Buerveien Panorama,0
924096071,Eierseksjonssameiet Bjørntvedtgata 51 - 61,0
924096004,Sameiget i Herregårdsvegen 35,0
924095369,Vindalstråkket Sameie,0
924094397,Sameiet Solsvingen,0
924094222,Sameie Solumgata 52-74,0
924093013,Solness Borettslag,0
924101016,Sameiet Kverndal Bygget 3,0
924100370,Korvetten Brevik Borettslag,0
924099542,Røråsen Panorama Borettslag,0
924099305,Bliksekilen i Borettslag,0
924099259,Eierseksjonssameiet Henrik Ibsensgate 4,0
924099003,Sameiet Liegata 1A,0
924098945,Sameiet Osebrogata 2,0
924098848,Sameiet Boligene Skriugata 10,0
924104481,Hovengabakken Borettslag,0
924104155,Solen Sameie,0
924103809,"Vågslidtun 2, Edland",0
924103531,Langesundveien 102,0
924102675,Borteidbrygga,0
924102594,Helsehuset Hellandvegen 14,0
924102497,Helsehuset Parkering Hellandvegen 14,0
924102152,Ligata Osebakken,0
924073365,Klosterhagen II Borettslag,0
924073322,Saltbrygga 1 Borettslag,0
924073039,Eierseksjonssameiet Kongensgate 19,0
924072822,Schweigaards Plass 1 Borettslag,0
924072628,Sameie Knut Gislesensgt. 4-14,0
924072245,Nustadtoppen Sameie,0
924072229,Sameiet Vrådal Resort Solsiden,0
924072210,Eierseksjonssameiet Nordre Tangen 13,0
924078820,Sameiet Schweigaards Plass,0
924078367,Sameiet Duestien 14,0
924078200,Schweigaards Plass 2 Borettslag,0
924076461,Norrøna Brygge i Borettslag,0
924076402,Eierseksjonssameiet P. A. Heuchsgate 10-12,0
924075856,Sameiet Bølehøgdaboligene,0
924073845,Brekke Sameie,0
924073462,Sameiet Symreveien 17,0
924085401,Sameiet Kirkebakken 55 og 55 A-D,0
924082887,Gymnasbakken i Borettslag,0
924082860,Fossheim Terrasse Boligsameie,0
924082496,Helland Terrasse Borettslag,0
924081929,Sameie Ligata Porsgrunn,0
924081813,Nabo-Laget Borettslag,0
924080914,Brevikåsen Borettslag,0
924080302,Sameiet Risingjordet 38,0
924089717,Sameiet Stilnesveien 4,0
924088710,Furustadvegen Borettslag,0
924088192,Sameiet Haugesgate 80,0
924086904,Sameiet Gunnar Knudsensgt.,0
924086653,Sameiet Rauland Høgfjellshotell 3,0
924086483,Bølgen Sameie,0
924085649,Sameiet Birkebeinergt.,0
924085479,Sameiet Storgata 97,0
824100942,Sameiet Løkkebakken 24,0
824099952,Amundahagen Borettslag,0
824094772,Skogenkvartalet Borettslag,0
824094632,Kabelhuset Borettslag,0
824088462,Frivoll Sameie,0
824081212,Sameiet Bekkedalsveien 13,0
824077932,Grivitunet Borettslag,0
824076472,Norrøna Brygge II Borettslag,0
924065540,Tjernløkka 23,0
924065133,Slottsbruenga Borettslag,0
924065117,Heistadtangen Leilighetssameie 3-5,0
924065052,Vestre Kjellemo Borettslag,0
924064544,Brovik Borettslag,0
824110522,Pilerødtoppen Borettslag,0
824108242,Adjunkt Arentz Gate Vest Borettsla,0
824102082,Sameiet Hammergata 5,0
924068248,Sameiet Løkkebakken 14,0
924068205,Tokkevegen 8 - 10 Skien,0
924068027,Nordre Røråsen 5A og 5B,0
924067993,Sameiet Storgata 187,0
924067519,Sameiet Skotfoss Bruk,0
924067314,Sameiet Petersborgvegen 37,0
924066261,Strømdalshagen Borettslag,0
924066172,Bjørnstadløkka Borettslag,0
924072172,Sameie Vindalsstubben 2,0
924072164,Sameie Vindalsstubben 1,0
924071265,Sameiet Brattåstunet,0
924071257,Rauland Sentrumsgard,0
924070757,Gaustatoppen Fjellgrend H28,0
924069945,"Sameiet Tøddelia Gnr. 38, Bnr. 101",0
924069104,Petersborgvegen 41 Sameie,0
924068736,Sameie Sjø-Glimt,0
924026642,Gravergården - Brukthandel Morten Røraas,0
924024917,Salen Utvikling AS,0
924024089,Tvetenveien Veilag,0
924021268,Borettslaget Sundby,0
924021098,Maria Elena Custom Art Nilsen-Hauge,0
924020571,VF Transport,0
924020369,Astrid Greivstad,0
924018852,TVB Bolig AS,0
924032812,Falkåsen Borettslag for Eldre,0
924032782,Borettslaget Skråfjellet,0
924032758,Furuveien Borettslag,0
924032693,Borettslaget Utsikten,0
924031875,Krokslira Knivklubb,0
824033412,Bråtøyskoghavna Båtforening,0
824032742,Borettslaget Sundbylia,0
924028831,Veilaget Rugtvedtveien,0
924046449,Hugos Restaurantservice AS,0
824049122,Eldengaard,0
924038497,Kongensgate 20A AS,0
924034416,FAU Gjerpen Barneskole,0
924033797,Flex Nenset AS,0
924032847,Ek Borettslag,0
924032839,Gråkleivåsen Borettslag,0
924032820,Strandgt. 53 Borettslag,0
924115823,Eek Holding AS,0
924058129,Halvfstad Rus og Atferdsterapi,0
924057831,Hanne Kjersti Kiste,0
924055707,Svindal Consulting AS,0
924055618,Raastad Fysioterapi,0
924052325,Flatland Leizel Callet,0
924048115,Holmbutikken AS,0
924047569,Løvsjø Vel,0
923963707,VM Tattoo Siv Monica Mikalsen,0
923963111,Dalen Fotoklubb,0
923963081,Bamble Nei Til Eu,0
923962417,Rødmyrjordet 17 AS,0
923953493,Bakkane Terrasse Borettslag,0
923953213,Mexico Borettslag,0
923952713,Gulsetjordet Borettslag,0
923952519,Enga Borettslag,0
924001240,Czarnota Byggverk,0
924000066,Norsk Timbur AS,0
923998950,Auto 1 Bil AS,0
923986227,Kjølebrønd Indremisjon,0
923975020,Rekvikåsen Velforening,0
923974288,Mint Porselensfabrikken,0
923964215,Dønn Hærlig Eiendom AS,0
923963758,Korttråkkerene,0
924009217,Rønningen II Borettslag,0
924009195,Trekanten Borettslag,0
924008172,Eidsborg Jaktlag,0
924008121,Rødt Kragerø,0
824016682,Sembs' Juletrær,0
924006935,Bølevegen Utvikling AS,0
924002026,Springsteens of Telemark,0
924001445,FAU Folkestad Skule,0
924014520,Solaas Rådgivning,0
924014482,Naturvernforbundet i Midt-Telemark,0
924014008,Habbarskvammen AS,0
924012463,Jønnevallia,0
924011432,Herre Sanitetsforening,0
924010711,Solvang Ungdomshus og Grendelag,0
924009977,Lie Maskin,0
924009551,Mestringshusene AS,0
923926356,Haugen Maskin,0
923926348,Salong Bellezza Kristine Anita Lindberg,0
923925872,Tore Bastnes,0
923925724,Chinotek Consulting Axel Petterson,0
923925295,Adjunkt Arentzgate Vest 3A AS,0
923924124,Oddbjørn Holla In Person,0
923923756,VIP Kids Norway Line Larsen,0
923923160,Tveiten-Eiendom AS,0
923942084,Elektro 4 Klubben,0
923940162,Løkka Yoga Eiendom AS,0
923939474,Gromstul Tomteselskap AS,0
923938877,Kristen Gatebil og Motosport,0
923938729,Nordskog Drift- og Anleggsservice,0
923928510,Lars Berntsen Musikk,0
923927727,Steinar Sande Productions,0
923927115,Lars Erik Løberg,0
923947892,Xlliving,0
923946675,Vannfronten Eiendom AS,0
923933824,Circle K Norge AS,0
923933816,Circle K Norge AS,0
923933689,Circle K Norge AS,0
923933654,Circle K Norge AS,0
923933328,Circle K Norge AS,0
923944788,KR Bygg og Montasje Kjell Richard Botten,0
923952497,Solbergtunet Borettslag,0
923952381,Sameiet Dronningensgate 14,0
923952020,Hjartdal Bondelag,0
923951865,Slottsbruhagen Borettslag,0
823969392,Notodden Taekwondo,0
823953402,Grasmyr Borettslag,0
923959041,Ghost Art Tattoo,0
923955399,GS Tjenester Geir Sandengen,0
923909273,Techteach Finn Haugen,0
923908927,Tegner Produksjoner Ronny Eriksen,0
923908889,Alis Tefre,0
923908307,Scan Flyfoto AS,0
923907866,Vrålstad Åge Siv Ing,0
923907858,Fossli Torgeir,0
923907742,Waasjø Knut,0
923907254,Østerli Jarle,0
923913874,Jarle Tonstøl,0
923911790,Otterstad Anders,0
923911529,George Emil Aubert,0
923911219,Gulset Eiendomsinvest AS,0
923910557,Teater Fabel Inger Merethe Johnsen,0
923910220,Olav Andreas Felle,0
923910190,Anne Karine Bø,0
923910093,Hans Magne Gautefall,0
923917411,Øvre Homme AS,0
923917322,Odd Skeie AS,0
923916717,T Sol Holding AS,0
923916679,Knut Borgersen Holding AS,0
923915915,Geberit Service AS,0
923915524,Tveiten Kraft AS,0
923915222,Geir-Tellev Homme,0
923915044,Øyvind Jønnevald,0
923922091,Transisto AS,0
923921818,Kim Rune Hagen,0
923921222,Solaas Utvikling AS,0
923920463,Solliheia Hyttegrend AS,0
923918418,Geir Abrahamsen,0
923918353,Øystein Ørnes AS,0
923917497,H. Strand Holding AS,0
923917470,Betten Invest AS,0
823914822,Stig Kolbjørnsen Consulting,0
823906412,Torstein Bøen,0
823896492,Value Quality Cars Gundersen Business Partner AS,0
823895852,Arnadalen Eiendom AS,0
923886184,Drangedal Bygdetunlag,0
923883940,Duestien 8 Borettslag,0
923880526,Bamble Arbeiderparti,0
923880313,Busnesvegen Veglag Sa,0
923895515,Jøines Musikk,0
923894438,Åshildrud Åshild Juvang Rønningen,0
923893733,Hadle Lavold Reisæter,0
923890777,Moment AS,0
923890769,Calitec Arkadiusz Mieczyslaw Smich,0
923890688,Tannpleier Ann Kathrin Reiersdal,0
823926502,Ann-Kristin Haugen,0
823921942,Sundby Audio & Design,0
923901981,Solen Eiendom AS,0
923901566,Wimp Eiendom AS,0
923900985,Salen Bolig AS,0
923900365,Frier Vest Asdal AS,0
923899928,OBM Consulting AS,0
923898506,Porsgrunn Trossamfunn Khalid Moske,0
923898255,Lege Erlend Fossedal Olsen,0
923896791,Svivkollen Hyttefelt AS,0
923906630,Ole Svein Høen,0
923906517,Nedre Midtgarden Dybdal,0
923905855,Hartmann Ove S.,0
923905766,Gtr-Konsulent D. Øksenholt,0
923905197,Hans Kilen Dødsbu,0
923904697,Jacobsen Holding AS,0
923903925,Høgefjell Invest AS,0
923903143,P.Borgersen Invest AS,0
931387367,Lundedalen Utvikling AS,0
931386921,Råmunddal Retreat,0
831387092,Sosialantropolog Audhild Lindheim Kennedy,0
931386573,Gransherad Arbeiderlag,0
931385348,Polland Gård,0
931384759,Gunn Marit Christenson Enk,0
931384287,Ben Lashes Karimi,0
931382020,Autovekt AS,0
823858302,Skolehagen i Borettslag,0
823857942,Haugarne Maskin Service,0
923856358,Skrapeklev i Borettslag,0
931388908,Norsklærer Olga Straume,0
931387871,Bård H. Lyngestad,0
931387715,Kjølnesjordet Utvikling AS,0
931387545,Olsson Industri Å Vern,0
931387383,Martens Service,0
923861025,Bulkeksperten Robert Sitarz,0
923860487,Veiforeningen for Surtebogen-Berg/Garstad,0
923860479,Asset 23 AS,0
923858547,Stridsklevjordet Borettslag,0
923858482,Stridsklevenga Borettslag,0
923858423,Stridsklevkollen Borettslag,0
923858407,Meensveien Borettslag,0
923858342,Ekstrand Borettslag,0
923875565,Hoof Frisør,0
823876602,Vilde Brataker Johannessen,0
823872852,Apper Systems AS,0
923869549,Gjermunds Monteringsservice Rygh,0
923863737,Skjærgårdssang Support,0
923862102,Slettemoen,0
923861548,Solkysten Handelsforening,0
923861475,Rett Til Å Ha Det Bra,0
923841229,Brevik Maritime AS,0
923828869,Valler i Borettslag,0
823808402,Skien Batteri & Energiservice AS,0
923807365,Rørlegger Bergheim AS,0
823801122,Skagerak-Entreprise Eiendom AS Konkursbo,0
923795758,Kragerø Filmklubb,0
923794867,Lan Studio,0
923788921,Agnar Andersen,0
831367342,Organisasjonen for Skogkursinstruktørar,0
831367202,Ni Brødre Tahir Islam,0
923856323,Lund II Borettslag,0
923856293,Sameiet Skomværgata I,0
923856285,Jønholtdalen Iii Borettslag,0
923856269,Bø Iii Borettslag,0
823856342,Sameiet Bryggekanten Osebro,0
996681467,Knut Nesland,0
831374292,Rari Nantes Ingurgite Vasto Norvegia,0
831370882,Maabø Eiendom AS,0
931367544,Vetle Rygh,0
931367188,Jette Bergfjord Fysioterapi,0
931367153,Psykologspesialist Kjersti Tveten,0
931363778,Sofia,0
931362682,CBB Eiendom AS,0
931359835,Fyresdal Mat Holding AS,0
931381873,Elis Galleri og Verksted,0
931381709,Farmors Kafe AS,0
931380567,Samsvarspartner AS,0
931380117,Lege Rebekka Sem,0
931378449,Skogvennlig - Elin Strøm Larsen,0
931371738,Omsorgen C. Lundsholt,0
931370626,Ragde Dyrepensjonat,0
831378182,Amax Holding AS,0
923752978,Rønningen i Borettslag,0
923752633,Enger Borettslag,0
923752420,Kjærlighets-Stien Borettslag,0
823765762,Henning Barlund,0
823763832,Bringsås Vel,0
923756418,Myrene Translations,0
923750584,Gunnar Øygarden,0
923750150,Halvorsen Bygg & Innredning AS,0
923765573,Aksvik Fjellsprenging AS,0
923764518,Grosplassen og Tjennane Velforening,0
923761942,Tørdal Eiendom AS,0
923760865,Skolebakken 1 Borettslag,0
923760660,Herre Skoles Musikkorps Støtteforening,0
923754415,Holbergs Hus Borettslag,0
923754105,Hasselstien Borettslag,0
923753982,Prinsessegata 8 Borettslag,0
923782559,Master P AS,0
923781897,Lashesnbrows Maria Isabell Navarro,0
823782942,Gamle Rognsvei Veiforening,0
923777555,Telemark Murmesterlaug,0
923776230,Seniordans Bamble,0
923769153,Jørgen Verpe Forvaltning,0
923768866,Vestmargruppen AS,0
923766596,Firkløver Invest AS,0
923789944,Fotograf Beate Skjellaug,0
923789707,Fjeldberg Bergsmogen,0
923788123,Skagerak Bilpartner AS Konkursbo,0
923787577,Hanne Haukås,0
923786902,Blomsterdekoratør Katrine Langved-Utheim,0
923784721,Svein Nenseth,0
923784519,Lundetangen Kontorpark AS,0
923783253,Lia Styling,0
923690956,Mandelbrot Media AS,0
923690824,Slottsbrogruppen AS,0
923690727,Fotograf Hanny Charlotte Pedersen,0
923690425,Top-Tubes Rufus Preiss,0
923689583,Lislien's Service,0
923687998,Ida A.Neergaard,0
923687025,Kjetil Fossli,0
923686916,NYE Hage og Trepleie AS,0
923709290,Pure Health Café,0
923708065,Fortuna Park Borettslag,0
923708057,Gravavegen Hage Borettslag,0
923707026,Rolandvegen Borettslag,0
923692460,Bygg Service Kamil Majczak AS,0
996542890,Filadelfia Pinsemenighet,0
923706852,Experthjelpen Fra Kragerø Andreassen,0
923701044,Elveparken Brygge IV Borettslag,0
923721924,Matias Holtren,0
923719334,Varmslåtta Gård AS,0
823718462,Trollstigen Vannverk Sa,0
923716351,"Fellesforum for Heistad, Brattås og Skjelsvik",0
923714227,Rønholt Detonation,0
923712305,Conzes AS,0
923709835,Dione Eiendom AS,0
923709657,Galaxelan,0
823759592,Drangedal Venstre,0
923745327,Uvdal Hytter AS,0
923735496,Bowen Klinikken Lucie Minaux,0
923727728,Brand Guard Services,0
923727485,Kroken Misjonsforening,0
923727051,Røraskogen 16 AS,0
923725210,Irina Jakovleva,0
923722610,Drengr Veteranhjelp Telemark,0
923621636,"Simones, Steinar",0
923621334,Smørfabrikken AS,0
823631162,Vindalsåsen Velforening,0
823630972,Sykehusbryggas Venner,0
923620184,Vestavegen Vf2,0
923612181,Håndverksvegen 1 AS,0
923610081,Ah Maskin,0
923609512,Andelspartner AS,0
923639284,Tarjei Jomafjell,0
923638504,Ole Martin Elseth,0
923636765,Krossbakk Eigedom AS,0
923634827,Dalebutikken AS,0
923633642,Kåre Ørsvik,0
923628274,Marit Wright,0
923625461,Jan V. Storåslid,0
923625259,Wifo Eiendom AS,0
923674276,Skagerak Personalpartner AS Konkursbo,0
923673652,DSN Eiendomsinvest AS,0
923673237,Wapp Gjeruldsen,0
923667733,Kraft1 AS,0
923663541,Seljord Elektriske Eigedomsutvikling AS,0
923660321,Hundeparken På Gulset - Gsh,0
823665342,NBH AS,0
923653554,Brattås Utbygging AS,0
823690622,Prinsessegata 2B AS,0
823689462,Jan Haugedal`s Garage,0
823688962,Innovator AS,0
923685200,Veglaget Rundkjøringa - Jønnbu,0
923681574,Vehus Vannlag,0
923676449,Tollskogvegen Borettslag,0
923676309,Bakkane 1 Borettslag,0
923674543,Clarks Gate 5 AS,0
923555862,Fribord Hansen,0
923553819,Colocem AS,0
923553142,Brodering AS,0
923553134,Solli Tjenester,0
923530894,Ebenezer Chin Baptist Church,0
923531017,Høyantunet Borettslag,0
923531106,Sameie Hollavegen 26,0
923544399,Borgeskogen Terrasse Borettslag,0
923570489,Km Bygg Kurt Myrholt,0
923566732,Lia Byggtjenester,0
923565701,Gamlebu Jaktlag,0
923562222,Nordjordet Astrid Anita Felle,0
923561757,Verdipartiet Telemark,0
823568592,Norsk Arbeidshelse AS,0
823565062,Scheen Sysla Johansen,0
923556362,Negotia Avd. Brevik,0
923585966,NFU Notodden Lokallag,0
923583610,Bjorvann Grunneigerlag,0
998230659,Nimia AS,0
923580077,Tron Magnar Svagård,0
923577327,Kvamsfjell Hytteforening,0
923576428,KJ Frisør Katarzyna Janik,0
923576266,Hans Martin Nybråten,0
923576207,Ingvild Vesterdal,0
923609474,Kirkens Bymisjon Notodden,0
823620632,Drangedal Sv,0
823612192,Augestadvegen 1 AS,0
923590447,Resco Vogel Inngår i Dødsbo,0
923590412,Notodden Tuning - Kaasa Motor,0
923589996,Scheen AS,0
923589546,Seljordsvatnet Grunneiarlag Sa,0
923587012,Hans Erling Midtbøen,0
931402978,Wråld Kullvik,0
931401548,Bislimi Renholder & Vedlikehold,0
931401424,Fiskeklar A Oppedal,0
931400843,Layerone AS,0
931400819,Nordeide,0
931400479,Gaustatoppen Booking AS Konkursbo,0
931400207,Aamot Bygg,0
931400177,Alf Jonassen,0
923452966,Bomvegen Kosabru - Sandvik,0
923452850,Liverbirds Kragerø,0
931408992,Serine Augusta Bryne,0
931407678,Evjen Tjenester,0
931407198,Miljøterapaut Kristine Finkenhagen,0
931406477,Jens M Ellingsvik,0
931404253,De Hellige 3 T'Er,0
931403141,Ian Cox Wallkandy,0
823486022,Van Voornveld Creative Solutions,0
923480404,Henriksen,0
923469737,Jalal Transport Senan,0
923460047,Erling Skårnes,0
923459901,Aase Marie Tveit Øygarden. Opr.Spl.,0
823466692,Roholt Service,0
923456554,Tintins Best Asia Mat Egell-Johnsen,0
923455760,Well-Bee Stanojevic,0
923543295,Geokonsulenten Bjørn Magnus Mowinckel Nilsen Narum,0
923542876,Nurse of Norway,0
923540180,Frednes Brygge i Borettslag,0
923536825,Tomatprat Orskaug,0
923534598,Honningbua AS,0
923531661,Anders S. Sørensen,0
923525181,Boopitybap French,0
923495274,Nordbø Automasjon,0
923436847,Levangsheia Velforening,0
923433910,Nord Hovland,0
923433260,Sør-Norsk Entreprenør AS,0
923432582,Nordbygdi Jaktlag,0
923429697,Lindland Holding AS,0
923428682,Meinstad Montasjeservice,0
923427570,Rauland Ungdomsklubb,0
923425845,Aksvik Drift,0
923450645,Sunde og Tveiten Jaktlag,0
923450459,Lions Club Drangedal,0
923447245,DEN Minste Kunst,0
923447105,Kragerø Hagelag,0
923440054,KK Gruppen AS,0
823453132,Grasmyrhagen Borettslag,0
923438920,Levangsheia Kulturkomite,0
923437509,Humor- og Idrettslaget Sweco Seljord,0
831406992,T. Stiklestad Musikk,0
831404922,Ghanim Solutions,0
831401192,Østerli Eiendom AS,0
931393723,Stubberød Coaching,0
931392565,OWB Mc,0
931391968,Gertie Risvaag Aanjesen,0
931391062,J-O Holding AS,0
931389483,John Kitolanos Hjelpeforening,0
931399837,NS Motorgroup Bin Khadra,0
931399381,Nilsen Veiledning,0
931399012,Birtedalen Aktivitetspark AS,0
931398148,Yasin Bahri Valhalla Web Consulting,0
931397877,Tinn Tilhengerservice Asland,0
931396609,Magnus Waasjø,0
931396471,Finko AS,0
931395211,Komiteen for Minnesmerket Flykt,0
923380744,C.C Norway AS,0
923382577,Østre Bjårvann Grendelag,0
923380523,Fenris Kampsportklubb,0
923384715,Kragerø Vinklubb,0
923381228,Fjellgårdane Grendelag,0
923377824,Karinecare-Nkhnorge,0
923372474,Geir Håkon Myhre,0
923371850,Friends of The Future Library,0
923387285,Hageselskapet Drangedal Hagelag,0
923395741,Dotno Domains Trustee,0
923395962,Kragerø Ski & Rønners,0
923394176,Treungen Utvikling AS,0
923387536,Drangedal Kunst og Håndverkslag,0
923387994,Nærum Bolig AS,0
923389423,Skjærgårds Live Grenland,0
923391495,Drangedalsgata 21 Borettslag,0
923409777,Auto Line Hans Olav Flatland,0
923409521,Sitje Holding AS,0
923407138,Fredrick Kaasa,0
923406980,Øyvind Gjerjordet,0
823409362,Kåkken Skifjeld Agentur,0
923412727,Notodden Idrettsråd,0
923406190,Syrisk Forening i Grenland,0
923403949,Daniel Svendsen,0
923423338,Koriander,0
823427492,El & IT Forbundet Kragerø Elektriske,0
923417001,Ølklubben Den Bitre Humle,0
923416919,Hama Bilvask,0
923415750,Nissedal Fremskrittsparti,0
923411542,Nils Petter Holt,0
923411437,Håkon Moestue,0
923410767,Jurist Jon Eivind Svagård,0
923290419,Aktieselskabet Borgestads Understøttelsesfond Sti,0
923290354,Fagforbundet i Tokke,0
923289542,Lullo og Ole Kikuts Legat Sti,0
923286284,Grønlands Plass Iii Borettslag,0
923286152,Turkisvegen Borettslag,0
923286144,Jønholtdalen II Borettslag,0
923284818,Borgemarka II Borettslag,0
923284702,Brogatens Borettslag,0
923298533,Norwegian Testing Board,0
923297847,Sameiet Torvet 3,0
923295968,Hovenga Park Borettslag,0
923295720,Sameiet Kragerø Golf og Spa Resort I,0
923295712,Sameiet Kragerø Golf og Spa Resort II,0
923293612,Gråten Boligpark Borettslag,0
923292179,Norsk Frøavlerlag,0
923290842,Vesteråsveien Borettslag,0
923356797,Bostrak Yngres Avd.,0
923356266,Sauland Bygdekvinnelag,0
923354379,Namlos Entreprenør,0
923352309,Vish Massasje Viktoriia Shapovalova,0
923345868,Qbygg1 Czajewski,0
923342702,Nordic Furniture & Decor AS,0
923333118,Drangedal Birøkterlag,0
923332731,Svanstul Hytteforening,0
923368639,Tinn Snøscooterklubb,0
923362703,Nmedia AS,0
923361421,Starlease AS,0
923360735,Kiropraktor Hanne Marte Sønsthagen,0
923359265,Kirkens Hus Kragerø Venneforeningen,0
923358854,BG Porsgrunn,0
923358013,Vrådal Grendehus,0
923357270,Ligrend Veglag,0
923277625,Nordheimvegen 44 Borettslag,0
923275770,Liberalistene Skien,0
923269401,Lindeliavegen Sa,0
923267360,Mega Kontor Aukstikalnyte,0
923263403,Torsdal Trefelling,0
923262830,Kjosen Kristne Ungdomsforening,0
923261729,Kjosen Yngreslag,0
923258590,KFL Solutions AS,0
923274332,Sameiet Krusebyveien 82,0
997995090,Rauland Elektriske Utleige AS,0
923309004,Frier Vest Havneeiendom AS,0
923308326,Tollmotunet Utvikling AS,0
923304517,Harden Shaker,0
923302328,Høiås Bygg og Vedlikehold,0
923301208,Foreningen Gode Nyheter,0
923300317,Skippergata 14 AS,0
923324658,SP Services Pedersen,0
923322876,ADM Eiendom AS,0
923321411,Vågslid Utvikling AS,0
923318305,FAU Sauherad Barne- og Ungdomsskole,0
923317694,Kjosen Grendelag,0
923278338,AS Herdebred,0
923316337,Vågsbygd Holding AS,0
923314598,Akari Notodden AS,0
923284192,Jønholtdalen i Borettslag,0
923283455,Gymnasbakken II Borettslag,0
923283420,Holbergsgate Borettslag,0
923282661,Elveparken Brygge i Borettslag,0
923281924,Sameiet Klosterøya Vest Fjernvarmesentral,0
923280030,Lundejordet Vii Borettslag,0
823345542,Skjelbekkåsen & Granheim Vel,0
823329032,A.I Service & Tjenester Arve Iversen,0
923199926,Solåsen Vel,0
931438301,Gjømleåsen Vel,0
931436627,Luc Bygg,0
931435825,Senterutleie AS,0
931435124,Stub-Jakobsen Skogtjenester,0
931434055,Lyons-Kokkin,0
931432346,Hornslien Holding AS,0
931430947,Ole Kigen Undervisning,0
923218521,Raev AS,0
923218181,HKS AS,0
923216057,Nordbygdivegen 200 Seljord AS,0
923214259,Kiropraktor Katrin Helland,0
923209999,Plan Bolig AS,0
923209328,Nils Gunnar Grave,0
923190279,Kragerø Faste Billedgalleri,0
923203907,"Manilas Venner, Avd. Sannidal/Kragerø",0
823244932,Avanti Rådgivning AS,0
923234365,Indisk Gatekjøkken Jyoti Kumari Jagga,0
923233571,Seniorklubben Rønningen,0
923232869,Kjosen Normisjon,0
923229949,Even Ellegaard Westeng,0
923223126,Seljord Taxi DA,0
923219099,NOT Møbelsnekkeri AS,0
923219021,Yarnonet AS,0
923258248,Kvarvåsen AS,0
923251782,Fyresdal Sau og Geit,0
823252722,Telemark Krets av Ntl (Norske Trekkspilleres Landsforbund),0
923245170,Avanti Rådgivning AS,0
923244204,Kjosen Grendekrets,0
923239065,Nilsosem.Com Nils Otto Sem,0
923238387,O.E Botn Transport,0
923238301,Drangedal Entreprenørservice Ole Tomas Aakre,0
823188692,Uni Eiendom AS,0
923184902,Bergan Frukt,0
923182756,Medalto AS,0
823183682,Appify AS,0
923180745,Skjelsvik Velforening,0
923173366,BF Eiendom Invest AS,0
923170413,Shahzaib Ahmad,0
923168923,Valle Båtforening,0
931412868,Fikkjebakken Eiendom AS,0
931412256,Lundarvollen AS,0
931409867,Maling og Vaktmestertjenester Mihai Ursu,0
931409816,Sandstå Maskin & Landskap,0
923199780,Sammenslutningen av Frimurere,0
