Organisasjonsnummer,Navn,Antall_ansatte
970366318,Torstein sandvik veterinær,0
970944907,Hauglid ingeborg,0
970945105,Seltveit per helge,0
976092600,Elisabeth alvestad kaasa,0
976289099,Grete ingeborg vestby,0
979882912,Heidi haugholt,0
983270859,Dahl anette brungot,0
983334865,Cecilie solli albretsen,0
986131841,Gyri kaasin,0
986760806,Veterinær ragnhild sølberg,0
987515325,Veterinær åsne svalastog,0
988579645,Hege hegnastykket,0
989268147,Telemark hesteklinikk AS,0
991032231,Britt toril rinde,0
991537937,Husdyrlegen tuva farstad,0
992469803,Veterinær jan sverre rennesund AS,0
995353989,Veterinær jon ringsevjen,0
997770811,Camilla hamberg riddervold,0
998198755,Trond svare,0
999001386,Fyresdal dyreklinikk AS,0
819923752,Kvålseth utleige AS,0
830708642,Lars kristian berget,0
836183762,Miksal utleie mihajlovic,0
911826518,Telemark og Vestfold bilutleie AS,0
923077634,Ak anleggstjenester AS,0
923192549,Starlease AS,0
923788107,Skagerak bilpartner as konkursbo,0
924386002,Skagerak group as konkursbo,0
926755870,Leasepro AS,0
927660083,Nielsens bilutleie,0
932531720,Vest-telemark-bilberging werner,0
934301080,Beyenes Telemark bilutleie,0
934480244,C.s bil service AS,0
934828275,Omlids mc-utleie,0
955797744,Olas bilberging og bilutleie olav sæther,0
989522523,Ole's maskin og utleie ole kristian grana,0
920318037,Horse & rider AS,0
932021943,Rise multi-service,0
934827562,Kingdom-clark horses,0
988829455,Ståle andre moen,0
992366176,Stormax holding AS,0
995628244,Askje invest AS,0
996563421,Lastebil finans AS,0
922949735,Sykkelknut AS,0
925623148,Xtrem AS,0
925760676,4season golf fehn,0
926134825,Simulatorgolf AS,0
927485540,Vrålstad sykkel og tur,0
928651088,Siava invest AS,0
928678784,Simulatorgolf bø AS,0
929264037,Vannvidd AS,0
930069930,Easyjetski AS,0
931424939,Golfgarasjen AS,0
933689107,Snowmobile camp løvåsen,0
935609283,Fjordscooter AS,0
936025161,Gg golf AS,0
936204708,Croft golfsimulator AS,0
998532787,Skien gokart utleie AS,0
999659373,Ask aktiv,0
914848075,Partytelt utleie AS,0
915311849,Jons lys og lyd jon strømme larsen,0
919005181,Stage AS,0
922210209,Olav sveinsson,0
924511028,Flx audio AS,0
926961330,Russelyd AS,0
927062038,Dugg sauna AS,0
929858182,Vale consulting & co,0
930923117,Lilles utleie AS,0
933725278,Funbox AS,0
934140788,Strings and skins AS,0
934918886,Økomoro prais,0
947832824,Stage backline pål christian riis,0
960994337,Ann selda lisbeth johnsen,0
991796908,Audiopol live da,0
911565021,Pindsle maskinutleie,0
923122060,Hans martin nybråten,0
926391976,Britt anita østerli,0
930749907,Tindetoppen AS,0
935557321,Solheim gård utleieservise AS,0
971204796,Haugland knut k,0
976288254,Sten og grøntanlegg jon bjerketvedt,0
982072247,Bråthen rep & utleie,0
985242968,Gunnar gulliksen,0
987621311,Ufs minitransport,0
816669332,Bø lift og maskinutleie AS,0
824664412,Lift og maskinutleie AS,0
824733392,Tjønnheim invest,0
830127852,Seljord maskinutleige AS,0
888903682,Kjetil simonsen,0
911669722,Østlandske maskinleie AS,0
912263274,Grenland stillasutleie AS,0
914607388,Tvt maskin AS,0
915585574,Tsb AS,0
916101155,Kaali invest AS,0
918881425,Vika maskin AS,0
919283343,Johnsens utleieservice AS,0
919813423,Kongsberg brønnboring AS,0
920357113,Madsen utleie AS,0
921373651,Moland eiendom AS,0
925459259,Midt Telemark utleie AS,0
927479397,Bråthens utleieservice,0
928356531,Tbu Kragerø AS,0
928523446,Sterk utleie AS,0
928653552,Grenland maskinutleie AS,0
928781534,Borkman AS,0
929269950,Hella utleie AS,0
929958233,Arhol AS,0
930926965,Grenland rail materiell AS,0
930985724,Tkg drift AS,0
931242199,Senterutleie AS,0
931243330,Senter holding AS,0
931481428,H.o.m.e. hjelp AS,0
931744437,H.o.m.e. holding AS,0
931932519,André dalen - motor,0
931976311,Elseth maskin AS,0
932072637,Faane service,0
932391686,Solend haugholt holding AS,0
932536080,F sanden service & utleie,0
933500403,Lie utleige AS,0
933827925,Solli maskin og utleie,0
933842681,Jamtveit rental AS,0
933878538,Karlberg utleie,0
934320646,Vestmar stillas AS,0
934745701,Wiersdalen maskin AS,0
934997425,Bergstrøm utleie AS,0
935073316,Telemark tjenester og utleie AS,0
935284236,A-b-l holding AS,0
935366437,A-b-l AS,0
935633443,Bekkhus utleie og handel AS,0
935776244,Skei m&u,0
935950112,Larsen maskintjenester holding AS,0
936093221,Seljord bygg & maskinutleige AS,0
936512518,Strukturas equipment AS,0
936730299,Bakaas byggutleie AS,0
956547717,Knut jønholt AS,0
965321772,Sørensen AS,0
969786478,Tveit einar mikkel,0
983835805,Hegna liftutleie,0
985574332,Amt anlegg AS,0
985849471,Bjørn vesterdal maskinutleie,0
986232893,Ole kristian waage,0
989785788,Freddy halvorsen,0
990536406,Vassmoen AS,0
990738491,Jon arild hovden,0
990925283,Bitubekk maskinutleie,0
993490288,Utleier1 AS,0
994942662,Moland eigendom AS,0
997029119,Ghl-utleie AS,0
998726409,Torsbukt AS,0
999232582,Kvikk utleie AS,0
915852254,Merdeveien invest AS,0
921686110,Takbarge AS,0
983653294,Kragerø event v/roger sten klausen,0
918673350,Norwegian flying aces AS,0
929224213,Grenland fallskjermfly AS,0
980953173,Notodden flyinvest AS,0
982683696,Spit air AS,0
999606563,Flying sales AS,0
828880322,Gvu AS,0
881199742,Agnar andersen,0
914543894,Fleximek AS,0
914755387,Telemark industrirør bringsvær,0
914765854,Heim haugo AS,0
916698550,R-tuner remigijus mazrimas,0
918489851,Hotkon AS,0
920675506,Haugo sanering & eiendom AS,0
921177828,Gvk maskin AS,0
921322380,T hesthag,0
921705638,Sitje holding AS,0
922809755,Afka AS,0
924862971,Kts ulefoss eiendom AS,0
925116939,Ovetrans utleie og consult AS,0
925566322,Kr deleservice AS,0
926115707,"Heggekroken ivar, skogtjenester",0
926138596,Helge lien,0
926511564,Stor larsson,0
926723030,Hafredal utleie og service,0
926897314,Ringsevjen service,0
927060108,Edvin rykkelid,0
929328876,F1-3 yr AS,0
929418131,Maskin og produksjon AS,0
930255998,Vra AS,0
930736201,Container 1 AS,0
935743532,Awm invest as tvangsavviklingsbo,0
935744733,Grana as tvangsavviklingsbo,0
963696418,Øyfjell sag arild øygarden,0
966021969,Bø storkiosk og video AS,0
973055887,Jon o midtbø,0
980985989,Brødrene andersen stillasutleie AS,0
985717591,Gransherad bensin AS,0
994391623,Multiarena AS,0
995192942,Jensen hage & utleieservice,0
995349078,John oldroyd cheetham,0
998502772,Kragerø maskin og opplæring AS,0
930067717,Calderys Norway AS,0
980360857,Norsk kjededrift AS,0
980201279,Subsea services AS,0
913672968,Tomojo AS,0
913681193,Top recruit AS,0
914593972,Din rekrutterer AS,0
915613896,B-a rekruttering AS,0
921774966,Technoline AS,0
924742593,Edison consulting AS,0
928107140,Tyler baldock hudson,0
931018787,Clemensen-solberg rekruttering,0
933001512,Yvl AS,0
933291693,Telemark hr & rekruttering AS,0
935020476,Nødvikar - helse beck,0
935704863,Blueiq AS,0
935885469,Kaderia as tvangsavviklingsbo,0
935997259,Technoline as konkursbo,0
985536619,Skagerak rekruttering AS,0
988815004,Zapp AS,0
995188449,Din rekrutterer kjell magnus åsen,0
997768493,Rosland bygg,0
833861662,Ventor supply AS,0
914750296,Back office AS,0
916967616,Grønnerød AS,0
919093862,Linna invest og utleie ltd nuf,0
922854793,Dorholt maskin & utleie,0
923242317,Kfl solutions AS,0
923444335,Klasson personalutleie,0
923674268,Skagerak personalpartner as konkursbo,0
924825014,Recruiting in Norway AS,0
925423602,Håkon rykkelid,0
926781898,Bjønnelauge AS,0
927144182,Morten fjelldalen AS,0
927380617,S&p solutions AS,0
927715201,Lindheim jordbruksutvikling AS,0
928026280,Fjelldalen AS,0
929222709,Jv service og vedlikehald AS,0
929530306,Karimi holding AS,0
929791010,Carlstad AS,0
929852451,John buen AS,0
930389382,Gr skeie AS,0
930690821,Mm transport og vedlikehold AS,0
932437694,Omsorgsplan AS,0
933776964,Jensen support AS,0
933814882,Dreams construction AS,0
934824571,Bbs AS,0
935468965,C r drift AS,0
935755565,Pec as tvangsavviklingsbo,0
935829011,Nemas AS,0
936219756,Morten fjelldalen as tvangsavviklingsbo,0
980577244,Hans aarbakk,0
988765570,Kongshem AS,0
991488677,Borealis group services AS,0
992779209,Prå eiendom AS,0
993018120,Pynt AS,0
993128651,Tilly holding AS,0
995469278,Lundedalen lagertjenester AS,0
995661535,Wighus consulting,0
999508049,Telemark group AS,0
913282051,Blixen tours Norway AS,0
926999842,Oliven reiser AS,0
929107020,Down2outdoor AS,0
935371996,Tolnæs travel,0
936286011,Champions travel AS,0
961801125,Ferie kristin clemmensen,0
964923442,Grenland reisebyrå dag henning eik,0
979691068,Feriesenteret herkules AS,0
991875794,Norwegian travel group AS,0
824786852,Mamano invest AS,0
912219828,Barland event AS,0
916624565,Takstmann lars hus AS,0
920382509,Mkr- mammaklubben kultur- og reiseselskap,0
921149492,Cervus jaktreiser AS,0
924779667,Scotjakt AS,0
925721352,Rjukan events AS,0
925931810,Bammofighter oterholt,0
926972154,Aleksander stensrød andersen,0
927658178,Flamingo gruppen AS,0
927699087,Kine lunden,0
927784904,Vestre sønstebø låvekonserter,0
929153855,Green-ish mitchell,0
929708512,Greenpossible production østlie,0
929824008,Kulturstasjonen AS,0
930454702,Notodden pride,0
931661450,Longbay barbeque,0
933181286,Resorts malta limited nuf,0
934275950,Conseptbytina.no grønvold,0
934385993,Gøytek AS,0
934426355,Medlemsforeningen Notodden blues festival,0
935264677,Storås event,0
935427703,Grenland pokerrun AS,0
936264158,Handmade event AS,0
989497286,Amatørteatret fantasia,0
995350998,Til Telemark AS,0
999197078,Tg event AS,0
916175841,Telemark travel AS,0
922182868,Telemarkskanalen booking AS,0
925305804,Canal boats Telemark AS,0
936209572,Tele-tur AS,0
995849879,Vollan travel AS,0
996838129,Europabussen AS,0
997559460,Rendez-vous frankrike AS,0
917197261,Grupe eventyr,0
928127982,Vestfold Telemark reiseliv AS,0
971160004,Rauland turist AS,0
982913152,Møtestad Seljord AS,0
996827704,Vrådal næringslag sa,0
822655122,Telemark husky tour AS,0
830847502,Kn haugen,0
833055682,Crux creations by gærtner,0
833617532,Albert lykketoft bilgrav - guiding,0
836084462,Morgedal aktiv AS,0
913059980,Kirsti camerer - reiseliv og kultur,0
915637701,Vestjysk fjeldsport v/ anders steen hansen,0
916099363,Gygra AS,0
921200013,Klok outdoor guiding og service,0
921248865,Tytreland thomas ytreland,0
921639201,Martin horrigmo,0
925226696,Rio thirion,0
926124447,Kjøhl-røsand natur & formidling,0
928676641,Per stordrange AS,0
929117344,Out and about luithle,0
929434617,Steffensen adventure,0
929721764,Wåsjø simonsen,0
930873403,Skogsfugl guiden vøllestad,0
930900109,Åsulv hylland,0
930912735,Halle friluftsliv,0
931070495,Notodden opplevelser AS,0
931235850,Norwegian airlines & world wide travel center thore holm hansen,0
931257196,Stoltze vidde og vann,0
931357433,Busson water & mountain adventures,0
931601733,Vidda explorer AS,0
931665111,Jessen guide selskab,0
932115190,Elements ahlfors,0
932961687,Rauland adventure AS,0
932978636,Djernæs friluftsvejledning,0
933224082,Adventure time janovskis,0
933289796,Madsen adventures,0
933520277,Guide sofie sonne mølck,0
933521664,Gehlmann naturopplevelser,0
933559149,Spak events AS,0
933606856,Norlyk jensen guiding,0
933681971,Lundahl friluftsliv og naturveiledning,0
933770974,Haakon aaby hansen,0
933926125,Cbp tours AS,0
934105990,Brard venture,0
934159179,Reis med holt,0
935074959,Solvangs solrige eskapader,0
935082609,Samuelsen skiguide,0
935184878,Hastrup-leth go explore,0
935522897,Natur mathilde skaarup-de marco,0
935562163,Büngers eventyr,0
935580919,Rom andersen naturopplevelser,0
935626102,Carlsen friluftsguide,0
935712041,Vill horisont - flølo,0
936161049,Herbsleb friluftsliv,0
936367046,Hilde eikenes stenstad reiseforetak,0
983751024,Telemark opplevelser AS,0
993001961,Propell event kjetil lindblad,0
994359991,Kilden helene skallist,0
824630372,Atle berg konsulent- og servicetjenester,0
926849395,Sæteren karlberg,0
934674685,Etterforskningsbyrået frøken detektiv kristin elgtvedt,0
935652103,Frode olsen safezen security,0
915269761,Kragerø vaktservice AS,0
928070700,Wergeland,0
928498883,Alarm systemer AS,0
932011743,Dørhåndverkeren AS,0
970439528,Vakt & sikkerhetstjenesten v/claes eriksen,0
986817980,Sivak AS,0
815332342,Vestmar service AS,0
821545552,Pedersen bemanning,0
823341482,Henriksen,0
824487502,Tremyr eiendomstjenester,0
825803912,H. tandberg AS,0
827054852,Vaktmester halvorsen,0
827629642,Atle øyane,0
828739182,Bjørn olav eilefstjønn,0
830662472,L.e. kolbjørnsrud,0
831044632,Halvor breiseth,0
832491292,Hermann,0
835741982,Områdepartner gustav minnesjord,0
836554442,Hartviksens tjenester,0
875363972,J. h. findal,0
885321232,Nesland multi service,0
887735042,Morgedal drift og vedlikehald AS,0
897263122,Fredrick kaasa,0
898920682,Torbjørn andvik,0
912190552,Kviteseid byggevare AS,0
912698963,Edda solutions AS,0
914101921,Jj service johannessen,0
914213479,Bamble eiendom AS,0
914384168,Juletre hagen,0
914947588,Halvorsen service og vedlikehold,0
915719848,Vegard søli meen,0
915877621,W.v. tjenester w. verschuure,0
917226539,Olsen tjenester,0
918054774,Bård - magne tveitan,0
918492933,Thomas tvedt,0
918604405,David andersen services,0
919170379,"Morten lund, vaktmestertjeneste",0
919431776,Grapefruit AS,0
919678526,Tore venås- ventor,0
919854502,Gautefallheia hytteutleie AS,0
919905824,E. fredriksen utleie,0
920054218,Heldal bjørnsen,0
920591701,Leif johan aarbakk AS,0
920914683,Haaberg service,0
920959520,Thomas h. vaa,0
921045484,Hytteservice stabbestad johannes martinus antonius greiving,0
921477163,Schages vedlikehold,0
922357625,Anders høgli,0
922699801,Bo-partner drift AS,0
922809372,Ressursteam AS,0
923253793,Meinstad montasjeservice,0
923376380,Fribord hansen,0
923694285,Jørgen verpe forvaltning,0
924474556,Utleiegruppen drift AS,0
924652373,Kragerø fritidsservice AS,0
924806672,Notodden vaktmester tjenester tommy otterstad,0
924808209,Stamland servicepartner,0
924845740,Bjørnetjenester og foto bjørn spangelid,0
925133205,Vi adapt AS,0
925584703,Skrindebakke hytteservice AS,0
925896152,Grenland port & gjerde AS,0
926040960,Knoll & tott vaktmestertjenester AS,0
926173138,Almo granhaugen,0
926334581,Vatnedalen hytteservice klonteig,0
926837095,Tangen eiendom,0
926995979,Ellingsen vedlikeholdstjenester,0
927085003,G kastmo vaktmestertjenester,0
927135027,Mester langeland,0
927200422,Skupa AS,0
927257793,Easa markets,0
927406500,Vaktmester andresen AS,0
927447843,Kristian sølyst skomedal,0
927573873,Kragerø vaktmestertjenester øien,0
927608855,Svein nergaards praksis,0
927769417,Olstad servicetjenester,0
928030660,Kim reinhard sollid,0
928051390,"Mp service, pettersen",0
928140318,S aamodt,0
928252248,Arntsen hytteservice,0
928327302,Sohlberg junior,0
928635864,Aarnes ved og vel AS,0
928712974,Halvorsen vaktmestertjenester,0
928719219,N. åsolfsen håndverkstjenester,0
928730026,Telemark betong og vaktmestertjenester michal kosla,0
928887316,Pollemans hytteservice storm,0
929162382,Berge,0
929239288,Torgeir luraas AS,0
929281705,Luseter anleggservice as konkursbo,0
929284909,Johnsen vaktmester og snekkertjenester,0
929296850,Anthony robin avila,0
929410017,Madalin-lucian holtea,0
929617436,Rydd&fix - eilertsen,0
929650654,Service pro markitanov,0
930030422,Tangen,0
930093068,Bjugn vaktmestertjenester,0
930235008,Servicemann austad,0
930267678,Vistad service,0
930285269,Multiservice johansen,0
930538159,Lerin AS,0
930714666,Martin waasjø wiig,0
930733830,Ihz AS,0
930754293,Listøyl service - bård mathisen,0
930788376,Momrak bygdeservice,0
931079808,Håkon tveit enk,0
931127314,Odd martin wåsjø hals,0
931214551,Wråld kullvik,0
931226169,Elles service og vedlikehold doelman,0
931371347,Maling og vaktmestertjenester mihai ursu,0
931602454,Berge vedlikehold AS,0
931682024,Torleif gunleiksrud,0
931760289,Bendik & co AS,0
931838202,Lars olav kåsa hytteservice,0
931946374,L. m. battin,0
931994204,Garden vedlikehold,0
932117924,Altmuligmannen rydland,0
932294605,E sønstebø,0
932323907,Slåtta anlegg AS,0
932481170,Odel AS,0
932519674,Plaza solutions,0
932565021,Flatins vaktmestertenester AS,0
932711249,Gravningen tjenester og oppdrag,0
932780607,Smits skjærgårdservice&tjenester,0
933029425,Storaker service,0
933152685,S.a service AS,0
933448649,Amundsen service,0
933452328,Jansen multitjenester,0
933483886,Jonathan skree moe,0
933708950,Hauge drift & vedlikeholdstjenester,0
933820424,Makero AS,0
933904598,Gf gruppen invest AS,0
933959929,Skavlid consulting & investments AS,0
933964167,Heggernes bil og eiendom,0
934093631,Hobohm property management,0
934155742,Benjamin burnett bygg,0
934209966,Vaktmester hermansen,0
934263731,Markus jensen sunde,0
934335929,Gravningens vaktmestertjenester,0
934382838,Haug service,0
934400860,Haukeli fjellservice AS,0
934781244,Vaktmestertjeneste samuelsen,0
934806581,Espen christensen,0
934955145,Berge vedlikehold as konkursbo,0
934981766,Dsh holding AS,0
935019028,Fyr forvaltning AS,0
935067316,Vaktmesterservice midt Telemark AS,0
935083478,K thorsen tjenester,0
935113296,Attestog hansen AS,0
935165210,Andersen vaktmestertjenester,0
935253977,Høimyr tjenester,0
935327342,Erik hansen konkursbo,0
935372437,Halvorsen &co,0
935452651,Hans ruben amundsen,0
935653746,Olsen service,0
935677122,Vest Telemark vaktservice AS,0
935825067,Midtbøen u-vt,0
935843693,Anthonisen hytteforvaltning,0
935945976,Rinde høier service,0
935996090,Rune pedersens vaktmestertjeneste,0
936104878,Tangen tare,0
936125123,Håkon bråthen fikser,0
936154387,Østby l.m,0
936286763,Tobiassen bygg og eiendomsdrift,0
936295916,Lindtvedt AS,0
936507328,Halvorsen service,0
936573339,Frez AS,0
958669569,Eivind haugan,0
969203421,Håkon birkeland,0
969782073,Myrhaug olav,0
974677482,Gunnar hervik,0
976213920,Tor borgejordet,0
977492785,Hyttevaktmester'n knut hafsund,0
980805379,Morks vaktmestertjeneste,0
980863182,Ragnar toreskaas service ragnar toreskaas,0
981303954,Vaktmesterservice hulløen,0
981580524,Knut øverbø,0
982024552,Grimås service da,0
985317410,Telemark anlegg tom børre stensland,0
985426449,Ove henning bjørndal,0
985620245,Karlind anders l karlsen,0
987458844,Furuvannsvegen ba,0
987563915,Hans olav kaasa,0
989748416,Sekkekilen drift AS,0
989873717,Z. zervice vidar zcimarzceck,0
990494312,Spjeldset veilag sa,0
991145982,Jassi v/jasvinder singh,0
991602232,Olav sunde,0
993336076,Torgeir luraas,0
993574619,Vaktmester jan rune pedersen,0
993937266,Vest-telemark hytteservice t lie,0
994252852,Prg AS,0
994950061,Allsørvis terje aasen,0
995481308,Kjell-sverre tollefsen,0
996170314,Vaktmestertjeneste ivo kazakov,0
996363554,Arne liøkel,0
996698998,Edgars boligservice edgaras valentelis,0
997337352,Rolf magne isaksen,0
998042380,Knut juvland,0
998442249,Ragnar nørstrud,0
812497472,Wilber alexander vasquez zorrilla,0
827067652,Isabel risø renhold,0
829011042,Patrycja mazurek,0
829358492,Maren's maren helene nilsen-jacobsen,0
831116692,Roger wollmo vask og rep,0
831211962,Bislimi renholder & vedlikehold,0
832034142,Luna renhold service junusova,0
832961612,Iveti oppdrag AS,0
835584852,Ekocraft ans,0
888119752,Arena renhold khalida perven,0
912525163,Julias vask og vaktmestertjenester julia kolagbodi hartmann,0
913344103,Agata katazyna sewilo,0
913650794,Bliss renhold paslauskiene,0
913854454,Maria leonor dos santos damasio,0
913997255,Ena renhold lipoveci,0
914210674,Flash renhold barbara pedzich,0
915934447,Krupnova vija,0
916512244,Vejlgaard vedlikehold terje vejlgaard sørensen,0
916993722,Renhold service grenland AS,0
917321779,Allm's eiendomsservice,0
917642591,Beck renhold andreas beck jensen,0
918039678,Drzewinska renhold,0
919676027,"Double m renhold, apolskyte",0
920054471,Sønstebø renhold,0
920720196,Renholdsservice AS,0
920851746,Perfekt effekt service AS,0
921556330,Kari skarprud,0
921740409,"Best renhold, usare",0
922312389,Ana burlan,0
922407215,Drammen rengjøringsbyrå veronika kopecka,0
922719896,Åste marie hegna,0
922830134,Telemark hyttevask AS,0
923068651,Jeanette hihn,0
923956883,Bråten renholdstjenester,0
924045485,Amr renhold service jusupov,0
924501537,Ewelina bogacz service,0
924872896,Panorama hjemmetjenester AS,0
925322881,T.t.s AS,0
926404768,Sowinska-polgrabska renhold,0
926421816,Thera riving og rengjøring sedlakova,0
926460455,Olavesen renhold,0
926469290,Pisker vask og renhold,0
926535536,Martinsen renhold & vedlikeholdstjenester AS,0
927033356,E&m skorczyk service,0
928035964,Flexi renhold og anleggsgartner AS,0
928141616,Edyta-vask rent og pent edyta monika sliwinska-maj,0
928195686,Reinhaldsservice ved eva h. sandvik,0
928351807,Alt i renhold lajla ekeberg,0
928413195,Inti ren AS,0
929125096,Bamble renhold joanna ciasto,0
929423062,Rengjørings byrå gomez olivos,0
929527828,Renhold og systue swies,0
930589489,Ren invest AS,0
930695106,"Rsa, kalinauskiene",0
930751952,Garantert renhold AS,0
931101773,Vaskehjelpen bogumila wagila,0
931136380,Lilija peciuliene,0
931377868,Skogvennlig - elin strøm larsen,0
931445537,Lille mopp lindtein renhold,0
931599348,Metro servicesenter rødsjø,0
931673173,Ivanov renhold,0
931758020,Kristine's renhold storbukås,0
931776495,Weitkamp servicetjenester,0
931893394,Honningdal enk,0
931908464,Tatjana weddegjerde renhold,0
932045575,Renthus czapkowska,0
932135760,Power-link AS,0
932463636,Vask og vedlikehold v/ k. rohleder,0
932722410,Rosland rengjøring,0
933081427,Deilrind renholdstjeneste,0
933151808,Klemek,0
933186814,Aarnes renhold v/ gdaey,0
933187292,Van huissteden håndverk,0
933255751,Nor derks,0
933329321,Wagenaar,0
933396681,Hassan,0
933522679,Hm selstad,0
933716473,Martine bakaas,0
933794474,Anne weholt renhold,0
934017331,Fs renhold & flytting service sherzai,0
934075056,Bråthen servicetjenester,0
934152182,Lani & finkenhagen service da,0
934159543,"Odette blohm, renholdsoperateur odette blohm",0
934179293,Hajbas renhold,0
934261623,Meyer vask og service,0
934272536,Buer sr-enhold,0
934275098,Antczak brendemo renholdsservice,0
934450701,Ans r stoa & sønner renhold,0
934830121,Krasnovskyi service,0
935124182,Enas renhold as konkursbo,0
935293081,Johnsen mekaniske,0
935464943,Vaskejan johansen,0
935545390,Rengifo ruiz inti ren,0
935610591,Lenka vesela rengjøringsbyrå,0
935661129,Nissedal hytteservice AS,0
935766990,Signe britt nyland,0
935774721,Danylov renfjord,0
935790824,Renhold gosia markielewicz,0
935842697,Gjesteklar renhold v/ iversen,0
935910919,Gjesteklar renhold v/ sølverød,0
935952980,Rønningen renhold,0
935961416,Aspenes rydd&rent,0
941968678,Hjartdal bil og maskin AS,0
970284745,Borgestad torgeir,0
970350128,Zlarks vinduspuss s zscharnack,0
970437320,Pernilles renhold pernille westberg,0
980901831,J johansens rengjøringsbyrå AS,0
981912578,Gyda christensen,0
983262279,Midtengs vaktmesterservice & renhold,0
986231706,Randis rengjøringsservice eikåsen,0
989058142,Multima v/ zeki kaya,0
990060355,Maliha cemal rengjøring,0
992176741,Hytteservice lene johannessen,0
993175641,Gvarv renhold v/sato movsesian,0
993295507,Karlsen & co renhold,0
993625590,Telemark amk service joanna homa,0
993969060,Aga-vaskefirma agnieszka rafalowska,0
994076515,Monikas hjem og industrirenhold monica wezyk,0
994639803,Complete partner grenland AS,0
995661381,Shala rengjøring / maling,0
996425754,Telemark renhold abdullah,0
998072255,Vaskinga v/ kinga ewelina dudek,0
829860562,Cp mitchell,0
921614454,Midt-Telemark ventilasjonsrens meland,0
928568881,Alfa fasadevask Telemark AS,0
928960048,Grenland utvendig vask AS,0
930711942,Vinduspusser joakim larsen AS,0
931144413,Tomas fjellet takstein rehab,0
931443895,Geppert service,0
933254909,"Fasadevask, grenland AS",0
933283313,Takvask og fasaderens ilyas,0
933624692,Ren fasade holmstedt,0
933846342,Sterner & stalsberg laserservice AS,0
934444027,Isach løvbrekke service,0
935519837,Nome hus- og hytteservice AS,0
935814022,Netica AS,0
935999138,Eiendomsvask AS,0
991922539,Finkenhagen renhold,0
818819722,Halvard kostveit,0
820478312,Kai-morten gurholt,0
831042222,Kullvik rov,0
869223972,Stegarud gunnar,0
869858382,Fjerdingby jan erik,0
919702370,Høibø maskin og transport,0
920028101,Tor ove ramtoft,0
920441998,Blikavegen sa,0
920734111,Lund service,0
920778704,Bjørn simen skaret,0
920796982,Slåtta takst,0
921546351,Rb maskin-even rekanes hesthag,0
922172927,Eirik eika-rydland,0
922264007,R. brendemo maskin,0
923602496,Matias holtren,0
925474258,Bjørn oswald,0
925705780,Skarstjønn AS,0
926155385,Fæhn maskin,0
927151391,Lm eigedom AS,0
927595184,Trovatn maskin,0
928002675,Taraldlien maskin og service,0
929031067,Vestmar vei og vedlikehold AS,0
929514602,Nordheim maskin v olav nordheim,0
930139459,Magnar bjålid,0
930506796,Nikolai nydal,0
930823414,Oe nordbø,0
933806723,Telemark skadedyrkontroll AS,0
934380169,R.f. maskin AS,0
934972147,Hund og eier da,0
935085012,Daniel opthun,0
969101602,Hegna inge,0
969175908,Byberg odd arne,0
969328321,Hølje t ålykkja,0
969442744,Hauge harald,0
969786710,Dag rune teigen,0
969932571,Erik hesby håtveit,0
970213309,Bondal nils k,0
970397019,Torbjørn berge,0
970498729,Halvorsen bjørn,0
970561722,Geir vidar møller gjærum,0
979389639,Eivind ståland maskin,0
980052478,Hans e lia,0
980330680,Tor magne skjelbred,0
985189056,Eksoterm AS,0
985984301,Gilhauge service,0
986557008,Jon j tveiten,0
986944532,Stein inge rinden,0
987293497,Lifjell service AS,0
987755520,Tommy dolva,0
987773286,Kjell tores brøyteservice kjell tore andreassen,0
987869542,Hallgrim haugen,0
987927496,Stian brekke,0
988014907,Svein olav krontveit,0
989980009,Sølverød da,0
990323402,Roger borge,0
991302476,Bjørn sigurd hove,0
991712941,Jan olav rosland,0
993185698,Lars halvor byberg,0
996534510,Kvitåvatn hytteservice knut ørnes,0
996847470,Isaksen vedlikehold AS,0
999030793,Halvor minnesjord,0
999195717,Tommy rossbach AS,0
811874302,Nye hage og trepleie AS,0
818174802,Stenseth tre & hage AS,0
821702852,Anleggsgartner steinar fossan,0
822968422,Ingvild skjeldal waage,0
825206892,Tine helen møller,0
825446052,4 årstider AS,0
832475432,Pedersen gg entreprenør,0
915169538,Hagefryd brødsjømoen,0
915180396,Mats smedsli,0
917466270,Walking on the grass konrad homa,0
917757801,Kristian nørstrud,0
921211821,Karlsens hageservice,0
922673675,Extrahjelpen AS,0
922892423,"Finn resch, grønne tjenester",0
924590807,Vakre lunde,0
924805536,Agronom geving,0
925867004,Gøran haugland,0
927181606,Eriksen dyrland hagetjenester,0
927384817,Korsnes grønne fingre,0
927467887,Vhl landskap - vemund hogstad lie,0
928236080,Bergs utemiljø,0
928819426,Hagens service,0
928990028,Gartnerhjelpen berbu,0
929161084,Hagetjenester AS,0
929916107,Eldar hansen,0
930541273,Afifa alahmad,0
930673722,Hsh - paulsen,0
930734098,E engvoldsen gartner og vaktmestertjenester,0
930824089,Hercher uteservice,0
931509209,Richards skog og trepleie,0
931591517,Jensen uteservice,0
931666282,Olsen service,0
931959417,Skagerak ørret AS,0
932686996,Gvarv blomster AS,0
932726076,Hel hage v/karen b. jensen,0
933291812,Gartner mendez lindblom,0
933391817,Lid bergeland vei & anlegg,0
933434796,Utestyling AS,0
933501108,Greenkeeper morten solrud,0
935100909,Crowberry bush AS,0
935175844,Hansen hagearbeid m/t,0
