Org. nr.,Navn,Overordnet enhet,Antall ansatte,Organisasjonsform - Kode,Organisasjonsform,NACE 1,NACE 1 - Bransje,Beliggenhetsadresse - Kommune,Postadresse - Kommune
933778347,Helena bustrak,933604071,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Kragerø,
933989372,Skjera.app - nilsen,933821625,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,
934093933,Respons design AS,934058186,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Midt-Telemark,
934162617,Drs websolutions ans,933980391,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,
934338219,Bjørnar heian langved web,934195620,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,
934346416,Grønlid,934344588,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Porsgrunn,
934369262,Buried beneath interactive AS,934333039,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Notodden,
934399161,Felix utvikling AS,934359089,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,
934487524,Motherx AS,934343727,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Nome,
934503899,Teigen development,934376331,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Porsgrunn,
934516869,Project nxt AS,934386388,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Porsgrunn,
934704843,For nature AS,923875840,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,
934822722,Khatuev skyline interface,934821289,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,
934829972,Jynge setchell mods,934829964,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Nome,
935123437,Betten invent AS,934988175,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Nome,
935322537,Todg AS,935130573,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,
935332087,Groth software solutions,935332060,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Porsgrunn,
935478154,Prochect AS,935394457,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Porsgrunn,
935523842,Skapatek ameri,935523834,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Midt-Telemark,
935555965,Nova mentis AS,935511380,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,
935574439,Folkets røst AS,935547067,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Porsgrunn,
935583772,Geo go AS,935234123,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Notodden,
935670926,Stykket studio,935548659,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Midt-Telemark,
935720885,Wbg induction AS,935360137,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,
935730937,H2o.dm,935353262,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Midt-Telemark,
935763533,Ma-invest AS,988167088,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Bamble,
935790239,Bekkelund handelhjelp,935471125,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Nome,
935814529,Sandan trading v/werner lekven,995094126,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,
935895111,Avalue AS,935883741,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Porsgrunn,
936013597,Kodekrefter frå solsvik,935597595,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Porsgrunn,
936100198,Vestmar 3d-produksjon,935686946,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Kragerø,
936187773,Nordigames AS,929699580,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Bamble,
936237398,Sibyl AS,835822672,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,
980425576,Axezz data,979842376,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Porsgrunn,
981371925,Stone computing AS,980875628,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Porsgrunn,
986560416,Systemhuset episteme AS,958447175,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Bamble,
986864482,Datadilla.com,986850511,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,
991800263,Kelson consulting AS,991795170,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,Skien
993137871,Jonathan bjerk data og design,993131415,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,
994131095,Flatebo data morten andreas flateb,983344186,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Siljan,
994460803,Akeo AS,994428152,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,
997774124,Soly group AS,997767500,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Nome,
997808800,Tallknusing og baksidebygging AS,923003894,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Midt-Telemark,
997833406,New normal group AS,997819594,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Skien,
998230659,Nimia AS,998178479,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Kviteseid,
998688604,Cmoneo AS,998680026,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Notodden,
999629016,Mementoit AS,826515562,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.100,Dataprogrammeringstjenester,Bamble,Sandefjord
819900612,Bitit AS,919811986,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Vinje,
823053622,Plan b it AS,922988625,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
823708742,Skyfritt AS,923693378,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Bamble,
831404922,Ghanim solutions,931402846,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
833853252,Frontivia AS,933602338,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
835296202,Reiten logic,835296172,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Tinn,
883374142,Pc huset svein inge jørgensen,983252893,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Nome,
886118422,Hns consult AS,998066883,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Midt-Telemark,
898974642,Kjell østlid it tjenester,990602077,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
911924323,Kragerø consulting,911897520,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Kragerø,
912497305,Zondo Norge AS,812484192,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Midt-Telemark,
912613631,Dignatio AS,912591646,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
912912183,Rolf n. terkelsen,946070513,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
913450353,Fredrik brubakken,913336836,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Kragerø,Kragerø
913604377,Codus marketing lorentzen,894940522,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
914057035,Thure media AS,914036070,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
914767962,Reinertsen dataservice AS,914763231,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
914836816,Sensosoft AS,914796334,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
915192920,Microflash kristian michael furuholmen,915147763,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
915390994,Nettex sandbeck,879543002,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
915823424,Smart and safe henning kihle,981626141,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
915918220,Elastisk AS,915843697,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Notodden,
916106920,Rossbach data AS,917421560,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
917160538,Scape management AS,917135851,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
917969124,Arnesen data,980295206,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
918042601,Tixio technologies AS,917989893,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Nome,
918239960,C:comm håkon andre lundsett,991669736,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
918344691,Obd-performance Seljord,918270949,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Seljord,
919013095,Frode ulsund tech,984710593,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
919071680,Lars ellingsen,919000201,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
920009395,Wiztech AS,919911468,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
920292194,Axenter AS,920256317,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Bamble,
920427359,Telemark kompetanse as avdeling bø,924523913,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Midt-Telemark,Nome
921482027,Naitsmania consulting services,812879162,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
921755643,Sannas consulting AS,921735464,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
922161763,Keepsmiling stordalen,989889230,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
922309132,Xtre AS,922155852,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,Porsgrunn
922323909,Topborn AS,922129002,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Tinn,
922336245,Almankaas jacobsen konsultentvirksomhet,922166226,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
922355274,Vaditime AS,922191832,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Nome,
922586411,Ms excel mathisen,922390460,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
923193316,R steinmoen it-tjenester,823012632,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Notodden,
924338415,Torben andersen media,996208427,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
924402253,Webtakk sehested,924370319,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Bamble,
924535008,Eib consulting AS,824503222,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
925345725,Origo-holding AS,925248304,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Kragerø,
925526258,Dotno trustee domains,925524751,,AAFY,Underenhet til ikke-næringsdrivende,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
925646474,Westli consulting AS,923129677,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
925844411,Mortensen consulting,988228656,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
926055275,Barstad it AS,925838101,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Seljord,
926183664,Rossbach data,916087314,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
926504940,Trond botnen AS,926473433,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Midt-Telemark,
926785389,Mainstream kompetanse AS,926660160,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
926989537,Alkymia AS,983983162,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Midt-Telemark,
927312956,Moen multimedia,927144549,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Bamble,
927555220,Månevann AS,927343134,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
927588994,Tidevann AS,927378329,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
927597160,Bergan technologies AS,827391522,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
927952548,It & programvare - nymoen,927776405,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Midt-Telemark,
928205274,Mm4 consulting AS,928181332,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
928311384,Cyber wolf AS,928111377,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
928388751,Vitality holding AS,982768772,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
928651118,Iso tjenester AS,828635352,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
928808815,Databonde henning jensen,928633675,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Midt-Telemark,
928885054,Specc AS,928699161,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
929330773,Mispelon consulting,929162366,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Midt-Telemark,
929818830,Engh xyz it,929539222,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Kragerø,
929846036,Rb consulting roger bjørkelund,929585461,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
929879856,Kristian ivanov,929624211,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
929889096,Nordkvelde rådgiving,929636503,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
929897684,Falkumdata steinar sjøberg,917651523,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
930194565,Santi consulting AS,830164332,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Kragerø,
930249483,Helene celine holding AS,930068373,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
930661260,Glaadly AS,930646822,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
930837482,Site partners AS,930797987,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
930899143,Olsnes ikt-service,930897043,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Tokke,
930950521,Shuba,930908223,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Kragerø,
930962201,Barrow fikser greier,930699675,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
931022490,Kosta milic,931019996,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Notodden,
931049496,Bahrawy web,930786071,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Midt-Telemark,
931179950,Neat app AS,930865087,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Drangedal,
931187791,Zx systems AS,930874884,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Notodden,
931209485,Datamaker v/geir soland,931207121,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
931253484,Brakstad consult,930990922,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
931262017,Ødegaarden heggeli tjenester,931259296,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Bamble,
931289209,Joakim øyen konsulenttjenester,923854088,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
931293389,Daniel wien,986046976,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
931382020,Autovekt AS,931169335,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
931398148,Yasin bahri valhalla web consulting,931396811,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Fyresdal,
931441582,Itum Notodden as avd dalen,991586253,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Tokke,Notodden
931605895,Bjørnstad it,931518402,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
931719343,Thygesen 2.0,831718552,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
931814842,Digitalpeakmarketing,931798979,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Notodden,
931955349,Bindingsnuten AS,931860046,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Seljord,
932025124,Smedvik consulting,931975730,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Nome,
932240130,Henning ims,932190117,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
932240181,Guro haakanes,932190176,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
932278766,Techal AS,915313647,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Bamble,
932346362,Nordaunet konsult,932345021,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Bamble,
932382083,Unidata grønli,932295555,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,
932548305,Brauter rådgivning,932490420,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Skien,
932708744,Wormsen elektro,932707616,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Midt-Telemark,
932754401,Niax holding AS,932752123,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Porsgrunn,Porsgrunn
932759179,Atle nilssen,932755351,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,Bamble,
