Nivå,Geografisk enhet,Kjønn,Alder,Antall personer,Andel av befolkningen,Dato
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 29 år,315,6.1,2022-03-01
Telemark kommuner,Kviteseid,Menn,18 - 29 år,4,2.3,2016-02-01
Telemark kommuner,Seljord,Begge kjønn,18 - 29 år,16,4.6,2022-03-01
Telemark kommuner,Midt-Telemark,Kvinner,18 - 29 år,54,6.4,2016-02-01
Telemark kommuner,Siljan,Begge kjønn,18 - 29 år,18,6.1,2022-03-01
Telemark kommuner,Midt-Telemark,Menn,18 - 29 år,55,5.7,2016-02-01
Telemark kommuner,Skien,Begge kjønn,18 - 29 år,546,7.2,2022-03-01
Telemark kommuner,Nissedal,Kvinner,18 - 29 år,,3.6,2016-02-01
Telemark kommuner,Tinn,Begge kjønn,18 - 29 år,36,5.1,2022-03-01
Telemark kommuner,Nissedal,Menn,18 - 29 år,,0.9,2016-02-01
Telemark kommuner,Tokke,Begge kjønn,18 - 29 år,10,3.6,2022-03-01
Telemark kommuner,Nome,Kvinner,18 - 29 år,31,7.6,2016-02-01
Telemark kommuner,Vinje,Begge kjønn,18 - 29 år,20,3.7,2022-03-01
Telemark kommuner,Nome,Menn,18 - 29 år,18,3.8,2016-02-01
Telemark kommuner,Bamble,Begge kjønn,18 - 29 år,120,6.7,2023-03-01
Telemark kommuner,Notodden,Kvinner,18 - 29 år,93,10.0,2016-02-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 29 år,38,6.7,2023-03-01
Telemark kommuner,Notodden,Menn,18 - 29 år,61,6.1,2016-02-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 29 år,5,3.9,2023-03-01
Telemark kommuner,Porsgrunn,Kvinner,18 - 29 år,193,7.3,2016-02-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 29 år,5,2.3,2023-03-01
Telemark kommuner,Porsgrunn,Menn,18 - 29 år,193,6.9,2016-02-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 29 år,59,4.9,2023-03-01
Telemark kommuner,Seljord,Kvinner,18 - 29 år,9,5.2,2016-02-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 29 år,18,6.1,2023-03-01
Telemark kommuner,Seljord,Menn,18 - 29 år,6,3.0,2016-02-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 29 år,102,5.8,2023-03-01
Telemark kommuner,Siljan,Kvinner,18 - 29 år,4,2.6,2016-02-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 29 år,6,3.9,2023-03-01
Telemark kommuner,Siljan,Menn,18 - 29 år,,1.3,2016-02-01
Telemark kommuner,Nome,Begge kjønn,18 - 29 år,41,4.8,2023-03-01
Telemark kommuner,Skien,Kvinner,18 - 29 år,284,7.1,2016-02-01
Telemark kommuner,Notodden,Begge kjønn,18 - 29 år,127,7.3,2023-03-01
Telemark kommuner,Skien,Menn,18 - 29 år,250,5.9,2016-02-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 29 år,312,6.0,2023-03-01
Telemark kommuner,Tinn,Kvinner,18 - 29 år,15,4.4,2016-02-01
Telemark kommuner,Seljord,Begge kjønn,18 - 29 år,20,5.4,2023-03-01
Telemark kommuner,Tinn,Menn,18 - 29 år,26,6.2,2016-02-01
Telemark kommuner,Siljan,Begge kjønn,18 - 29 år,14,5.0,2023-03-01
Telemark kommuner,Tokke,Kvinner,18 - 29 år,4,2.9,2016-02-01
Telemark kommuner,Skien,Begge kjønn,18 - 29 år,545,7.1,2023-03-01
Telemark kommuner,Tokke,Menn,18 - 29 år,4,2.3,2016-02-01
Telemark kommuner,Tinn,Begge kjønn,18 - 29 år,45,6.6,2023-03-01
Telemark kommuner,Vinje,Kvinner,18 - 29 år,5,1.9,2016-02-01
Telemark kommuner,Tokke,Begge kjønn,18 - 29 år,9,3.3,2023-03-01
Telemark kommuner,Vinje,Menn,18 - 29 år,6,2.1,2016-02-01
Telemark kommuner,Vinje,Begge kjønn,18 - 29 år,16,3.1,2023-03-01
Telemark kommuner,Bamble,Kvinner,18 - 29 år,89,9.2,2017-02-01
Telemark kommuner,Bamble,Begge kjønn,18 - 29 år,129,7.2,2024-03-01
Telemark kommuner,Bamble,Menn,18 - 29 år,94,8.3,2017-02-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 29 år,40,7.2,2024-03-01
Telemark kommuner,Drangedal,Kvinner,18 - 29 år,16,6.2,2017-02-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 29 år,4,2.8,2024-03-01
Telemark kommuner,Drangedal,Menn,18 - 29 år,18,6.5,2017-02-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 29 år,5,2.2,2024-03-01
Telemark kommuner,Fyresdal,Kvinner,18 - 29 år,,1.2,2017-02-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 29 år,71,5.9,2024-03-01
Telemark kommuner,Fyresdal,Menn,18 - 29 år,5,4.9,2017-02-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 29 år,17,6.3,2024-03-01
Telemark kommuner,Hjartdal,Kvinner,18 - 29 år,7,6.4,2017-02-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 29 år,101,5.7,2024-03-01
Telemark kommuner,Hjartdal,Menn,18 - 29 år,8,7.8,2017-02-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 29 år,6,4.1,2024-03-01
Telemark kommuner,Kragerø,Kvinner,18 - 29 år,54,8.2,2017-02-01
Telemark kommuner,Nome,Begge kjønn,18 - 29 år,47,5.5,2024-03-01
Telemark kommuner,Kragerø,Menn,18 - 29 år,39,5.2,2017-02-01
Telemark kommuner,Notodden,Begge kjønn,18 - 29 år,134,7.7,2024-03-01
Telemark kommuner,Kviteseid,Kvinner,18 - 29 år,5,3.4,2017-02-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 29 år,322,6.3,2024-03-01
Telemark kommuner,Kviteseid,Menn,18 - 29 år,8,4.6,2017-02-01
Telemark kommuner,Seljord,Begge kjønn,18 - 29 år,16,4.3,2024-03-01
Telemark kommuner,Midt-Telemark,Kvinner,18 - 29 år,51,6.2,2017-02-01
Telemark kommuner,Siljan,Begge kjønn,18 - 29 år,8,3.0,2024-03-01
Telemark kommuner,Midt-Telemark,Menn,18 - 29 år,53,5.2,2017-02-01
Telemark kommuner,Skien,Begge kjønn,18 - 29 år,541,7.1,2024-03-01
Telemark kommuner,Nissedal,Kvinner,18 - 29 år,,3.8,2017-02-01
Telemark kommuner,Tinn,Begge kjønn,18 - 29 år,41,6.0,2024-03-01
Telemark kommuner,Nissedal,Menn,18 - 29 år,,1.8,2017-02-01
Telemark kommuner,Tokke,Begge kjønn,18 - 29 år,4,1.4,2024-03-01
Telemark kommuner,Nome,Kvinner,18 - 29 år,33,7.8,2017-02-01
Telemark kommuner,Vinje,Begge kjønn,18 - 29 år,17,3.5,2024-03-01
Telemark kommuner,Nome,Menn,18 - 29 år,25,5.0,2017-02-01
Telemark kommuner,Bamble,Begge kjønn,18 - 29 år,156,7.5,2011-04-01
Telemark kommuner,Notodden,Kvinner,18 - 29 år,87,9.1,2017-02-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 29 år,40,7.9,2011-04-01
Telemark kommuner,Notodden,Menn,18 - 29 år,53,5.3,2017-02-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 29 år,7,3.8,2011-04-01
Telemark kommuner,Porsgrunn,Kvinner,18 - 29 år,189,7.0,2017-02-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 29 år,10,4.8,2011-04-01
Telemark kommuner,Porsgrunn,Menn,18 - 29 år,203,7.2,2017-02-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 29 år,128,9.1,2011-04-01
Telemark kommuner,Seljord,Kvinner,18 - 29 år,10,5.3,2017-02-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 29 år,17,5.0,2011-04-01
Telemark kommuner,Seljord,Menn,18 - 29 år,5,2.6,2017-02-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 29 år,92,5.7,2011-04-01
Telemark kommuner,Siljan,Kvinner,18 - 29 år,10,6.5,2017-02-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 29 år,7,3.6,2011-04-01
Telemark kommuner,Siljan,Menn,18 - 29 år,,1.8,2017-02-01
Telemark kommuner,Nome,Begge kjønn,18 - 29 år,43,5.1,2011-04-01
Telemark kommuner,Skien,Kvinner,18 - 29 år,266,6.7,2017-02-01
Telemark kommuner,Notodden,Begge kjønn,18 - 29 år,157,8.9,2011-04-01
Telemark kommuner,Skien,Menn,18 - 29 år,236,5.6,2017-02-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 29 år,369,7.1,2011-04-01
Telemark kommuner,Tinn,Kvinner,18 - 29 år,17,4.6,2017-02-01
Telemark kommuner,Seljord,Begge kjønn,18 - 29 år,20,5.1,2011-04-01
Telemark kommuner,Tinn,Menn,18 - 29 år,17,4.2,2017-02-01
Telemark kommuner,Siljan,Begge kjønn,18 - 29 år,19,5.8,2011-04-01
Telemark kommuner,Tokke,Kvinner,18 - 29 år,5,3.8,2017-02-01
Telemark kommuner,Skien,Begge kjønn,18 - 29 år,532,6.9,2011-04-01
Telemark kommuner,Tokke,Menn,18 - 29 år,,1.1,2017-02-01
Telemark kommuner,Tinn,Begge kjønn,18 - 29 år,39,5.4,2011-04-01
Telemark kommuner,Vinje,Kvinner,18 - 29 år,8,2.9,2017-02-01
Telemark kommuner,Tokke,Begge kjønn,18 - 29 år,17,5.7,2011-04-01
Telemark kommuner,Vinje,Menn,18 - 29 år,7,2.4,2017-02-01
Telemark kommuner,Vinje,Begge kjønn,18 - 29 år,21,3.9,2011-04-01
Telemark kommuner,Bamble,Kvinner,18 - 29 år,72,7.6,2018-02-01
Telemark kommuner,Bamble,Begge kjønn,18 - 29 år,146,6.9,2012-04-01
Telemark kommuner,Bamble,Menn,18 - 29 år,71,6.4,2018-02-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 29 år,36,7.1,2012-04-01
Telemark kommuner,Drangedal,Kvinner,18 - 29 år,12,4.8,2018-02-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 29 år,5,2.7,2012-04-01
Telemark kommuner,Drangedal,Menn,18 - 29 år,17,6.2,2018-02-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 29 år,14,6.4,2012-04-01
Telemark kommuner,Fyresdal,Kvinner,18 - 29 år,4,4.7,2018-02-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 29 år,125,8.9,2012-04-01
Telemark kommuner,Fyresdal,Menn,18 - 29 år,,1.9,2018-02-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 29 år,14,4.1,2012-04-01
Telemark kommuner,Hjartdal,Kvinner,18 - 29 år,4,3.7,2018-02-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 29 år,99,5.9,2012-04-01
Telemark kommuner,Hjartdal,Menn,18 - 29 år,6,5.9,2018-02-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 29 år,7,3.4,2012-04-01
Telemark kommuner,Kragerø,Kvinner,18 - 29 år,43,6.7,2018-02-01
Telemark kommuner,Nome,Begge kjønn,18 - 29 år,40,4.5,2012-04-01
Telemark kommuner,Kragerø,Menn,18 - 29 år,28,3.8,2018-02-01
Telemark kommuner,Notodden,Begge kjønn,18 - 29 år,151,8.5,2012-04-01
Telemark kommuner,Kviteseid,Kvinner,18 - 29 år,5,3.4,2018-02-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 29 år,334,6.4,2012-04-01
Telemark kommuner,Kviteseid,Menn,18 - 29 år,9,5.1,2018-02-01
Telemark kommuner,Seljord,Begge kjønn,18 - 29 år,15,4.0,2012-04-01
Telemark kommuner,Midt-Telemark,Kvinner,18 - 29 år,43,5.0,2018-02-01
Telemark kommuner,Siljan,Begge kjønn,18 - 29 år,17,4.8,2012-04-01
Telemark kommuner,Midt-Telemark,Menn,18 - 29 år,35,3.1,2018-02-01
Telemark kommuner,Skien,Begge kjønn,18 - 29 år,522,6.6,2012-04-01
Telemark kommuner,Nissedal,Kvinner,18 - 29 år,,3.7,2018-02-01
Telemark kommuner,Tinn,Begge kjønn,18 - 29 år,39,5.4,2012-04-01
Telemark kommuner,Nissedal,Menn,18 - 29 år,,2.7,2018-02-01
Telemark kommuner,Tokke,Begge kjønn,18 - 29 år,13,4.3,2012-04-01
Telemark kommuner,Nome,Kvinner,18 - 29 år,31,7.2,2018-02-01
Telemark kommuner,Vinje,Begge kjønn,18 - 29 år,22,4.0,2012-04-01
Telemark kommuner,Nome,Menn,18 - 29 år,28,5.5,2018-02-01
Telemark kommuner,Bamble,Begge kjønn,18 - 29 år,152,7.0,2013-04-01
Telemark kommuner,Notodden,Kvinner,18 - 29 år,78,8.6,2018-02-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 29 år,37,7.4,2013-04-01
Telemark kommuner,Notodden,Menn,18 - 29 år,60,6.2,2018-02-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 29 år,10,5.1,2013-04-01
Telemark kommuner,Porsgrunn,Kvinner,18 - 29 år,158,5.9,2018-02-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 29 år,13,5.9,2013-04-01
Telemark kommuner,Porsgrunn,Menn,18 - 29 år,167,6.0,2018-02-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 29 år,115,7.8,2013-04-01
Telemark kommuner,Seljord,Kvinner,18 - 29 år,9,4.9,2018-02-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 29 år,9,2.6,2013-04-01
Telemark kommuner,Seljord,Menn,18 - 29 år,5,2.7,2018-02-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 29 år,96,5.6,2013-04-01
Telemark kommuner,Siljan,Kvinner,18 - 29 år,13,8.7,2018-02-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 29 år,6,2.8,2013-04-01
Telemark kommuner,Siljan,Menn,18 - 29 år,6,3.6,2018-02-01
Telemark kommuner,Nome,Begge kjønn,18 - 29 år,40,4.6,2013-04-01
Telemark kommuner,Skien,Kvinner,18 - 29 år,271,7.0,2018-02-01
Telemark kommuner,Notodden,Begge kjønn,18 - 29 år,133,7.2,2013-04-01
Telemark kommuner,Skien,Menn,18 - 29 år,236,5.8,2018-02-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 29 år,353,6.7,2013-04-01
Telemark kommuner,Tinn,Kvinner,18 - 29 år,17,4.9,2018-02-01
Telemark kommuner,Seljord,Begge kjønn,18 - 29 år,22,6.0,2013-04-01
Telemark kommuner,Tinn,Menn,18 - 29 år,17,4.3,2018-02-01
Telemark kommuner,Siljan,Begge kjønn,18 - 29 år,10,2.9,2013-04-01
Telemark kommuner,Tokke,Kvinner,18 - 29 år,4,2.9,2018-02-01
Telemark kommuner,Skien,Begge kjønn,18 - 29 år,562,7.0,2013-04-01
Telemark kommuner,Tokke,Menn,18 - 29 år,,0.6,2018-02-01
Telemark kommuner,Tinn,Begge kjønn,18 - 29 år,34,4.7,2013-04-01
Telemark kommuner,Vinje,Kvinner,18 - 29 år,7,2.5,2018-02-01
Telemark kommuner,Tokke,Begge kjønn,18 - 29 år,17,5.6,2013-04-01
Telemark kommuner,Vinje,Menn,18 - 29 år,9,3.4,2018-02-01
Telemark kommuner,Vinje,Begge kjønn,18 - 29 år,13,2.3,2013-04-01
Telemark kommuner,Bamble,Kvinner,18 - 29 år,80,8.8,2019-02-01
Telemark kommuner,Bamble,Begge kjønn,18 - 29 år,169,7.7,2014-04-01
Telemark kommuner,Bamble,Menn,18 - 29 år,73,6.7,2019-02-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 29 år,39,7.3,2014-04-01
Telemark kommuner,Drangedal,Kvinner,18 - 29 år,13,5.2,2019-02-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 29 år,9,4.7,2014-04-01
Telemark kommuner,Drangedal,Menn,18 - 29 år,14,4.8,2019-02-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 29 år,8,3.6,2014-04-01
Telemark kommuner,Fyresdal,Kvinner,18 - 29 år,0,0.0,2019-02-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 29 år,91,6.3,2014-04-01
Telemark kommuner,Fyresdal,Menn,18 - 29 år,4,4.2,2019-02-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 29 år,4,1.2,2014-04-01
Telemark kommuner,Hjartdal,Kvinner,18 - 29 år,4,3.6,2019-02-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 29 år,115,6.6,2014-04-01
Telemark kommuner,Hjartdal,Menn,18 - 29 år,6,6.7,2019-02-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 29 år,6,3.0,2014-04-01
Telemark kommuner,Kragerø,Kvinner,18 - 29 år,40,6.5,2019-02-01
Telemark kommuner,Nome,Begge kjønn,18 - 29 år,51,5.8,2014-04-01
Telemark kommuner,Kragerø,Menn,18 - 29 år,28,4.0,2019-02-01
Telemark kommuner,Notodden,Begge kjønn,18 - 29 år,128,6.8,2014-04-01
Telemark kommuner,Kviteseid,Kvinner,18 - 29 år,5,3.2,2019-02-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 29 år,352,6.6,2014-04-01
Telemark kommuner,Kviteseid,Menn,18 - 29 år,11,6.2,2019-02-01
Telemark kommuner,Seljord,Begge kjønn,18 - 29 år,14,3.6,2014-04-01
Telemark kommuner,Midt-Telemark,Kvinner,18 - 29 år,41,4.6,2019-02-01
Telemark kommuner,Siljan,Begge kjønn,18 - 29 år,7,2.1,2014-04-01
Telemark kommuner,Midt-Telemark,Menn,18 - 29 år,49,4.3,2019-02-01
Telemark kommuner,Skien,Begge kjønn,18 - 29 år,511,6.2,2014-04-01
Telemark kommuner,Nissedal,Kvinner,18 - 29 år,,1.3,2019-02-01
Telemark kommuner,Tinn,Begge kjønn,18 - 29 år,37,5.1,2014-04-01
Telemark kommuner,Nissedal,Menn,18 - 29 år,,2.2,2019-02-01
Telemark kommuner,Tokke,Begge kjønn,18 - 29 år,16,5.4,2014-04-01
Telemark kommuner,Nome,Kvinner,18 - 29 år,30,6.9,2019-02-01
Telemark kommuner,Vinje,Begge kjønn,18 - 29 år,12,2.1,2014-04-01
Telemark kommuner,Nome,Menn,18 - 29 år,27,5.5,2019-02-01
Telemark kommuner,Bamble,Begge kjønn,18 - 29 år,172,8.0,2015-04-01
Telemark kommuner,Notodden,Kvinner,18 - 29 år,71,8.0,2019-02-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 29 år,39,7.3,2015-04-01
Telemark kommuner,Notodden,Menn,18 - 29 år,64,6.7,2019-02-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 29 år,9,4.9,2015-04-01
Telemark kommuner,Porsgrunn,Kvinner,18 - 29 år,148,5.5,2019-02-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 29 år,10,4.5,2015-04-01
Telemark kommuner,Porsgrunn,Menn,18 - 29 år,155,5.4,2019-02-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 29 år,99,6.8,2015-04-01
Telemark kommuner,Seljord,Kvinner,18 - 29 år,8,4.7,2019-02-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 29 år,7,2.1,2015-04-01
Telemark kommuner,Seljord,Menn,18 - 29 år,5,3.0,2019-02-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 29 år,119,6.7,2015-04-01
Telemark kommuner,Siljan,Kvinner,18 - 29 år,5,3.8,2019-02-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 29 år,6,3.1,2015-04-01
Telemark kommuner,Siljan,Menn,18 - 29 år,4,2.5,2019-02-01
Telemark kommuner,Nome,Begge kjønn,18 - 29 år,56,6.2,2015-04-01
Telemark kommuner,Skien,Kvinner,18 - 29 år,240,6.3,2019-02-01
Telemark kommuner,Notodden,Begge kjønn,18 - 29 år,143,7.7,2015-04-01
Telemark kommuner,Skien,Menn,18 - 29 år,255,6.2,2019-02-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 29 år,360,6.6,2015-04-01
Telemark kommuner,Tinn,Kvinner,18 - 29 år,15,4.1,2019-02-01
Telemark kommuner,Seljord,Begge kjønn,18 - 29 år,17,4.5,2015-04-01
Telemark kommuner,Tinn,Menn,18 - 29 år,12,3.0,2019-02-01
Telemark kommuner,Siljan,Begge kjønn,18 - 29 år,10,3.0,2015-04-01
Telemark kommuner,Tokke,Kvinner,18 - 29 år,,2.1,2019-02-01
Telemark kommuner,Skien,Begge kjønn,18 - 29 år,546,6.6,2015-04-01
Telemark kommuner,Tokke,Menn,18 - 29 år,,1.1,2019-02-01
Telemark kommuner,Tinn,Begge kjønn,18 - 29 år,38,5.2,2015-04-01
Telemark kommuner,Vinje,Kvinner,18 - 29 år,6,2.2,2019-02-01
Telemark kommuner,Tokke,Begge kjønn,18 - 29 år,14,4.6,2015-04-01
Telemark kommuner,Vinje,Menn,18 - 29 år,9,3.3,2019-02-01
Telemark kommuner,Vinje,Begge kjønn,18 - 29 år,11,2.0,2015-04-01
Telemark kommuner,Bamble,Kvinner,18 - 29 år,72,8.0,2020-02-01
Telemark kommuner,Bamble,Begge kjønn,18 - 29 år,185,8.7,2016-04-01
Telemark kommuner,Bamble,Menn,18 - 29 år,70,6.5,2020-02-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 29 år,41,7.7,2016-04-01
Telemark kommuner,Drangedal,Kvinner,18 - 29 år,9,3.7,2020-02-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 29 år,,1.1,2016-04-01
Telemark kommuner,Drangedal,Menn,18 - 29 år,18,6.0,2020-02-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 29 år,11,5.1,2016-04-01
Telemark kommuner,Fyresdal,Kvinner,18 - 29 år,,2.5,2020-02-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 29 år,92,6.5,2016-04-01
Telemark kommuner,Fyresdal,Menn,18 - 29 år,,3.3,2020-02-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 29 år,15,4.7,2016-04-01
Telemark kommuner,Hjartdal,Kvinner,18 - 29 år,,1.0,2020-02-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 29 år,102,5.7,2016-04-01
Telemark kommuner,Hjartdal,Menn,18 - 29 år,6,6.8,2020-02-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 29 år,5,2.6,2016-04-01
Telemark kommuner,Kragerø,Kvinner,18 - 29 år,36,6.1,2020-02-01
Telemark kommuner,Nome,Begge kjønn,18 - 29 år,58,6.5,2016-04-01
Telemark kommuner,Kragerø,Menn,18 - 29 år,37,5.5,2020-02-01
Telemark kommuner,Notodden,Begge kjønn,18 - 29 år,151,7.8,2016-04-01
Telemark kommuner,Kviteseid,Kvinner,18 - 29 år,6,4.2,2020-02-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 29 år,398,7.3,2016-04-01
Telemark kommuner,Kviteseid,Menn,18 - 29 år,8,4.8,2020-02-01
Telemark kommuner,Seljord,Begge kjønn,18 - 29 år,16,4.3,2016-04-01
Telemark kommuner,Midt-Telemark,Kvinner,18 - 29 år,45,5.4,2020-02-01
Telemark kommuner,Siljan,Begge kjønn,18 - 29 år,6,1.9,2016-04-01
Telemark kommuner,Midt-Telemark,Menn,18 - 29 år,60,5.8,2020-02-01
Telemark kommuner,Skien,Begge kjønn,18 - 29 år,527,6.4,2016-04-01
Telemark kommuner,Nissedal,Kvinner,18 - 29 år,,2.8,2020-02-01
Telemark kommuner,Tinn,Begge kjønn,18 - 29 år,34,4.6,2016-04-01
Telemark kommuner,Nissedal,Menn,18 - 29 år,,3.8,2020-02-01
Telemark kommuner,Tokke,Begge kjønn,18 - 29 år,8,2.6,2016-04-01
Telemark kommuner,Nome,Kvinner,18 - 29 år,20,4.8,2020-02-01
Telemark kommuner,Vinje,Begge kjønn,18 - 29 år,10,1.8,2016-04-01
Telemark kommuner,Nome,Menn,18 - 29 år,19,3.9,2020-02-01
Telemark kommuner,Bamble,Begge kjønn,18 - 29 år,172,8.2,2017-04-01
Telemark kommuner,Notodden,Kvinner,18 - 29 år,57,6.4,2020-02-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 29 år,36,6.8,2017-04-01
Telemark kommuner,Notodden,Menn,18 - 29 år,58,5.8,2020-02-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 29 år,9,4.7,2017-04-01
Telemark kommuner,Porsgrunn,Kvinner,18 - 29 år,161,6.1,2020-02-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 29 år,15,7.2,2017-04-01
Telemark kommuner,Porsgrunn,Menn,18 - 29 år,186,6.6,2020-02-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 29 år,93,6.5,2017-04-01
Telemark kommuner,Seljord,Kvinner,18 - 29 år,7,4.0,2020-02-01
Telemark kommuner,Kviteseid,Begge kjønn,18 - 29 år,16,4.9,2017-04-01
Telemark kommuner,Seljord,Menn,18 - 29 år,7,4.0,2020-02-01
Telemark kommuner,Midt-Telemark,Begge kjønn,18 - 29 år,99,5.4,2017-04-01
Telemark kommuner,Siljan,Kvinner,18 - 29 år,6,4.5,2020-02-01
Telemark kommuner,Nissedal,Begge kjønn,18 - 29 år,5,2.6,2017-04-01
Telemark kommuner,Siljan,Menn,18 - 29 år,7,4.5,2020-02-01
Telemark kommuner,Nome,Begge kjønn,18 - 29 år,59,6.3,2017-04-01
Telemark kommuner,Skien,Kvinner,18 - 29 år,242,6.5,2020-02-01
Telemark kommuner,Notodden,Begge kjønn,18 - 29 år,132,6.9,2017-04-01
Telemark kommuner,Skien,Menn,18 - 29 år,268,6.6,2020-02-01
Telemark kommuner,Porsgrunn,Begge kjønn,18 - 29 år,380,6.9,2017-04-01
Telemark kommuner,Tinn,Kvinner,18 - 29 år,20,5.5,2020-02-01
Telemark kommuner,Seljord,Begge kjønn,18 - 29 år,14,3.7,2017-04-01
Telemark kommuner,Tinn,Menn,18 - 29 år,15,4.0,2020-02-01
Telemark kommuner,Siljan,Begge kjønn,18 - 29 år,14,4.4,2017-04-01
Telemark kommuner,Tokke,Kvinner,18 - 29 år,4,2.9,2020-02-01
Telemark kommuner,Skien,Begge kjønn,18 - 29 år,498,6.1,2017-04-01
Telemark kommuner,Tokke,Menn,18 - 29 år,,1.2,2020-02-01
Telemark kommuner,Tinn,Begge kjønn,18 - 29 år,31,4.0,2017-04-01
Telemark kommuner,Vinje,Kvinner,18 - 29 år,,1.1,2020-02-01
Telemark kommuner,Tokke,Begge kjønn,18 - 29 år,6,1.9,2017-04-01
Telemark kommuner,Vinje,Menn,18 - 29 år,14,5.2,2020-02-01
Telemark kommuner,Vinje,Begge kjønn,18 - 29 år,13,2.3,2017-04-01
Telemark kommuner,Bamble,Kvinner,18 - 29 år,62,7.0,2021-02-01
Telemark kommuner,Bamble,Begge kjønn,18 - 29 år,153,7.5,2018-04-01
Telemark kommuner,Bamble,Menn,18 - 29 år,74,7.1,2021-02-01
Telemark kommuner,Drangedal,Begge kjønn,18 - 29 år,25,4.8,2018-04-01
Telemark kommuner,Drangedal,Kvinner,18 - 29 år,14,5.4,2021-02-01
Telemark kommuner,Fyresdal,Begge kjønn,18 - 29 år,7,3.6,2018-04-01
Telemark kommuner,Drangedal,Menn,18 - 29 år,18,6.1,2021-02-01
Telemark kommuner,Hjartdal,Begge kjønn,18 - 29 år,9,4.3,2018-04-01
Telemark kommuner,Fyresdal,Kvinner,18 - 29 år,0,0.0,2021-02-01
Telemark kommuner,Kragerø,Begge kjønn,18 - 29 år,68,4.9,2018-04-01
Telemark kommuner,Fyresdal,Menn,18 - 29 år,4,4.8,2021-02-01
