Organisasjonsnummer,Navn,Nivå enhetsregisteret,Antall ansatte
928031985,Petacon AS,1,
928033503,Mp konsult AS,1,
928160084,Hafsa maqbul,1,
928193535,Lepperød invest AS,1,
928311821,Intercultural consulting tincman,1,
928357155,Alfheim consulting AS,1,
928452573,Gi service AS,1,
928472698,Grim investment AS,1,
928526283,Daniel thomassen enk,1,
928540731,Mb sannes,1,
928543595,Økonomiadvokat roy nordli,1,
928563960,Ingrid elisabeth kåss,1,
928571297,Gravklev consulting,1,
928622975,Nordcat AS,1,
928669440,Brekkas firma hjelp,1,
928703207,Stene kulturservice,1,
928767191,Hübscher-alt legal,1,
928780627,Mestalaget AS,1,
928792935,Sol & måne invest AS,1,
928833992,Malmgren consulting,1,
928834026,Vaagland consulting,1,
928847330,Tore halvorsen,1,
928861341,Bluegreen future AS,1,
928883787,S38 consulting AS,1,
928897656,Dt consulting daria tomala,1,
928920682,Porsgrunn mek holding AS,1,
928920704,Trosvik utbygging AS,1,
928920798,Vestre vanemvei 37 AS,1,
928947386,H2-arctic AS,1,
928961788,Dinh holding AS,1,
929027183,Moen-consulting AS,1,
929071077,Opticonsult AS,1,
929164970,Start mangfold AS,1,
929191846,Vogel konsult,1,
929219880,Solberg konsulent inngår i dødsbo,1,
929240944,Firma stig thorkildsen,1,
929242378,Owl advisory AS,1,
929336372,Andresen contracting,1,
929337700,Kollenveien 16 AS,1,
929351347,Konsulenttjenester orekåsa,1,
929353366,Per stavnem consulting enk,1,
929468422,Guvihaug AS,1,
929474287,Viander sætre consult,1,
929489942,Rygh consulting,1,
929536363,Lynx handel AS,1,
929622650,Lammert altena,1,
929640276,Aetos services AS,1,
929648846,Skamfer log adv,1,
929710479,Zaki nilsson consulting,1,
929721969,Walaas hagen eiendom.,1,
929723120,Nor-mer AS,1,
929756398,Demaj-kuqi coaching & consulting,1,
929827945,Schøning skog,1,
929849310,Konsulent skaslien,1,
929919785,Tsk consulting AS,1,
929935888,Olav kasland AS,1,
929962605,Tankedreieriet AS,1,
930000515,Janne løken,1,
930021083,Lycan management AS,1,
930051969,Calma holding AS,1,
930054216,Merim brkic,1,
930068500,Clemmetsen holding AS,1,
930208744,Kanstad konsult,1,
930219541,Rjukan by AS,1,
930303216,Solvold hr-rådgivning,1,
930358169,3by3 Norway AS,1,
930362549,Aasheim consulting AS,1,
930372609,H&h gruppen AS,1,
930532274,Mark ninowsky,1,
930555428,Stine dalene,1,
930580643,Virksomhetsrådgiver AS,1,
930591998,Jordon consulting AS,1,
930608858,Steinar ulla,1,
930677396,Kvam rådgivning,1,
930709212,Pubilsher adviser v/ fless,1,
930762857,Svevr AS,1,
930787094,Davidson hamre consulting,1,
930854417,Stenbakkens - multiservice,1,
930863831,Kontorhjelp anna dabrowska,1,
931004492,Vsc AS,1,
931025473,Id3.no - oddbjørn lervåg,1,
931061631,Te tønnessen,1,
931099191,Kostveit holding AS,1,
931257269,Ramsli - prosjekt,1,
931277596,Ja hjelp brødsjømoen,1,
931344897,Trnsfrm consulting ken isaksen,1,
931431676,Lyons-kokkin,1,
931441159,Thor heritage AS,1,
931508733,Hekman immigration consultancy,1,
931576496,Maranthi van der werff sales & hospitality,1,
931604309,Enkelledelse AS,1,
931607812,Greiner consulting,1,
931646206,Sip consult sten inge polland,1,
931740377,Kristiansen drift,1,
931843508,Steffen. aas,1,
931924966,Reagera AS,1,
932021870,Gründer rolf atle nilsen-nordfjeldmark,1,
932092638,Riktig utvikling AS,1,
932110393,Findal & mørch AS,1,
932147912,Systems resource lab AS,1,
932167883,Lycan consulting AS,1,
932169738,Invent-invest schwaiger,1,
932172542,K. m. pettersen,1,
932252953,Farstad labs,1,
932267888,Pål kleffelgård,1,
932276526,Isortoq AS,1,
932423413,Andersen,1,
932423995,R17 pedagogisk utvikling anders riis nilsen,1,
932452308,Høgda kverndalen,1,
932461161,Leo westhelle consulting,1,
932469618,Helgesen driv,1,
932469928,Lena faye-lund sandvik,1,
932558963,Usland,1,
932693712,Saks consulting AS,1,
932707470,I.r.consulting radoslaw tomala,1,
932918986,Aicono management AS,1,
932932296,J krahulcova,1,
933023613,Matrial AS,1,
933221555,Restaurantgruppen soli jacobsen AS,1,
933228681,Kostveitconsulting AS,1,
933276368,At sport & media AS,1,
933278905,Realcoach tellefsen,1,
933302490,B.u holding AS,1,
933321290,Rognli rådgivning,1,
933350886,Selvskapet AS,1,
933401278,Helge wesseltoft consulting,1,
933498468,"Kleivset inspeksjon, sikkerhet og service",1,
933508870,Mahdi murad consult,1,
933539563,Ifront consulting AS,1,
933634221,Stian svolsbru,1,
933664287,Ufs holding AS,1,
933670430,Cjb forvaltning AS,1,
933685896,Opplev Fyresdal AS,1,
933707385,Ing. harald nilsen,1,
933736768,Plan pn næs,1,
933752461,Ingeborg nordbø,1,
933879526,Skinmo AS,1,
934020464,Holmern m6,1,
934035593,Elisabeth frederiksen,1,
934127285,Einar håndlykken,1,
934253825,Muniente software solutions muniente llorens,1,
934347439,Evensen regnskap og rådgivning,1,
934384911,Enivi AS,1,
934433882,Opkon management jens christian thysted,1,
934453751,Kvernstuen,1,
934474066,Isa service solutions,1,
934483634,Holmgard consult,1,
934489047,Katherina liwanag - konsulent,1,
934489128,Kevin james leif shorter - konsulent,1,
934565401,Fredøy gruppen AS,1,
934646525,Waagø konsulent,1,
934650360,Harmonisk business AS,1,
934668510,Mm4 management AS,1,
934910001,Nylund rgnfokus,1,
934913426,"Hseq consulting, sr sakshaug",1,
934992431,Ottar bjering,1,
934993292,Thomas consultancy,1,
934997727,Norskmiljøintervensjon AS,1,
935036488,Autoflyt shehadeh gruppen,1,
935080762,Synthesis interim AS,1,
935095182,Dirso AS,1,
935136660,Lundqvist app 88,1,
935156165,Helene berven eggum,1,
935225345,Inger-lise welo,1,
935232805,Ækte ledelse gundersen,1,
935271894,Porsanger næringspartner,1,
935290317,Thorstein trogstad,1,
935314402,Wangene AS,1,
935330491,Drangr AS,1,
935331382,Eksperttjeneste rolf larsen,1,
935347947,Nypotatis AS,1,
935368677,"Society of petroleum engineers, Porsgrunn section",1,
935403693,Pygmalion rådgivning jan westli johannessen,1,
935505720,Truls r. jørgensen,1,
935572150,Nyland consulting,1,
935591414,"Eikeland advice&service, ea&s",1,
935617901,Malmhella maritim as konkursbo,1,
935631009,Elire group as tvangsavviklingsbo,1,
935638712,Paganini as tvangsavviklingsbo,1,
935643260,Coenen consultancy,1,
935651573,Kjerneledelse vreim marte,1,
935706009,Risq AS,1,
935706556,Knudsen consulting AS,1,
935903882,Rød-knudsen management consulting,1,
935939410,Simona kobiela,1,
935955696,Kivle konsulent AS,1,
935974089,Grundsund rekruttering,1,
935978297,Hans bakke konsult,1,
936064973,Stormyr konsulent AS,1,
936084621,Xtrahjølp AS,1,
936106765,Admoneo AS,1,
936124798,Tg promotion ved grave,1,
936163122,Mads zimmermann,1,
936190448,Fyrtårnet AS,1,
936215475,Anders christian hansen,1,
936224520,12f stensrud,1,
936323650,H&h gruppen as konkursbo,1,
936352286,Parr awp consulting,1,
936390048,Moro invest AS,1,
936417574,Shold as konkursbo,1,
936441394,Nova nexus AS,1,
936474993,Wilhelmsen rådgivning,1,
936555365,Led effektivt svendsen,1,
936766749,Revisorteam AS,1,
939589937,Metacom AS,1,
940352193,Tele-mat lunde AS,1,
953401126,Chris frisør odd kristoffersen,1,
954980731,Norgesrådgivning AS,1,
955286731,Langmyhr consulting AS,1,
955369874,Jan lepperød økonomisk-administrativ bistand,1,
960386213,Aarrestad konsult øystein aarrestad,1,
961315913,Micro regnskap og data paul morten oredalen,1,
961975131,Sentro management øyvind lunde,1,
962488234,Bjørn sti statsautorisert revisor,1,
963428227,K-trafikk kåre riseng,1,
964263221,Odd anders haugland,1,
966210184,Delta support AS,1,
969101300,Signe bringsvær,1,
969249219,Veda v/bernt dahle,1,
969328801,Wold terje,1,
969367017,Vinje arne,1,
969785153,Karl gunnar sanda,1,
970395741,Anders b. lunde rådgivning,1,
971206039,Arne ettestad,1,
972410675,Thorsberg jan harald,1,
974401002,Lise ditlefsen,1,
974969777,Atle aastad,1,
975507955,Torunn hovde kaasa,1,
976048083,Bygdemobilisering i tørdal,1,
976632567,Storegga-senteret da,1,
976960734,Porsgrunn min by AS,1,
977101921,Talent gallery AS,1,
979151373,Holteskog trond vidar holte,1,
979431880,Nyskapning og etableringsforumet,1,
979481438,Rykkelid produksjons og bedriftsutvikling,1,
979652798,Jakob hafreager,1,
979952694,Norsk kompetanse megling da,1,
980031578,Skaugs ide utvikling,1,
980103617,Halvard vike,1,
980417700,Siviløkonom per christian voss,1,
980450783,Ltl 24 AS,1,
980623696,Notodden i sentrum AS,1,
980712869,New link AS,1,
980986004,Astono AS,1,
981231589,Impro x AS,1,
981440900,Øyvind drangsland AS,1,
981850467,Ansgar berg,1,
981865642,Sjur petter ajer,1,
982193028,Ibsenbusiness AS,1,
982269245,Konsulent r a langeland,1,
982513766,Bjarne berg wig,1,
982596327,Gkh consulting geir kristian haugland,1,
982605431,Hd konsult helge dyngen,1,
982606799,Sigurd holtskog jr,1,
982833396,Tore wendelborg,1,
983033598,Ean consulting espen andersen,1,
983753701,Plan partner erik helstad,1,
983778917,Dag høvik,1,
983807879,Rønningens konsulenttjenester,1,
983953948,Venstøphøgda 27 espen nilsen,1,
984026013,Mevind holding AS,1,
984150652,Pt consult peter talseth,1,
984338732,Glittenberg kompetanse laila glittenberg moen,1,
984754094,Skårdal rådgiving AS,1,
984818920,Ellen m lyngstad consult,1,
985211396,Per a svenkesen rådgivningsfirma,1,
985228221,Plan v AS,1,
985602719,In fidem consulting jan helge østensen,1,
985767327,Bjørn bilberg,1,
986236759,Bedriftsagenten AS,1,
986330348,Smb consult AS,1,
986426655,Miljøgården da,1,
986454721,Vicnor AS,1,
986528431,Stig kolbjørnsen consulting,1,
986549366,Ingunn aasrum,1,
986611959,Jen-con helge andreas jensen,1,
986697772,Cirkus AS,1,
986987363,Frantzen marketing,1,
987022663,Nilan AS,1,
987515546,Wen AS,1,
987669365,Viatann AS,1,
987776714,Flaaterud consulting,1,
988269921,Hoksrud consulting,1,
988441996,Andreas kjær,1,
988551376,Markedskonsulentene da,1,
988597589,Pt consulting AS,1,
988635030,Havly invest AS,1,
988686492,Høier kompetanse,1,
988695238,Tuftheim consulting AS,1,
988737089,Skaltor AS,1,
988739693,M3 media AS,1,
988839167,Gurholt AS,1,
988884006,Fossli consulting,1,
988933368,Gnisten,1,
988964859,Fredriksten AS,1,
988987999,Dkn consult AS,1,
989041835,Erik lindseth,1,
989086413,Hegna AS,1,
989127926,Findal & findal holding AS,1,
989223321,Sunhill invest AS,1,
989231790,Isak m. nilsen AS,1,
989263226,Baklien AS,1,
989419641,Km invest kristoffer moen,1,
989557947,Frk condrup,1,
989629603,Tinn salabim,1,
989966480,Gambetta AS,1,
989998277,Torhild naustvik,1,
990205531,Bella futuro oddvar bråthen,1,
990633029,Portahead AS,1,
990727627,Riis AS,1,
990871892,Tk consult AS,1,
991136614,Jorunn landsverk,1,
991416552,Grenland hms AS,1,
991585699,Tonni andersen,1,
991666966,Sigurd karlsen,1,
991669817,Bi-m AS,1,
991692487,Herman o. jørgensen,1,
991852263,Teria consulting AS,1,
991932038,Plusskon gisle lunde,1,
991989218,Ardent AS,1,
992545453,Edgar kampers beheer b.v.,1,
992585110,Vcon AS,1,
992763493,Haukvik consult,1,
992819367,Invencubation AS,1,
992893737,Holte invest,1,
993150029,Lill andersen,1,
993380660,Sandvik consulting v/ jaran sandvik,1,
993489077,Evi solberg,1,
993588806,Feste rådgivning AS,1,
993837350,Xstore - tore bjørn pettersen,1,
993875546,Friherre falch,1,
993950874,Sigfred haugen,1,
994163809,S.i.haugerud consulting AS,1,
994730002,Kiby AS,1,
994962981,Sørensen consult,1,
995159317,Miljø-energi AS,1,
995294192,Brennpunkt inn,1,
995331063,Meen AS,1,
995493799,Fash consulting fred atle steen-hansen,1,
995985810,Icon invest AS,1,
996014606,Di consulting AS,1,
996313093,Slottsbrogruppen AS,1,
996481999,Ritual AS,1,
996617262,Per otterdahl møller,1,
997107993,Jan hansen rådgivning,1,
997129466,Cr group AS,1,
997204468,Gunnestad invest AS,1,
997341236,Capitalia AS,1,
997489780,Nettverkskredittforeningen opptur,1,
997557778,Bfive AS,1,
997589041,Mule invest AS,1,
997687957,Jan terje olsen,1,
997723856,Tu invest AS,1,
998087767,Leanpartner AS,1,
998174503,Pagi AS,1,
998353602,Essnor AS,1,
998600251,Amlie consulting,1,
998616492,Catering kompaniet AS,1,
998717930,Svindal holding AS,1,
998736110,Scgn AS,1,
998845718,Fleming industrier AS,1,
998908078,Sowimarik AS,1,
999122558,Habsan consulting gobdoon,1,
999177271,Cyberworks AS,1,
999194168,Jan tverråen økonomirådgivning,1,
999220525,Nordskog coaching,1,
818198302,Strandskog landskap og arkitektur,1,
819145482,Berit hage sivilarkitekt mnal,1,
820194632,Lundesgaard arkitektkontor,1,
823827792,Tu-uyen phan-nguyen,1,
824467552,Arkitekt line kaasine,1,
870284462,Andresen bjørnar arkitektkontor,1,
879626862,Hallvard nordskog AS,1,
895612642,Arkitekt ludvig hoddø,1,
898383172,Buen garnås AS,1,
912210294,Ecoarc AS,1,
913129504,Rabb arkitekter AS,1,
913328965,Per eugen garnås,1,
915181171,Sivilarkitekt silje søntvedt,1,
916726481,Magnus garvoll,1,
916745796,Arkitekt mnal eirik stiansen,1,
917524726,Fyresdal plan og oppmåling kristin libjå,1,
917625204,Franz mussault-forsberg architecture,1,
917772487,Arkitekt mnal lars petter ose,1,
918486100,Sara de magalhaes,1,
918595635,Tegneservice Notodden rune løkja,1,
921168411,Solheimhus AS,1,
923175776,Hel heim arkitektur AS,1,
924546034,Sivilarkitekt gunnar dale,1,
924572086,Sivilarkitekt s. bothner og planhuset AS,1,
924695072,Bergkile arkitektur løberg,1,
925010707,Burns west coast,1,
925583723,Rebecca o c l ans,1,
926403028,Abrahamsen-habeych,1,
926768530,Arkitekt dag øfsdahl,1,
926966014,Ferdinand skreosen,1,
927318954,Siv.ark.mnal berit m. iversen,1,
928962385,Arkitekt-online AS,1,
929139755,Håkon m solheim siv.ark AS,1,
929673123,Pm landskap mæhlum,1,
929795164,Thea oland planbistand,1,
930738212,Nadiia dushko,1,
930787256,Sivilarkitekt silje søntvedt AS,1,
931747568,Kari røegh,1,
931785699,Episilo nilsen,1,
932091763,Aflyter bogacz arkitektur,1,
932223422,Vøle AS,1,
933005291,Semb berre byggdesign,1,
933645436,Arkitekt kristine glenna kragset AS,1,
933849546,Høgde AS,1,
935125871,Arkitekt sølve grønvold,1,
935837146,Modulor AS,1,
936221173,Bråthen arkitektur,1,
943885486,Atelier grøstad arkitektur AS,1,
965212574,Arkitektkontoret ing arnstein bjone,1,
967402524,Asvall AS,1,
970213325,Gjestland tormod,1,
970454144,Gunnar hallsteinsen siv ark mnal,1,
971645970,Lassen jan-erik byggprosjekt,1,
975923967,Fulltank atle geving,1,
977527074,Anders nordby arkitekt,1,
978635148,Arkitekt tore rønningen,1,
978708951,Landskapsarkitekt john lie,1,
979908431,Øko grønt AS,1,
981490274,3d arkitekter AS,1,
982420857,E134 haukelivegen AS,1,
986323813,Tore magnus nesje nybø,1,
987417994,Helle sjåvåg sivilarkitekt mnal,1,
987545151,Context AS,1,
987634251,Arkitekt finn christiansen AS,1,
988639176,Lars haakanes,1,
989745654,Ario AS,1,
990250871,Z-ark AS,1,
991008551,Point holding AS,1,
991350748,Teknisk byggservice monika klakulak,1,
991772278,Boblen arkitektkontor - ane i. heskestad,1,
994510606,Lund - i landskapets tjeneste ans,1,
995454432,Adaptiv arkitektur AS,1,
995711664,Norsjø arkitekter AS,1,
996283992,Arkitektkontoret morten jahren AS,1,
997892925,Jens o. høibø,1,
997934431,Norsk bygningsbevaring - siv. ark. jan abrahamsen,1,
998719178,Ali1 AS,1,
814014452,Oddvar rønning,1,
814519112,Kjesan consult AS,1,
816125502,Helge wierød,1,
825471502,Str8line AS,1,
829047942,Blikra holding AS,1,
829553732,Bakke - baneteknikk,1,
829924102,Ewelina polak,1,
831328762,Leoma prosjekt AS,1,
832932892,Bjåen AS,1,
833166662,Steel and site engineering heiland,1,
833478672,Pese invest AS,1,
833481142,Olav grave anleggskonsult AS,1,
834241072,Kragh holding AS,1,
835270432,Søknadspartner AS,1,
835283712,Sivilingeniør lars tangerås AS,1,
835417662,Varde rådgivning AS,1,
835602362,Balchen elektrocad,1,
836237072,Paunan AS,1,
879843952,Agnar AS,1,
884228212,Torstein tveito inngår i dødsbo,1,
890281702,K-firma vetle tollefsen,1,
895926752,Grenland taksering AS,1,
911725118,Morten myrland consulting,1,
912077691,Tegneriet bygg og interiørdesign AS,1,
912423964,Pettersen prosjekt service,1,
912478440,Byggkontroll rune hogstad,1,
912516520,Dinbyggsøknad v/eikeland,1,
912830624,2m morten moen,1,
913133242,Ing. øyvind alseth,1,
913623428,Plan- og bygg konsulent AS,1,
913705564,Siv ing anders d johansen AS,1,
913777646,Multisteel AS,1,
913877241,Åse b. otterdahl møller,1,
914095565,"Ph papirarbeid, peter holskar",1,
914936187,Tove bringsvær,1,
915232388,Inge midtbø,1,
915258085,Hvammen bygg og hytteservice,1,
915764134,P.g.n. never david cuellar rosales,1,
916502869,Christoffersen AS,1,
916506252,Singularity engineering AS,1,
916567367,Rom sprinkler AS,1,
917085404,Haddeland verksteddrift AS,1,
917256330,Nenseter holding AS,1,
917378754,Arne skogheim AS,1,
917763208,"Ing. granli, prosjekt- og byggeledelse",1,
917768099,Safelink ahc AS,1,
918053166,Powunit AS,1,
918353356,Technical solution AS,1,
918477985,Opus-prosjekt AS,1,
918543872,Byggmester ta kjeldal AS,1,
918555900,Henntek henning thorstensen,1,
919115181,Jr prosjekt AS,1,
919133937,Støyva holding AS,1,
919283963,Km bygg & anlegg invest AS,1,
919353465,"Jpf support, v/ jon pieter flølo",1,
919672099,Christian sæteren,1,
919676574,Pegasus AS,1,
919978708,Hp kittilsen rådgivning,1,
920049729,In consult AS,1,
920225217,Alseth engineering AS,1,
920553877,Olav grave AS,1,
920678114,Stokke teknisk tegner,1,
920852890,Birdz emergency bjørn fuglset,1,
920870686,Sikte landmåling AS,1,
921015216,Ulverød byggplan,1,
921204434,Tadijanovic advice,1,
921366086,Modulbryggen AS,1,
921647123,Islann holding AS,1,
922207763,Asta konsulenter AS,1,
922319111,Hansen prosjekt,1,
922397228,Granli prosjekt,1,
922432511,Støy property AS,1,
922867801,Svanberg byggteknikk AS,1,
923181318,Namlos entreprenør,1,
923969535,Finn halvor skaardal,1,
924376260,Hoffmann berg,1,
924505192,Crg consulting - remi gundersen,1,
924645555,Ståland consult,1,
924713836,Hb plan AS,1,
924917024,Riv og reis - marius juknevicius,1,
925068500,Snippen holding AS,1,
925147893,Jensen granne consult,1,
925202991,Løite teknisktegner og vaktmester service,1,
925211575,Versto rådgivning AS,1,
925239844,Lars haukaas,1,
925273899,Tredje AS,1,
925531588,Byggesøknad oslo AS,1,
925678341,Km lørdahl eiendomshjelp,1,
925785369,Ødegård byggkalkulasjon,1,
925791423,Jb bygg og rådgivning AS,1,
925903159,Bjørn egil strandskogen,1,
926133640,Nye elvann AS,1,
926382365,Torgeir haugen,1,
926611747,Magne wraa konsult,1,
926688456,Erik rø lurås,1,
927061619,Ingeniør nordli,1,
927109824,Hofstad dykk og anlegg,1,
927135205,Haugsel AS,1,
927177285,Bimfront AS,1,
927205076,Ingeniør per kristian aas,1,
927279037,Jancon trond jansen,1,
927714248,Tore kildal pkp-rådgivning,1,
927804077,Stein på stein holding AS,1,
927822601,Sivilingeniør einar mikkelsen,1,
927966441,Thor edvin erikstad,1,
928182932,T risvoll AS,1,
928206882,Eita consult AS,1,
928564819,Tel pa AS,1,
928646858,Egil kjensli,1,
928960404,Sigvarts 3d tegne og byggetjenester AS,1,
929155335,Vindabygg AS,1,
929368983,Frøland prosjekt,1,
929480503,Versto invest AS,1,
929636422,Ing morten andersen,1,
929644751,Br rådgivning AS,1,
929665597,Al-jubouri søker,1,
929727371,Impel AS,1,
930212466,Tjg invest AS,1,
930374075,Grit consult AS,1,
930945854,Kuciak solutions,1,
930975389,Rom elektro mortensen,1,
931064118,Siv.ing sakariasen,1,
931467875,Borgeraas & myrholt AS,1,
931656724,Albert isfeldt,1,
931797751,Mjcon AS,1,
931869183,Austjord plansak,1,
931883550,Ingeniør amund johnsen,1,
931951149,Grana construction AS,1,
932040948,Topograf AS,1,
932836343,Kragerø arkitekten AS,1,
932950421,Arnt magne haugen AS,1,
933058565,Mundal elektro,1,
933290247,T.a.hagen AS,1,
933393534,Bjåen holding AS,1,
933393917,In consult as tvangsavviklingsbo,1,
933453405,Geotec AS,1,
933505634,Kaasgaard assistance,1,
933522350,Søknadsprosedyrer-takstmann olav øyen,1,
933621294,Norheim konsult,1,
934217330,Versto boring og entreprenør,1,
934290968,Sj prosjekt AS,1,
934357434,Ekre anlegg AS,1,
934404106,G. johansson prosjekt,1,
935000831,Total tillit AS,1,
935067340,Solring anleggstenester AS,1,
935102383,Ja nesland AS,1,
935159431,Modus operandi consulting AS,1,
935185947,Byggmesteren din bulai,1,
935241162,Ppm prosjekt Porsgrunn AS,1,
935407788,Løvsjø AS,1,
935412196,Jan stian bjåen,1,
935722799,Jsb anlegg og konsulenttjenestar AS,1,
935816297,Morten moen konkursbo,1,
936007422,Nerdlab solutions - nenseth,1,
936021778,Radvila bygg & smartrp enk,1,
936050492,Eriksen konsulent,1,
936117473,Km van de wouw,1,
936140556,Pulse projects halvorsen,1,
936252060,Tangen company,1,
936278515,Robert nilsen konkursbo,1,
936318916,Anne bringsvær,1,
936415210,Sivertsen consulting,1,
939145893,Vestfold og Telemark prosjektutvikling AS,1,
953344122,L ø hoksrud,1,
958124872,Tore fæhn AS,1,
959110395,Tegnesenteret sundseth og løkja da,1,
965880437,Kokkersvold AS,1,
967259357,Fredensborg v/rune engen-glug,1,
969963744,Odd gardsteig,1,
970047697,Haugland bjørn,1,
970213945,Skrindebakke plan og prosjekt,1,
970284451,Bjørntvedt aage ingeniør,1,
970438653,Reinskås drift,1,
970895086,Bankers AS,1,
974212269,Bamble boligprosjekter AS,1,
974332132,Tinfos hydro 2 AS,1,
974369982,Tveiten byggconsult,1,
977373573,Bygg - takseringsfirma h langeland,1,
979323158,Olav haugholt,1,
979582471,Bdb ing b damberg byggesaksansvarlig AS,1,
979887868,Mats christensen,1,
979918283,August neubert,1,
980117928,Prosjektplan johannes skinnarland,1,
980977803,Greivstad olav kjetil,1,
981262360,Arild sørbø taksering,1,
983706150,Ingeniørfirma gullik e bråthen AS,1,
984589638,Einar tafjord,1,
984791003,Siv ing jan øystein eriksen,1,
985021694,Tak og fasadeforvaltning AS,1,
986122877,Kirkerud vekst,1,
986500502,Tømrar eystein haugen,1,
987123052,K - konsult invest AS,1,
987196106,Www.eiendomsdrift.cc sa,1,
987466030,Saxconsult v/geir pedersen,1,
988102946,Siv.ing.olav holte,1,
988895148,Lahus consulting,1,
990602115,H h prosjektassistanse AS,1,
991631909,Nilsen consulting,1,
992721804,Telemark takst og byggvurdering AS,1,
992829400,Vi-roto invest AS,1,
994056425,Bim link lars dagalid,1,
994063871,Strandgaten 11 - stathelle AS,1,
994812912,Lb pro-consult AS,1,
996002144,Aasheim consulting & construction,1,
996069729,Ewbygg erik waldemarsen,1,
996289389,Byggesakskonsulenten AS,1,
996345238,Stb bygg AS,1,
996391469,Bte bjørkheim takst & eiendom AS,1,
996513831,Multienergy AS,1,
997428986,Ingeniør five AS,1,
997625552,Demotek david malcolm bridge,1,
997935624,Berge rådgivning AS,1,
998240328,Idea engineering AS,1,
998408342,3dhuset bjørn trygve kaldråstøyl,1,
998547326,Rauland holding AS,1,
998578868,Langli design simon hodge,1,
999129609,Hj hestad prosjekt AS,1,
999156185,Prosjektform AS,1,
999183077,E-lønnebakke AS,1,
999249612,Hq invest AS,1,
916017936,Geo trade AS,1,
923368701,Geokonsulenten bjørn magnus mowinckel nilsen narum,1,
926114174,Ree exploration AS,1,
930876089,Brynjulvsrud bakke geokonsult,1,
931659375,Terra consult AS,1,
934608372,Dauvi geo,1,
951934429,Geophysix AS,1,
980484548,Ree minerals holding AS,1,
990800073,Saga rare earths AS,1,
823720742,Geotek AS,1,
914232368,Hel oppmåling helge lindeboom,1,
927049813,Sb anlegg AS,1,
976234901,Kartfirma anders fossøy,1,
986760644,Agder & Telemark oppmåling halvor homme,1,
811650072,Hobtech AS,1,
813451832,Thilmas AS,1,
813754002,Riis consult AS,1,
816149312,Tovsrud gård,1,
817547842,Kierulfc christian kierulf,1,
819177872,Lmserv AS,1,
820663462,Hchi AS,1,
821008042,Marine norseman AS,1,
821690102,Sl1 holding AS,1,
822073522,Dokka simonsen consulting,1,
822372732,Tinfos hidro AS,1,
822607772,Jonar AS,1,
823391692,Cmd montage AS,1,
823660642,Tveit entreprenørskap,1,
826060352,Offshoreveien AS,1,
826647582,Paulsen & edler-com,1,
827118052,H2o solutions AS,1,
829349442,Stauper environment AS,1,
829610612,Vassfall AS,1,
829992892,Aa jore consult,1,
830103392,Lofthus el-tek AS,1,
830114092,Stokkeland brannrådgivning,1,
832147702,Ebersten ps,1,
832980862,Vannplan knut skjævesland,1,
833303392,Norwegian dynamics AS,1,
833640712,Jørn lundgren,1,
833924702,Norsk damteknikk AS,1,
834287722,Porsgrunn engineering AS,1,
835047482,Bnw ahangama egodage,1,
852418532,Oljeindustriens kompetansecenter AS,1,
866712662,Trace orre,1,
869471682,Andres cloumann,1,
870391102,Vedlikeholdservice bjørn trolldalen,1,
881814072,Østland paul gunnar wagner,1,
882145212,Project invest AS,1,
882396622,Autencia AS,1,
884337852,Active innovation AS,1,
887148252,Biosafe knut helkås dahl,1,
888670602,Førli eiendom AS,1,
890113052,Jha consult jostein hamnebukt,1,
895659452,Ktb support knut tore brog,1,
896367722,Nilssen maritime consulting,1,
897287382,Bergland tekniske support,1,
898473872,Grenland maritime AS,1,
911661411,Folkvang consulting AS,1,
912492273,Kjeps AS,1,
912494349,Aac AS,1,
912775372,Technical cn ltd,1,
912899985,Ekke holding AS,1,
912940179,Rie Telemark AS,1,
913145275,Ak-tek AS,1,
913258576,Ej larsen consulting,1,
913504275,Sivilingeniør roar karlsen,1,
913589815,Idea solutions AS,1,
913755790,Øverbø AS,1,
913912624,Tegnekontoret g. hagen AS,1,
913967194,Endre lekven AS,1,
914054788,Jama service AS,1,
914083060,Optime subsea services AS,1,
914210194,Great nordic AS,1,
914308798,Telemark technologies holding AS,1,
914425980,Silva holding AS,1,
914721164,Ancistrus solutions AS,1,
914744466,Ex & farlig stoff AS,1,
914932114,Js elektro AS,1,
915188931,Periti AS,1,
915188974,Svartdal AS,1,
915270883,Factibilis AS,1,
915345301,Pga AS,1,
915446329,Malisa AS,1,
915476600,Ekstrahjelpen vidar håkonsløkken,1,
915482716,Ancistrus AS,1,
915527876,Grønhaug AS,1,
915611923,Vales multiengineering AS,1,
915665616,Gasscare AS,1,
915842003,Dg konsulenten AS,1,
916356404,Stein kjendalen,1,
916542216,Piper consult AS,1,
916674708,William skreosen,1,
916743114,Itv eiendomsutvikling AS,1,
916762801,Thosa invest AS,1,
916845537,Bt-consult bjørn k. thomassen,1,
916859996,Avinxt AS,1,
917078033,Gk design AS,1,
917096899,New contour AS,1,
917151032,Skaugset som konsulent,1,
917181039,Kalland elkrafttjeneste AS,1,
917182914,Marit bredesen,1,
917202222,Atle aamodt,1,
917273219,Knardalstrand engineering AS,1,
917328072,Contre jens jacob jensen,1,
917609187,Iso management AS,1,
917629838,Perera consulting,1,
917642281,Carnel vanden bussche AS,1,
917787891,Sustaintech AS,1,
917841918,Bolstad engineering,1,
917845832,Sanna im,1,
917877904,Bergsund invest AS,1,
