Level,Org. nr.,Navn,Parent Employees,Children Count,Children Sum,Difference,Matches
1 vs 2,992223871,Tormod klovning komp,,1,0.0,,False
1 vs 2,992250933,Elisabeth flatland kveum,,1,0.0,,False
1 vs 2,992440309,Audiopedagogen solheim,,1,0.0,,False
1 vs 2,992924055,Naprapatlandslaget grenland øystein kimerud,,1,0.0,,False
1 vs 2,993173703,Kristin helene dahl,,1,0.0,,False
1 vs 2,993177903,Helga sogn,,1,0.0,,False
1 vs 2,993571628,Stian langøy,,1,0.0,,False
1 vs 2,993731471,Johan bäcker manuellterapi brygga fysikalske institutt,,1,0.0,,False
1 vs 2,993762555,Ingunn nordbø boge,,1,0.0,,False
1 vs 2,994531921,Zefanja gast sandersen,,1,0.0,,False
1 vs 2,994738852,Nevrorefleksolog tanja s. bye,,1,0.0,,False
1 vs 2,995474786,Iselinm meyer,,1,0.0,,False
1 vs 2,996167755,Stian nicolaysen - mental & fysisk optimalisering,,1,0.0,,False
1 vs 2,997113535,Lotte auestad,,1,0.0,,False
1 vs 2,997500083,Logopedtjenester jarle morgan hauglid,,1,0.0,,False
1 vs 2,997536525,Rauland fotbehandling. fotterapeut marit skare,,1,0.0,,False
1 vs 2,998175941,Din mobile optiker AS,,1,0.0,,False
1 vs 2,998339081,Merete berg,,1,0.0,,False
1 vs 2,999195636,Life improvement AS,,1,0.0,,False
1 vs 2,999260438,Logoped anja s. stomperudhaugen,,1,0.0,,False
1 vs 2,999321895,Skin medical gruppen AS,,1,0.0,,False
1 vs 2,999648363,Optimalhelse senter Skien AS,,1,0.0,,False
1 vs 2,915939376,Mestringshusene bolkesjø AS,,1,0.0,,False
1 vs 2,936431313,Mestringshusene bolkesjø as konkursbo,,1,0.0,,False
1 vs 2,936434355,Mestringshusene allos as konkursbo,,1,0.0,,False
1 vs 2,939128522,Sauherad samtun sti,,1,0.0,,False
1 vs 2,994801775,Km eiendom AS,,1,0.0,,False
1 vs 2,932750449,Cura omsorg AS,,1,0.0,,False
1 vs 2,912023354,Motala AS,,1,0.0,,False
1 vs 2,920272436,Småhjelp v/f.varn frode varn,,1,0.0,,False
1 vs 2,920846459,Vaskehjelpen AS,,1,0.0,,False
1 vs 2,936162339,Companionplus - kato,,1,0.0,,False
1 vs 2,929863356,Skotfoss fritidsklubb,,1,0.0,,False
1 vs 2,936070639,Leonie öttinger,,1,0.0,,False
1 vs 2,975531929,Hanes feriekoloni,,1,0.0,,False
1 vs 2,980815005,Stiftelsen dilsdalen feriekoloni,,1,0.0,,False
1 vs 2,891889062,Line gunleksen,,1,0.0,,False
1 vs 2,912131157,Monika rødberg,,1,0.0,,False
1 vs 2,912240134,Charles blakstad,,1,0.0,,False
1 vs 2,916695365,Westlie performance,,1,0.0,,False
1 vs 2,917010471,Dalen hope ranch kolbjørnsrud,,1,0.0,,False
1 vs 2,919210958,Kuhne clean-it,,1,0.0,,False
1 vs 2,920179797,Solli familiehjem,,1,0.0,,False
1 vs 2,921406223,Grøtvik gård AS,,1,0.0,,False
1 vs 2,925715050,Tommy haug,,1,0.0,,False
1 vs 2,931404741,Miljøterapaut kristine finkenhagen,,1,0.0,,False
1 vs 2,932087219,Familieterapeut frode åreskjold,,1,0.0,,False
1 vs 2,934249224,Funnesdal,,1,0.0,,False
1 vs 2,935736102,Kristine weber,,1,0.0,,False
1 vs 2,936062342,Polsrød foreldreveiledning,,1,0.0,,False
1 vs 2,936227368,Konsulent valon kuqi,,1,0.0,,False
1 vs 2,984414781,Haukvik holding,,1,0.0,,False
1 vs 2,989432885,Jatts AS,,1,0.0,,False
1 vs 2,992865695,Solsikken vekst AS,,1,0.0,,False
1 vs 2,998090768,Øvre tveiten gård,,1,0.0,,False
1 vs 2,998698618,Kreativ familiebistand AS,,1,0.0,,False
1 vs 2,834837692,Hvordan konkretisere det abstrakte? råd og veiledning i familieveiledning ved anne thronsen,,1,0.0,,False
1 vs 2,925601411,Beate wold,,1,0.0,,False
1 vs 2,929781384,Angelica omre,,1,0.0,,False
1 vs 2,933683311,Mostad veiledningshjem og familieterapi,,1,0.0,,False
1 vs 2,935871972,Nygård,,1,0.0,,False
1 vs 2,982455812,Holmberg familieterapi,,1,0.0,,False
1 vs 2,994071424,Bme inclusion partner m kuvoame,,1,0.0,,False
1 vs 2,997299787,Inger-lise rasmussen,,1,0.0,,False
1 vs 2,966337877,Fyresdal vekst AS,,1,0.0,,False
1 vs 2,985161690,Delecto kompetanse AS,,1,0.0,,False
1 vs 2,990085870,Rødmyrveien 57 AS,,1,0.0,,False
1 vs 2,926275097,Nicolaysen & hogstad,,1,0.0,,False
1 vs 2,822918212,Midt Telemark lokallag,,1,0.0,,False
1 vs 2,883602102,Lhl Skien og Siljan,,1,0.0,,False
1 vs 2,883790782,Kiwanis club Porsgrunn,,1,0.0,,False
1 vs 2,911687461,Meltvedt gård AS,,1,0.0,,False
1 vs 2,914448425,Alf tore aas,,1,0.0,,False
1 vs 2,917639167,Løvetannakademiet AS,,1,0.0,,False
1 vs 2,921773250,Scandinavian charity,,1,0.0,,False
1 vs 2,922971056,Andre lertrø,,1,0.0,,False
1 vs 2,925097233,Ukis,,1,0.0,,False
1 vs 2,925992658,Min omsorg johansen,,1,0.0,,False
1 vs 2,928552160,Civitan hedda,,1,0.0,,False
1 vs 2,929678737,Uplift,,1,0.0,,False
1 vs 2,931014471,Grenland omsorg AS,,1,0.0,,False
1 vs 2,931097458,Hørselsforbundet Telemark,,1,0.0,,False
1 vs 2,931388185,John kitolanos hjelpeforening,,1,0.0,,False
1 vs 2,931404679,Omsorgskompetanse stykket,,1,0.0,,False
1 vs 2,931504266,Bengt quarsten hjelpetjenester,,1,0.0,,False
1 vs 2,931564765,Hørselforeningen rjukan og Tinn,,1,0.0,,False
1 vs 2,931606573,Nfu grenland lokallag,,1,0.0,,False
1 vs 2,931729179,Global aid connect,,1,0.0,,False
1 vs 2,932241994,Frogner nærmiljøsenter,,1,0.0,,False
1 vs 2,932547554,Personlig assistent valentyna chebotarska,,1,0.0,,False
1 vs 2,933287254,Nasjonalforeningen Bamble demensforening,,1,0.0,,False
1 vs 2,933395472,Stiftelsen løfte skåtøy,,1,0.0,,False
1 vs 2,933475484,Frihjelpen grenland,,1,0.0,,False
1 vs 2,933513483,Foreningen evangeliesenteret kontaktkafe Notodden,,1,0.0,,False
1 vs 2,933527697,"Aratun hovedgård, bent thorkildsen",,1,0.0,,False
1 vs 2,933694232,Notodden parkinsonforening,,1,0.0,,False
1 vs 2,933710645,Nasjonalforeningen for folkehelsen tuddal helselag,,1,0.0,,False
1 vs 2,934355172,Nasjonalforeningen for folkehelsen Porsgrunn demensforening,,1,0.0,,False
1 vs 2,934404769,Ekstrahjelpen hilde borchgrevink-lund,,1,0.0,,False
1 vs 2,935164249,Nevropati foreningen,,1,0.0,,False
1 vs 2,935536863,Haglelufternes landsforening,,1,0.0,,False
1 vs 2,935940087,Løvetannakademiet as konkursbo,,1,0.0,,False
1 vs 2,935948991,Livet videre,,1,0.0,,False
1 vs 2,936508294,Grasmyr nærmiljøsenter,,1,0.0,,False
1 vs 2,944149325,Porsgrunn røde kors,,1,0.0,,False
1 vs 2,971322179,Ndf Telemark,,1,0.0,,False
1 vs 2,971322829,Ffo Vestfold og Telemark,,1,0.0,,False
1 vs 2,971432470,Telemark røde kors,,1,0.0,,False
1 vs 2,974238225,Grenlandsaksjonen,,1,0.0,,False
1 vs 2,975525635,Rjukan og Tinn røde kors,,1,0.0,,False
1 vs 2,975619362,Bø og sauherad røde kors,,1,0.0,,False
1 vs 2,976483227,Norges revmatikerforbund Telemark fylkeslag,,1,0.0,,False
1 vs 2,977267129,Cerebral parese-foreningen i Telemark,,1,0.0,,False
1 vs 2,979868014,Gull og grønne skoger eli taugbøl,,1,0.0,,False
1 vs 2,980008576,Nome røde kors,,2,0.0,,False
1 vs 2,980155943,Gjerpen røde kors,,1,0.0,,False
1 vs 2,981910648,Seljord røde kors,,1,0.0,,False
1 vs 2,982363667,Bø frivilligsentral,,1,0.0,,False
1 vs 2,982532205,Drangedal røde kors hjelpekorps,,1,0.0,,False
1 vs 2,983749291,Bamble røde kors,,1,0.0,,False
1 vs 2,985205574,Burg Telemark,,1,0.0,,False
1 vs 2,988423505,Telemark privatomsorg wenche skjelbred,,1,0.0,,False
1 vs 2,993565091,Seljord frivilligsentral,,1,0.0,,False
1 vs 2,994115529,Landsforeningen for pårørende innen psykisk helse - lpp Vestfold og Telemark,,1,0.0,,False
1 vs 2,997741838,Herøya nærmiljøsenter,,1,0.0,,False
1 vs 2,814240622,Veganmisjonen jane helen johansen,,1,0.0,,False
1 vs 2,815200772,Eva piano og litteratur/eva stadven nilsen,,1,0.0,,False
1 vs 2,820831632,Studio kristoffersen,,1,0.0,,False
1 vs 2,827154962,Rånman freelance at heart & seyde,,1,0.0,,False
1 vs 2,830578722,"Ord som gror, evenstad",,1,0.0,,False
1 vs 2,880692992,Kjersti wold,,1,0.0,,False
1 vs 2,911666596,Helenajohanne nielsen,,1,0.0,,False
1 vs 2,913750012,Tekstforfatter traaholt,,1,0.0,,False
1 vs 2,914759560,Jan einar wettre,,1,0.0,,False
1 vs 2,915834531,Danmo speljournalistikk,,1,0.0,,False
1 vs 2,916042388,Dag herbjørnsrud,,1,0.0,,False
1 vs 2,917949417,Winje agency AS,,1,0.0,,False
1 vs 2,919027614,Husby-sørensen blogg & båt,,1,0.0,,False
1 vs 2,919773243,Eileen stulen thorstensen,,1,0.0,,False
1 vs 2,919915765,Sigmund aas,,1,0.0,,False
1 vs 2,919940182,Verdiskaper rune s. alexandersen,,1,0.0,,False
1 vs 2,920406661,Theil inwewin,,1,0.0,,False
1 vs 2,920972934,Merete junker gundersen,,1,0.0,,False
1 vs 2,923060332,Nilsosem.com nils otto sem,,1,0.0,,False
1 vs 2,924313374,Word! trine dahlman AS,,1,0.0,,False
1 vs 2,924366109,"Flåterud life, magic & media",,1,0.0,,False
1 vs 2,924806486,Morten w. simonsen forlag,,1,0.0,,False
1 vs 2,925064270,Pure elisabeth AS,,1,0.0,,False
1 vs 2,925343595,Lars nersveen,,1,0.0,,False
1 vs 2,925425397,Haugen media,,1,0.0,,False
1 vs 2,925600458,Marius lysaker,,1,0.0,,False
1 vs 2,925784788,Helen rygh-pedersen (hrp) publishing,,1,0.0,,False
1 vs 2,926275674,Ingunn røiseland,,1,0.0,,False
1 vs 2,926434144,Bakkerudsbunker AS,,1,0.0,,False
1 vs 2,927089998,Ktt - kise tekst og teater,,1,0.0,,False
1 vs 2,927188996,Ims smia,,1,0.0,,False
1 vs 2,927191628,Taran hofvind media,,1,0.0,,False
1 vs 2,927319888,Johanne scheen jahnsen,,1,0.0,,False
1 vs 2,927471426,Haukedal forlag,,1,0.0,,False
1 vs 2,927585804,Baugerud media,,1,0.0,,False
1 vs 2,927611104,Tmb-marketing bøckman,,1,0.0,,False
1 vs 2,927857537,Sjova AS,,1,0.0,,False
1 vs 2,928087840,Sørheim frilans,,1,0.0,,False
1 vs 2,928352773,Lund,,1,0.0,,False
1 vs 2,928942457,Oliver bagley,,1,0.0,,False
1 vs 2,929026489,Røseth formidling,,1,0.0,,False
1 vs 2,929079043,Anne gyri solberg,,1,0.0,,False
1 vs 2,929173805,Lövgren publishing,,1,0.0,,False
1 vs 2,929505530,Tmrk - tom-erik lønnerød,,1,0.0,,False
1 vs 2,929619889,Ariana keretzis,,1,0.0,,False
1 vs 2,929938208,Telemarkjournalistene andersen,,1,0.0,,False
1 vs 2,930187577,Lipodemlivet.no olsen,,1,0.0,,False
1 vs 2,930603198,Dina torstensen,,1,0.0,,False
1 vs 2,930610607,Solberg copywriting,,1,0.0,,False
1 vs 2,930632163,Christian heggelund mauno,,1,0.0,,False
1 vs 2,930695041,Telemarkjournalistene boyesen,,1,0.0,,False
1 vs 2,930697249,Ordsenteret audun flaaten,,1,0.0,,False
1 vs 2,930886084,Britt eriksen foto & frilans,,1,0.0,,False
1 vs 2,931054414,Stelans AS,,1,0.0,,False
1 vs 2,931770632,Brandvik fabulator,,1,0.0,,False
1 vs 2,931797654,Apex vega nyiri,,1,0.0,,False
1 vs 2,932095335,Mirre - miriam kristine ottersen,,1,0.0,,False
1 vs 2,932330024,Mammakorak forlag AS,,1,0.0,,False
1 vs 2,932479508,Stine stamland AS,,1,0.0,,False
1 vs 2,932735709,Flokkpress friesl,,1,0.0,,False
1 vs 2,932991772,Kathrine kinn,,1,0.0,,False
1 vs 2,933187500,Kingsford saga rpg - miller,,1,0.0,,False
1 vs 2,933191087,The literary oak AS,,1,0.0,,False
1 vs 2,933300595,Veronica westhrin,,1,0.0,,False
1 vs 2,933590100,Tveit marketing,,1,0.0,,False
1 vs 2,933767981,Lars arud,,1,0.0,,False
1 vs 2,934087100,Belignus ela,,1,0.0,,False
1 vs 2,934457668,Håndlykken frukt og tobakk,,1,0.0,,False
1 vs 2,934826507,Lene kleven,,1,0.0,,False
1 vs 2,934969847,Dokumentarist jonas dyvik nilsen,,1,0.0,,False
1 vs 2,935312183,Ellen hageman,,1,0.0,,False
1 vs 2,935641284,Danielle schönfeldt creative,,1,0.0,,False
1 vs 2,964532397,Tusenkunst hallbjørg strøm,,1,0.0,,False
1 vs 2,969367823,Hostvedt ole john,,1,0.0,,False
1 vs 2,969781948,Stein versto,,1,0.0,,False
1 vs 2,976096878,Øystein køhn,,1,0.0,,False
1 vs 2,977070198,Tine thomassen - tekst,,1,0.0,,False
1 vs 2,979534043,Lars vik produksjoner,,1,0.0,,False
1 vs 2,979595778,Bergan musikk & konsult,,1,0.0,,False
1 vs 2,979627920,Mikkel aanderaa,,1,0.0,,False
1 vs 2,980744310,Format forlag olsen,,1,0.0,,False
1 vs 2,981058720,Konsulent valle forever,,1,0.0,,False
1 vs 2,981240960,Anne på landet anne t romtveit,,1,0.0,,False
1 vs 2,981428978,Gerd smylingsås,,1,0.0,,False
1 vs 2,982202639,Rishovd harald,,1,0.0,,False
1 vs 2,982254205,Shibboleth gjersøe,,1,0.0,,False
1 vs 2,983432026,Linda andernach johannesen,,1,0.0,,False
1 vs 2,983581099,Ragnvald s d johansen,,1,0.0,,False
1 vs 2,983734057,Ole bjørn ulsnæs,,1,0.0,,False
1 vs 2,983825303,Grete rokstad,,1,0.0,,False
1 vs 2,984067100,Skriversen jan georg iversen,,1,0.0,,False
1 vs 2,984185138,Mgt morten rugtveit,,1,0.0,,False
1 vs 2,985833052,Hanne christensen,,1,0.0,,False
1 vs 2,985869154,Ord av krafft,,1,0.0,,False
1 vs 2,986706232,Lingua språkassistanse hilde beate lia,,1,0.0,,False
1 vs 2,986895035,Stian johansen,,1,0.0,,False
1 vs 2,987013230,Multimediamannen webjørn s. espeland,,1,0.0,,False
1 vs 2,988284092,Sissel busk,,1,0.0,,False
1 vs 2,988982784,Ragnhild moe,,1,0.0,,False
1 vs 2,989380516,Eivind blaker,,1,0.0,,False
1 vs 2,989993445,Hilde tobro,,1,0.0,,False
1 vs 2,991645780,Anne haugen wagn,,1,0.0,,False
1 vs 2,992426047,Maj-gret gaupås,,1,0.0,,False
1 vs 2,992870710,Zaza elisabeth hagen,,1,0.0,,False
1 vs 2,993460230,Roger jeffs,,1,0.0,,False
1 vs 2,993603104,Vidar sundstøl,,1,0.0,,False
1 vs 2,993754889,Anne lene tangen,,1,0.0,,False
1 vs 2,994674366,Kjersti rorgemoen,,1,0.0,,False
1 vs 2,996383954,Amalie kasin lerstang,,1,0.0,,False
1 vs 2,997242408,Litteraturgarasjen per erik buchanan andersen,,1,0.0,,False
1 vs 2,997274288,Livs lyst liv sandvik jakobsen,,1,0.0,,False
1 vs 2,912721280,Cp white events,,1,0.0,,False
1 vs 2,913979680,Kristian dørum,,1,0.0,,False
1 vs 2,914062624,Braathen musikktjenester,,1,0.0,,False
1 vs 2,914194210,Kjell-arvid polsrød,,1,0.0,,False
1 vs 2,916037414,Dirigent kenneth gudmundsen,,1,0.0,,False
1 vs 2,916867549,Jostein fahre,,1,0.0,,False
1 vs 2,919338644,"Ressursfilialen, t.waag",,1,0.0,,False
1 vs 2,919867590,Aas music,,1,0.0,,False
1 vs 2,924323949,Kaveh javadi,,1,0.0,,False
1 vs 2,926964801,Hege heisholt,,1,0.0,,False
1 vs 2,929711289,Trygve løkka wølner,,1,0.0,,False
1 vs 2,930256781,Talseth produksjon,,1,0.0,,False
1 vs 2,933506614,Sandra van der sandt schuitemaker,,1,0.0,,False
1 vs 2,934452682,Notodden gospelkor,,1,0.0,,False
1 vs 2,984857322,Primus musikkformidling kjetil svestad,,1,0.0,,False
1 vs 2,987862971,Torgeir straand,,1,0.0,,False
1 vs 2,992838035,Kim rune hagen,,1,0.0,,False
1 vs 2,993349739,Basunengel aslesen,,1,0.0,,False
1 vs 2,993405922,Martin ødegaard,,1,0.0,,False
1 vs 2,993807737,Aleksander hansen,,1,0.0,,False
1 vs 2,994926020,Drum-ice service jostein røsok rørmark,,1,0.0,,False
1 vs 2,815554922,Kultur-kameratene AS,,1,0.0,,False
1 vs 2,820392752,Cornpopper design irene berg,,1,0.0,,False
1 vs 2,823338872,Maria elena custom art nilsen-hauge,,1,0.0,,False
1 vs 2,828613952,Karolina sztukowska,,1,0.0,,False
1 vs 2,830994572,Nina langerud pottery,,1,0.0,,False
1 vs 2,833590952,Marion e bråthen,,1,0.0,,False
1 vs 2,833830422,Artbycamilla rønning eriksen,,1,0.0,,False
1 vs 2,833897322,Katrine hiis,,1,0.0,,False
1 vs 2,834575892,Maria løkken skjellum kunst og kultur design,,1,0.0,,False
1 vs 2,871322252,Telemark kunstsenter,,1,0.0,,False
1 vs 2,881173832,Møkleby illustrasjon,,1,0.0,,False
1 vs 2,881820382,Jan petter bratsberg,,1,0.0,,False
1 vs 2,886051972,Verena winkelmann billedkunstner,,1,0.0,,False
1 vs 2,886238002,Knut flatin inngår i dødsbo,,1,0.0,,False
1 vs 2,893050302,Merete løndal,,1,0.0,,False
1 vs 2,897358182,Eirik moldestad halvorsen,,1,0.0,,False
1 vs 2,911572788,Anita bjørbekk kreativ kunst,,1,0.0,,False
1 vs 2,912037827,Viktoriia morozova,,1,0.0,,False
1 vs 2,912246779,Fjørtoft kulturproduksjoner AS,,1,0.0,,False
1 vs 2,912323641,Siri sandersen,,1,0.0,,False
1 vs 2,913234863,Henrik rasmussen,,1,0.0,,False
1 vs 2,915125220,Pd kalesjeservice kjersti simonsen,,1,0.0,,False
1 vs 2,916680325,Runaug venås,,1,0.0,,False
1 vs 2,916992149,Myselitt ringvold,,1,0.0,,False
1 vs 2,919140143,Rina eide løvaasen,,1,0.0,,False
1 vs 2,920648568,Ida olesdatter barland,,1,0.0,,False
1 vs 2,920932576,Vicente mollestad,,1,0.0,,False
1 vs 2,921786867,Tom fagernes karlsen,,1,0.0,,False
1 vs 2,921813112,Bendik vatne kunst og design,,1,0.0,,False
1 vs 2,922207968,Kunsthåndverker bjørn jenssen,,1,0.0,,False
1 vs 2,922312338,Kine andersen,,1,0.0,,False
1 vs 2,922883068,Studio halling,,1,0.0,,False
1 vs 2,922935718,Semb kunst og rammer,,1,0.0,,False
1 vs 2,923326766,Well-bee stanojevic,,1,0.0,,False
1 vs 2,923350780,Yildirim,,1,0.0,,False
1 vs 2,923562133,Torkel ekenes,,1,0.0,,False
1 vs 2,924408952,Vidvandrer håndlagd ved tuva tovslid,,1,0.0,,False
1 vs 2,924452145,Blikk galleri jorunn kjær,,1,0.0,,False
1 vs 2,924537337,Seljordsmia j.g. barstad,,1,0.0,,False
1 vs 2,925193569,Made by bakke,,1,0.0,,False
1 vs 2,925259683,Burgerhoudt keramikk,,1,0.0,,False
1 vs 2,925351881,Iceliq steinsland,,1,0.0,,False
1 vs 2,925430285,Sju søstre frøyen,,1,0.0,,False
1 vs 2,925585793,Julie barfod,,1,0.0,,False
1 vs 2,925980803,Live skat nielsen,,1,0.0,,False
1 vs 2,926084941,Myemylder AS,,1,0.0,,False
1 vs 2,926558552,"Blekk, penn & jansen",,1,0.0,,False
1 vs 2,926649310,Lena grøseth,,1,0.0,,False
1 vs 2,926865455,Vic2ria handmade - midling,,1,0.0,,False
1 vs 2,926874624,Sandven design,,1,0.0,,False
1 vs 2,927426331,Nordic paws tonje arnesen,,1,0.0,,False
1 vs 2,928086992,Dalen kunstforeining,,1,0.0,,False
1 vs 2,928119793,Billedkunstner maia wischuf,,1,0.0,,False
1 vs 2,929559002,Art.by.karine nilsen,,1,0.0,,False
1 vs 2,929635302,Nina mo sitt lille galleri,,1,0.0,,False
1 vs 2,930690295,Stian fliid,,1,0.0,,False
1 vs 2,930690775,Madebymargrethe wernøe,,1,0.0,,False
1 vs 2,930754684,Movafagh kunst,,1,0.0,,False
1 vs 2,930824917,Artigant pettersen,,1,0.0,,False
1 vs 2,930826154,Silva creates,,1,0.0,,False
1 vs 2,930925144,Storbæk design,,1,0.0,,False
1 vs 2,930957690,Kristin rustad hansen,,1,0.0,,False
1 vs 2,931034545,Helene hartmann landaas,,1,0.0,,False
1 vs 2,931063650,Galleri trinn 42 dannevig,,1,0.0,,False
1 vs 2,931074652,Ingrid caroline ilebekk keramikk,,1,0.0,,False
1 vs 2,931427008,Fru farstad - kunst & håndverk,,1,0.0,,False
1 vs 2,931434969,Billedkunstner meta norheim,,1,0.0,,False
1 vs 2,931445391,Lunde,,1,0.0,,False
1 vs 2,931510339,Arte nikolaisen,,1,0.0,,False
1 vs 2,931637630,Dodo - art and design - dragana ilic,,1,0.0,,False
1 vs 2,931697862,Linda pano AS,,1,0.0,,False
1 vs 2,931845632,Nicholas westgård kunst,,1,0.0,,False
1 vs 2,932059754,Kristina sivertsen bøen,,1,0.0,,False
1 vs 2,932123606,Bertheussen,,1,0.0,,False
1 vs 2,932211211,Anne solberg ceramic artistic research,,1,0.0,,False
1 vs 2,932284812,Lydia olga borstad,,1,0.0,,False
1 vs 2,932379104,Illustratør anne hvål,,1,0.0,,False
1 vs 2,932681358,Mdkunst dahle,,1,0.0,,False
1 vs 2,932864258,Luane syftestad ans,,1,0.0,,False
1 vs 2,933097234,Lene solvang,,1,0.0,,False
1 vs 2,933352439,Bogman strømme,,1,0.0,,False
1 vs 2,933357651,Red moon studio. vestøl,,1,0.0,,False
1 vs 2,933640000,Galleri veronica tveråen,,1,0.0,,False
1 vs 2,933652572,Devi design AS,,1,0.0,,False
1 vs 2,933671801,Gordillo-skotheim kunst,,1,0.0,,False
1 vs 2,933743462,Pamelia,,1,0.0,,False
1 vs 2,933762920,Flora wiederkehr,,1,0.0,,False
1 vs 2,934278747,Studio gyry nystog,,1,0.0,,False
1 vs 2,934453018,Dagens blomst mari hjalte flåterud,,1,0.0,,False
1 vs 2,934520572,Thorsen solvåren atelie,,1,0.0,,False
1 vs 2,934971914,Hilde skevik,,1,0.0,,False
1 vs 2,934984935,Bestillingsverker AS,,1,0.0,,False
1 vs 2,935125766,Gwen anderson,,1,0.0,,False
1 vs 2,935171504,Camilla lassenius,,1,0.0,,False
1 vs 2,935311632,Espen nerhus,,1,0.0,,False
1 vs 2,935362822,K. evertz kunst-journal,,1,0.0,,False
1 vs 2,935433037,Skaug art,,1,0.0,,False
1 vs 2,935501687,Rebecca fosen bjørstad,,1,0.0,,False
1 vs 2,935564387,Abigail hillestad illustrasjon,,1,0.0,,False
1 vs 2,935605946,Skiendecor AS,,1,0.0,,False
1 vs 2,935681715,Kunsthåndverker aasne viddal,,1,0.0,,False
1 vs 2,935792835,Bente sønstebø kunst og formidling,,1,0.0,,False
1 vs 2,935887941,Hildrande hildegard søli berge,,1,0.0,,False
1 vs 2,935891779,Trine ravn nilssen,,1,0.0,,False
1 vs 2,935978165,Vaars samatar digital,,1,0.0,,False
1 vs 2,936032664,Just flowers AS,,1,0.0,,False
1 vs 2,936069193,A c starr roligheten,,1,0.0,,False
1 vs 2,955973089,Visuell reklame johnny winterthun,,1,0.0,,False
1 vs 2,959893942,Sputniks trafikk og musikk AS,,1,0.0,,False
1 vs 2,966392924,Ingunn moseng,,1,0.0,,False
1 vs 2,970425209,Billy castillo art,,1,0.0,,False
1 vs 2,971590483,Jonny andvik,,1,0.0,,False
1 vs 2,974907240,3b galleri løkkebakken 25 christina kløvig micaelsen,,1,0.0,,False
1 vs 2,979390173,Studio k keramisk verksted og galleri dag bratbergsengen mnk,,1,0.0,,False
1 vs 2,979662815,Brita been,,1,0.0,,False
1 vs 2,979684371,Ole johnny hansen,,1,0.0,,False
1 vs 2,979912528,Grant keith frederick,,1,0.0,,False
1 vs 2,980305821,Act initiativet arnt c teigen,,1,0.0,,False
1 vs 2,980405486,Borghild telnes,,1,0.0,,False
1 vs 2,981042786,Tove sand strikk & sånn,,1,0.0,,False
1 vs 2,981576128,Brit kjerstin tangerud,,1,0.0,,False
1 vs 2,981726952,Arne kleng dahle,,1,0.0,,False
1 vs 2,981811194,Dommen philipp,,1,0.0,,False
1 vs 2,982214270,Tor erling naas,,1,0.0,,False
1 vs 2,982755786,Åsne margrete reiten,,1,0.0,,False
1 vs 2,982757924,"Film, teater & trær, ingebjørg torgersen",,1,0.0,,False
1 vs 2,983953794,Bård andreas tørdal,,1,0.0,,False
1 vs 2,984607040,Anne stabell,,1,0.0,,False
1 vs 2,985244901,Ferdinand wyller,,1,0.0,,False
1 vs 2,985933502,Marilyn a. owens,,1,0.0,,False
1 vs 2,986414843,Gjetord jan thomas moen,,1,0.0,,False
1 vs 2,987014806,Stine gonsholt,,1,0.0,,False
1 vs 2,987364173,Punktum314 christian noor andersen,,1,0.0,,False
1 vs 2,987566574,Torhild grøstad,,1,0.0,,False
1 vs 2,988019984,Karoline kaaber,,1,0.0,,False
1 vs 2,988353140,Gunny brørby,,1,0.0,,False
1 vs 2,989234366,Atelie eureka ved vibeke lillefjære,,1,0.0,,False
1 vs 2,990034699,Elin trovatn,,1,0.0,,False
1 vs 2,990196753,Billedkunstner sølvi strand,,1,0.0,,False
1 vs 2,990455449,Vibeke platou,,1,0.0,,False
1 vs 2,990673969,Kristin omnes,,1,0.0,,False
1 vs 2,991450637,Agnes guttormsgaard,,1,0.0,,False
1 vs 2,991994238,Galleri liv solberg andersen,,1,0.0,,False
1 vs 2,992780843,Tuva glass tuva gonsholt,,1,0.0,,False
1 vs 2,993127396,Vibeke design vibeke svenningsen,,1,0.0,,False
1 vs 2,993898201,Ottar romtveit,,1,0.0,,False
1 vs 2,994264524,Astrid norveig nymoen,,1,0.0,,False
1 vs 2,995039729,Bente helmersen art,,1,0.0,,False
1 vs 2,995354799,Zoe eskes,,1,0.0,,False
1 vs 2,995839318,John petter kleppen,,1,0.0,,False
1 vs 2,995846179,Something else Porsgrunn ljådal,,1,0.0,,False
1 vs 2,995984989,Iversen illustrasjon,,1,0.0,,False
1 vs 2,996718239,Lene aabjørnsrød - kunst og design,,1,0.0,,False
1 vs 2,997389921,Ånond versto,,1,0.0,,False
1 vs 2,998453593,Merleyn - j. van driel bouman,,1,0.0,,False
1 vs 2,998502748,Bad art benedicte kristensen,,1,0.0,,False
1 vs 2,999260276,Aslaug slaathaug,,1,0.0,,False
1 vs 2,812609572,Ida dorthea horpestad,,1,0.0,,False
1 vs 2,812722832,Kevin henderson,,1,0.0,,False
1 vs 2,813579472,Jørn gunnar eilevstjønn,,1,0.0,,False
1 vs 2,815559762,Norsjø kammermusikkfest AS,,1,0.0,,False
1 vs 2,817241492,Snorre sjønøst henriksen,,1,0.0,,False
1 vs 2,820736052,Fish & ships,,1,0.0,,False
1 vs 2,821759102,Otto totland musikk,,1,0.0,,False
1 vs 2,825606602,Ed records da,,1,0.0,,False
1 vs 2,826728892,Bluestown voices,,1,0.0,,False
1 vs 2,827883522,Frank eggerud invest,,1,0.0,,False
1 vs 2,829131242,Halvard tveitan,,1,0.0,,False
