Kommune,Utdanningsnivå,Kjønn,Variabel,År,Verdi
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2006,15.8
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2007,16.1
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2008,16.2
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2009,16.3
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2010,16.7
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2011,17.3
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2012,18.3
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2013,19.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2014,19.3
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2015,19.3
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2016,20.7
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2017,21.4
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2018,21.2
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2019,22.1
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2004,100.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2005,106.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2006,109.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2007,114.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2008,120.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2009,121.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2010,129.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2011,135.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2012,143.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2013,145.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2014,150.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2015,153.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2016,159.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2017,166.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2018,163.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2019,167.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2004,17.3
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2005,18.7
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2006,19.6
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2007,20.6
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2008,21.3
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2009,21.5
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2010,23.1
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2011,24.2
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2012,25.4
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2013,25.6
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2014,25.7
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2015,26.6
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2016,27.4
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2017,28.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2018,28.2
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2019,29.5
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2004,61.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2005,65.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2006,67.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2007,65.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2008,64.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2009,65.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2010,62.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2011,65.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2012,70.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2013,76.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2014,78.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2015,75.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2016,87.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2017,92.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2018,89.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2019,89.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2004,11.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2005,11.8
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2006,12.1
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2007,11.6
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2008,11.2
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2009,11.2
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2010,10.6
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2011,10.8
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2012,11.6
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2013,12.8
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2014,13.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2015,12.4
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2016,14.3
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2017,15.0
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2018,14.5
Nissedal (-2019),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2019,15.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2004,18.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2005,24.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2006,22.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2007,21.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2008,25.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2009,29.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2010,31.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2011,34.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2012,32.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2013,36.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2014,41.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2015,44.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2016,44.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2017,48.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2018,51.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2019,44.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2004,1.6
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2005,2.1
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2006,2.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2007,1.9
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2008,2.2
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2009,2.5
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2010,2.7
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2011,2.9
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2012,2.8
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2013,3.1
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2014,3.5
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2015,3.7
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2016,3.7
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2017,4.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2018,4.3
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2019,3.8
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2004,4.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2005,6.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2006,7.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2007,6.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2008,6.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2009,8.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2010,9.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2011,11.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2012,9.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2013,12.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2014,18.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2015,16.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2016,16.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2017,20.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2018,20.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2019,15.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2004,0.7
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2005,1.1
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2006,1.3
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2007,1.1
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2008,1.1
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2009,1.4
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2010,1.6
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2011,2.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2012,1.6
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2013,2.1
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2014,3.1
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2015,2.8
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2016,2.8
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2017,3.4
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2018,3.5
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2019,2.6
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2004,14.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2005,18.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2006,15.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2007,15.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2008,19.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2009,21.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2010,22.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2011,23.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2012,23.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2013,24.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2014,23.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2015,28.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2016,28.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2017,28.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2018,31.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2019,29.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2004,2.5
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2005,3.3
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2006,2.7
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2007,2.7
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2008,3.3
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2009,3.6
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2010,3.8
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2011,3.8
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2012,3.8
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2013,4.0
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2014,3.8
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2015,4.6
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2016,4.6
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2017,4.6
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2018,5.1
Nissedal (-2019),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2019,4.9
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2004,7.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2005,7.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2006,12.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2007,12.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2008,14.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2009,12.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2010,13.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2011,14.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2012,16.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2013,21.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2014,10.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2015,10.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2016,11.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2017,11.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2018,11.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2019,13.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2004,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2005,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2006,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2007,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2008,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2009,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2010,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2011,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2012,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2013,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2014,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2015,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2016,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2017,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2018,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2019,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2004,3.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2005,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2006,5.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2007,6.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2008,8.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2009,7.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2010,7.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2011,7.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2012,6.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2013,9.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2014,4.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2015,5.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2016,4.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2017,5.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2018,5.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2019,7.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2004,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2005,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2006,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2007,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2008,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2009,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2010,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2011,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2012,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2013,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2014,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2015,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2016,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2017,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2018,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2019,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2004,4.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2005,5.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2006,7.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2007,6.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2008,6.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2009,5.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2010,6.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2011,7.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2012,10.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2013,12.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2014,6.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2015,5.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2016,7.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2017,6.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2018,6.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2019,6.0
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over (prosent),2004,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over (prosent),2005,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over (prosent),2006,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over (prosent),2007,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over (prosent),2008,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over (prosent),2009,nan
Nissedal (-2019),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over (prosent),2010,nan
