Nace_1_nr,Nace_1_navn,Nace_2_nr,Nace_2_navn,Nace_3_nr,Nace_3_navn,Nace_4_nr,Nace_4_navn,Nace_5_nr,Nace_5_navn
G,Varehandel,47,Detaljhandel,47.4,Butikkhandel med IKT-utstyr i spesialforretninger,47.41,Butikkhandel med datamaskiner og utstyr til datamaskiner,47.410,Butikkhandel med datamaskiner og utstyr til datamaskiner
G,Varehandel,47,Detaljhandel,47.4,Butikkhandel med IKT-utstyr i spesialforretninger,47.42,Butikkhandel med telekommunikasjonsutstyr,47.420,Butikkhandel med telekommunikasjonsutstyr
G,Varehandel,47,Detaljhandel,47.4,Butikkhandel med IKT-utstyr i spesialforretninger,47.43,Butikkhandel med audio- og videoutstyr,47.430,Butikkhandel med audio- og videoutstyr
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.51,Butikkhandel med tekstiler og utstyrsvarer,47.510,Butikkhandel med tekstiler og utstyrsvarer
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.52,"Butikkhandel med jernvarer, fargevarer og glass",47.520,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass"
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.52,"Butikkhandel med jernvarer, fargevarer og glass",47.521,"Butikkhandel med bredt utvalg av jernvarer, fargevarer og andre byggevarer"
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.52,"Butikkhandel med jernvarer, fargevarer og glass",47.522,Butikkhandel med jernvarer
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.52,"Butikkhandel med jernvarer, fargevarer og glass",47.523,Butikkhandel med fargevarer
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.52,"Butikkhandel med jernvarer, fargevarer og glass",47.524,Butikkhandel med trelast
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.52,"Butikkhandel med jernvarer, fargevarer og glass",47.529,Butikkhandel med byggevarer ikke nevnt annet sted
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.53,"Butikkhandel med tapeter, gulvtepper og gardiner",47.530,"Detaljhandel med tapet, gulvtepper og gulvbelegg"
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.53,"Butikkhandel med tapeter, gulvtepper og gardiner",47.531,Butikkhandel med tapeter og gulvbelegg
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.53,"Butikkhandel med tapeter, gulvtepper og gardiner",47.532,Butikkhandel med tepper
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.53,"Butikkhandel med tapeter, gulvtepper og gardiner",47.533,Butikkhandel med gardiner
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.54,Butikkhandel med elektriske husholdningsapparater,47.540,Butikkhandel med elektriske husholdningsapparater
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.55,"Detaljhandel med møbler, belysningsutstyr, dekketøy og andre innredningsartikler",47.551,"Detaljhandel med møbler, gjelder også madrasser"
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.55,"Detaljhandel med møbler, belysningsutstyr, dekketøy og andre innredningsartikler",47.552,Detaljhandel med belysningsartikler
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.55,"Detaljhandel med møbler, belysningsutstyr, dekketøy og andre innredningsartikler",47.553,"Detaljhandel med husholdningsredskaper og bestikk, servise, glassvarer, porselen og keramikk"
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.55,"Detaljhandel med møbler, belysningsutstyr, dekketøy og andre innredningsartikler",47.559,Detaljhandel med innredningsartikler ikke nevnt annet sted
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.59,"Butikkhandel med møbler, belysningsutstyr og andre innredningsartikler",47.591,Butikkhandel med møbler
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.59,"Butikkhandel med møbler, belysningsutstyr og andre innredningsartikler",47.592,Butikkhandel med belysningsutstyr
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.59,"Butikkhandel med møbler, belysningsutstyr og andre innredningsartikler",47.593,"Butikkhandel med kjøkkenutstyr, glass og steintøy"
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.59,"Butikkhandel med møbler, belysningsutstyr og andre innredningsartikler",47.594,Butikkhandel med musikkinstrumenter og noter
G,Varehandel,47,Detaljhandel,47.5,Butikkhandel med andre husholdningsvarer i spesialforretninger,47.59,"Butikkhandel med møbler, belysningsutstyr og andre innredningsartikler",47.599,Butikkhandel med innredningsartikler ikke nevnt annet sted
G,Varehandel,47,Detaljhandel,47.6,"Butikkhandel med bøker, musikkartikler og andre fritidsartikler i spesialforretninger",47.61,Butikkhandel med bøker,47.610,Butikkhandel med bøker
G,Varehandel,47,Detaljhandel,47.6,"Butikkhandel med bøker, musikkartikler og andre fritidsartikler i spesialforretninger",47.62,Detaljhandel med aviser og papirvarer,47.620,Detaljhandel med aviser og papirvarer
G,Varehandel,47,Detaljhandel,47.6,"Butikkhandel med bøker, musikkartikler og andre fritidsartikler i spesialforretninger",47.63,Butikkhandel med innspillinger av musikk og video,47.630,Butikkhandel med innspillinger av musikk og video
G,Varehandel,47,Detaljhandel,47.6,"Butikkhandel med bøker, musikkartikler og andre fritidsartikler i spesialforretninger",47.63,Butikkhandel med innspillinger av musikk og video,47.631,Detaljhandel med sportsvarer
G,Varehandel,47,Detaljhandel,47.6,"Butikkhandel med bøker, musikkartikler og andre fritidsartikler i spesialforretninger",47.63,Butikkhandel med innspillinger av musikk og video,47.632,Detaljhandel med fritidsbåter og tilhørende utstyr
G,Varehandel,47,Detaljhandel,47.6,"Butikkhandel med bøker, musikkartikler og andre fritidsartikler i spesialforretninger",47.64,Butikkhandel med sportsutstyr,47.640,Detaljhandel med spill og leker
G,Varehandel,47,Detaljhandel,47.6,"Butikkhandel med bøker, musikkartikler og andre fritidsartikler i spesialforretninger",47.64,Butikkhandel med sportsutstyr,47.641,Butikkhandel med sportsutstyr
G,Varehandel,47,Detaljhandel,47.6,"Butikkhandel med bøker, musikkartikler og andre fritidsartikler i spesialforretninger",47.64,Butikkhandel med sportsutstyr,47.642,Butikkhandel med fritidsbåter og -utstyr
G,Varehandel,47,Detaljhandel,47.6,"Butikkhandel med bøker, musikkartikler og andre fritidsartikler i spesialforretninger",47.65,Butikkhandel med spill og leker,47.650,Butikkhandel med spill og leker
G,Varehandel,47,Detaljhandel,47.6,"Butikkhandel med bøker, musikkartikler og andre fritidsartikler i spesialforretninger",47.69,Detaljhandel med kulturvarer ikke nevnt annet sted,47.690,Detaljhandel med kulturvarer ikke nevnt annet sted
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.71,Butikkhandel med klær,47.710,Detaljhandel med klær
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.72,Detaljhandel med skotøy og lærvarer,47.720,Detaljhandel med skotøy og lærvarer
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.72,Detaljhandel med skotøy og lærvarer,47.721,Butikkhandel med skotøy
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.72,Detaljhandel med skotøy og lærvarer,47.722,Butikkhandel med reiseeffekter av lær og lærimitasjoner og varer av lær
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.73,Butikkhandel med apotekvarer,47.730,Butikkhandel med apotekvarer
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.74,Detaljhandel med medisinske og ortopediske artikler,47.740,Butikkhandel med medisinske og ortopediske artikler
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.75,Detaljhandel med kosmetikk og toalettartikler,47.750,Detaljhandel med kosmetikk og toalettartikler
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.76,"Butikkhandel med blomster og planter, kjæledyr og fôrvarer til kjæledyr",47.761,Butikkhandel med blomster og planter
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.76,"Butikkhandel med blomster og planter, kjæledyr og fôrvarer til kjæledyr",47.762,Detaljhandel med kjæledyr og varer til kjæledyr
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.77,"Butikkhandel med ur, gull- og sølvvarer",47.770,"Detaljhandel med ur, klokker og smykker"
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.77,"Butikkhandel med ur, gull- og sølvvarer",47.771,Butikkhandel med ur og klokker
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.77,"Butikkhandel med ur, gull- og sølvvarer",47.772,Butikkhandel med gull- og sølvvarer
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.78,Annen butikkhandel med andre nye varer i spesialforretninger,47.780,Annen detaljhandel med andre nye varer
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.78,Annen butikkhandel med andre nye varer i spesialforretninger,47.781,Butikkhandel med fotoutstyr
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.78,Annen butikkhandel med andre nye varer i spesialforretninger,47.782,Butikkhandel med optiske artikler
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.78,Annen butikkhandel med andre nye varer i spesialforretninger,47.789,Butikkhandel ikke nevnt annet sted
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.79,Butikkhandel med brukte varer,47.790,Detaljhandel med brukte varer
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.79,Butikkhandel med brukte varer,47.791,Butikkhandel med antikviteter
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.79,Butikkhandel med brukte varer,47.792,Butikkhandel med brukte klær
G,Varehandel,47,Detaljhandel,47.7,"Annen detaljhandel, unntatt med motorvogner og motorsykler",47.79,Butikkhandel med brukte varer,47.799,Butikkhandel med brukte varer ellers
G,Varehandel,47,Detaljhandel,47.8,"Detaljhandel med motorvogner, motorsykler og tilhørende deler og utstyr",47.81,"Torghandel med næringsmidler, drikkevarer og tobakksvarer",47.810,Detaljhandel med motorvogner
G,Varehandel,47,Detaljhandel,47.8,"Detaljhandel med motorvogner, motorsykler og tilhørende deler og utstyr",47.82,Detaljhandel med deler og utstyr til motorvogner,47.820,"Torghandel med tekstiler, klær, skotøy og utstyrsvarer"
G,Varehandel,47,Detaljhandel,47.8,"Detaljhandel med motorvogner, motorsykler og tilhørende deler og utstyr",47.83,Detaljhandel med motorsykler og tilhørende deler og utstyr,47.830,Detaljhandel med motorsykler og tilhørende deler og utstyr
G,Varehandel,47,Detaljhandel,47.8,"Detaljhandel med motorvogner, motorsykler og tilhørende deler og utstyr",47.89,Torghandel med andre varer,47.890,Torghandel med andre varer
G,Varehandel,47,Detaljhandel,47.9,Formidlingstjenester tilknyttet detaljhandel,47.91,Postordrehandel og handel via Internett,47.910,Formidlingstjenester tilknyttet detaljhandel med bredt vareutvalg
G,Varehandel,47,Detaljhandel,47.9,Formidlingstjenester tilknyttet detaljhandel,47.91,Postordrehandel og handel via Internett,47.911,Postordre-/Internetthandel med bredt vareutvalg
G,Varehandel,47,Detaljhandel,47.9,Formidlingstjenester tilknyttet detaljhandel,47.91,Postordrehandel og handel via Internett,47.912,"Postordre-/Internetthandel med tekstiler, utstyrsvarer, klær, skotøy, reiseeffekter og lærvarer"
G,Varehandel,47,Detaljhandel,47.9,Formidlingstjenester tilknyttet detaljhandel,47.91,Postordrehandel og handel via Internett,47.913,"Postordre-/Internetthandel med belysningsutstyr, kjøkkenutstyr, møbler og innredningsartikler"
G,Varehandel,47,Detaljhandel,47.9,Formidlingstjenester tilknyttet detaljhandel,47.91,Postordrehandel og handel via Internett,47.914,"Postordre-/Internetthandel med elektriske husholdningsapparater, radio, fjernsyn, plater, kassetter og musikkinstrumenter"
G,Varehandel,47,Detaljhandel,47.9,Formidlingstjenester tilknyttet detaljhandel,47.91,Postordrehandel og handel via Internett,47.915,"Postordre-/internetthandel med bøker, papir, aviser og blader"
G,Varehandel,47,Detaljhandel,47.9,Formidlingstjenester tilknyttet detaljhandel,47.91,Postordrehandel og handel via Internett,47.916,Postordre-/Internetthandel med IKT-utstyr
G,Varehandel,47,Detaljhandel,47.9,Formidlingstjenester tilknyttet detaljhandel,47.91,Postordrehandel og handel via Internett,47.917,Postordre-/Internetthandel med helsekost
G,Varehandel,47,Detaljhandel,47.9,Formidlingstjenester tilknyttet detaljhandel,47.91,Postordrehandel og handel via Internett,47.919,Postordre-/Internetthandel med annet spesialisert vareutvalg
G,Varehandel,47,Detaljhandel,47.9,Formidlingstjenester tilknyttet detaljhandel,47.92,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg
G,Varehandel,47,Detaljhandel,47.9,Formidlingstjenester tilknyttet detaljhandel,47.99,Detaljhandel utenom utsalgssted ellers,47.990,Detaljhandel utenom utsalgssted ellers
H,Transport og lagring,49,Landtransport og rørtransport,49.1,Passasjertransport med jernbane,49.10,Passasjertransport med jernbane,49.100,Passasjertransport med jernbane
H,Transport og lagring,49,Landtransport og rørtransport,49.1,Passasjertransport med jernbane,49.11,Passasjertransport med jernbane,49.110,Passasjertransport med jernbane
H,Transport og lagring,49,Landtransport og rørtransport,49.1,Passasjertransport med jernbane,49.12,Passasjertransport med sporvei,49.120,Passasjertransport med sporvei
H,Transport og lagring,49,Landtransport og rørtransport,49.2,Godstransport med jernbane,49.20,Godstransport med jernbane,49.200,Godstransport med jernbane
H,Transport og lagring,49,Landtransport og rørtransport,49.3,Annen landtransport med passasjerer,49.31,Passasjertransport med rutebil,49.310,Passasjertransport med rutebil
H,Transport og lagring,49,Landtransport og rørtransport,49.3,Annen landtransport med passasjerer,49.31,Passasjertransport med rutebil,49.311,Rutebiltransport i by- og forstadsområde
H,Transport og lagring,49,Landtransport og rørtransport,49.3,Annen landtransport med passasjerer,49.31,Passasjertransport med rutebil,49.312,Transport med sporveis- og forstadsbane
H,Transport og lagring,49,Landtransport og rørtransport,49.3,Annen landtransport med passasjerer,49.32,Passasjertransport utenom rutetabell,49.320,Drosjebiltransport
H,Transport og lagring,49,Landtransport og rørtransport,49.3,Annen landtransport med passasjerer,49.33,Passasjertransport på forespørsel utført av fører med kjøretøy,49.330,Passasjertransport på forespørsel utført av fører med kjøretøy
H,Transport og lagring,49,Landtransport og rørtransport,49.3,Annen landtransport med passasjerer,49.34,Passasjertransport med kabelbaner og skiheiser,49.340,Passasjertransport med kabelbaner og skiheiser
H,Transport og lagring,49,Landtransport og rørtransport,49.3,Annen landtransport med passasjerer,49.39,Annen landtransport med passasjerer ikke nevnt annet sted,49.390,Annen landtransport med passasjerer ikke nevnt annet sted
H,Transport og lagring,49,Landtransport og rørtransport,49.3,Annen landtransport med passasjerer,49.39,Annen landtransport med passasjerer ikke nevnt annet sted,49.391,Rutebiltransport utenfor by- og forstadsområde
H,Transport og lagring,49,Landtransport og rørtransport,49.3,Annen landtransport med passasjerer,49.39,Annen landtransport med passasjerer ikke nevnt annet sted,49.392,Turbiltransport
H,Transport og lagring,49,Landtransport og rørtransport,49.3,Annen landtransport med passasjerer,49.39,Annen landtransport med passasjerer ikke nevnt annet sted,49.393,"Transport med taubaner, kabelbaner og skiheiser"
H,Transport og lagring,49,Landtransport og rørtransport,49.4,Godstransport på vei og flyttetransport,49.41,Godstransport på vei,49.410,Godstransport på vei
H,Transport og lagring,49,Landtransport og rørtransport,49.4,Godstransport på vei og flyttetransport,49.42,Flyttetransport,49.420,Flyttetransport
H,Transport og lagring,49,Landtransport og rørtransport,49.5,Rørtransport,49.50,Rørtransport,49.500,Rørtransport
H,Transport og lagring,50,Sjøfart,50.1,Sjøfart og kysttrafikk med passasjerer,50.10,Sjøfart og kysttrafikk med passasjerer,50.101,Utenriks sjøfart med passasjerer
H,Transport og lagring,50,Sjøfart,50.1,Sjøfart og kysttrafikk med passasjerer,50.10,Sjøfart og kysttrafikk med passasjerer,50.102,Innenriks kystruter med passasjerer
H,Transport og lagring,50,Sjøfart,50.1,Sjøfart og kysttrafikk med passasjerer,50.10,Sjøfart og kysttrafikk med passasjerer,50.109,Kysttrafikk ellers med passasjerer
H,Transport og lagring,50,Sjøfart,50.2,Sjøfart og kysttrafikk med gods,50.20,Sjøfart og kysttrafikk med gods,50.201,Utenriks sjøfart med gods
H,Transport og lagring,50,Sjøfart,50.2,Sjøfart og kysttrafikk med gods,50.20,Sjøfart og kysttrafikk med gods,50.202,Innenriks sjøfart med gods
H,Transport og lagring,50,Sjøfart,50.2,Sjøfart og kysttrafikk med gods,50.20,Sjøfart og kysttrafikk med gods,50.203,Slepebåter
H,Transport og lagring,50,Sjøfart,50.2,Sjøfart og kysttrafikk med gods,50.20,Sjøfart og kysttrafikk med gods,50.204,Forsyning og andre sjøtransporttjenester for offshore
H,Transport og lagring,50,Sjøfart,50.3,Passasjertransport på elver og innsjøer,50.30,Passasjertransport på elver og innsjøer,50.300,Passasjertransport på elver og innsjøer
H,Transport og lagring,50,Sjøfart,50.4,Godstransport på elver og innsjøer,50.40,Godstransport på elver og innsjøer,50.400,Godstransport på elver og innsjøer
H,Transport og lagring,51,Lufttransport,51.1,Lufttransport med passasjerer,51.10,Lufttransport med passasjerer,51.100,Lufttransport med passasjerer
H,Transport og lagring,51,Lufttransport,51.2,Lufttransport med gods samt romfart,51.21,Lufttransport med gods,51.210,Lufttransport med gods
H,Transport og lagring,51,Lufttransport,51.2,Lufttransport med gods samt romfart,51.22,Romfart,51.220,Romfart
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.1,Lagring,52.10,Lagring,52.100,Lagring
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.21,Andre tjenester tilknyttet landtransport,52.211,Drift av gods- og transportsentraler
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.21,Andre tjenester tilknyttet landtransport,52.212,Drift av parkeringsplasser og parkeringshus
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.21,Andre tjenester tilknyttet landtransport,52.213,Drift av bomstasjoner
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.21,Andre tjenester tilknyttet landtransport,52.214,Drift av taxisentraler og annen formidling av persontransport
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.21,Andre tjenester tilknyttet landtransport,52.216,Kondensering av gass med henblikk på transport
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.21,Andre tjenester tilknyttet landtransport,52.219,Tjenester tilknyttet landtransport ikke nevnt annet sted
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.22,Andre tjenester tilknyttet sjøtransport,52.220,Andre tjenester tilknyttet sjøtransport
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.22,Andre tjenester tilknyttet sjøtransport,52.221,Drift av havne- og kaianlegg
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.22,Andre tjenester tilknyttet sjøtransport,52.222,Redningstjeneste
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.22,Andre tjenester tilknyttet sjøtransport,52.223,Forsyningsbaser
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.22,Andre tjenester tilknyttet sjøtransport,52.229,Tjenester tilknyttet sjøtransport ellers
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.23,Andre tjenester tilknyttet lufttransport,52.230,Andre tjenester tilknyttet lufttransport
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.24,Lasting og lossing,52.240,Lasting og lossing
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.25,Logistikktjenester,52.250,Logistikktjenester
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.26,Andre støttetjenester for transport,52.260,Andre støttetjenester for transport
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.29,Andre tjenester tilknyttet transport,52.291,Spedisjon
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.29,Andre tjenester tilknyttet transport,52.292,Skipsmegling
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.29,Andre tjenester tilknyttet transport,52.293,Flymegling
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.2,Andre tjenester tilknyttet transport,52.29,Andre tjenester tilknyttet transport,52.299,Transportformidling ellers
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.3,Formidlingstjenester tilknyttet transport,52.31,Formidlingstjenester tilknyttet godstransport,52.311,Formidlingstjenester tilknyttet godstransport via skip
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.3,Formidlingstjenester tilknyttet transport,52.31,Formidlingstjenester tilknyttet godstransport,52.312,"Formidlingstjenester tilknyttet godstransport via jernbane, luftfartøy eller på vei"
H,Transport og lagring,52,Lagring og andre tjenester tilknyttet transport,52.3,Formidlingstjenester tilknyttet transport,52.32,Formidlingstjenester tilknyttet passasjertransport,52.320,Formidlingstjenester tilknyttet passasjertransport
H,Transport og lagring,53,Post- og budtjenester,53.1,Landsdekkende posttjenester,53.10,Landsdekkende posttjenester,53.100,Landsdekkende posttjenester
H,Transport og lagring,53,Post- og budtjenester,53.2,Andre post- og budtjenester,53.20,Andre post- og budtjenester,53.200,Andre post- og budtjenester
H,Transport og lagring,53,Post- og budtjenester,53.3,Formidlingstjenester tilknyttet post- og budtjenester,53.30,Formidlingstjenester tilknyttet post- og budtjenester,53.300,Formidlingstjenester tilknyttet post- og budtjenester
I,Overnattings- og serveringsvirksomhet,55,Overnattingsvirksomhet,55.1,Drift av hoteller,55.10,Drift av hoteller,55.100,Drift av hoteller
I,Overnattings- og serveringsvirksomhet,55,Overnattingsvirksomhet,55.1,Drift av hoteller,55.10,Drift av hoteller,55.101,"Drift av hoteller, pensjonater og moteller med restaurant"
I,Overnattings- og serveringsvirksomhet,55,Overnattingsvirksomhet,55.1,Drift av hoteller,55.10,Drift av hoteller,55.102,"Drift av hoteller, pensjonater og moteller uten restaurant"
I,Overnattings- og serveringsvirksomhet,55,Overnattingsvirksomhet,55.2,Drift av vandrerhjem og ferieleiligheter,55.20,Drift av vandrerhjem og ferieleiligheter,55.200,Drift av vandrerhjem og ferieleiligheter
I,Overnattings- og serveringsvirksomhet,55,Overnattingsvirksomhet,55.2,Drift av vandrerhjem og ferieleiligheter,55.20,Drift av vandrerhjem og ferieleiligheter,55.201,Drift av vandrerhjem
I,Overnattings- og serveringsvirksomhet,55,Overnattingsvirksomhet,55.2,Drift av vandrerhjem og ferieleiligheter,55.20,Drift av vandrerhjem og ferieleiligheter,55.202,Drift av ferieleiligheter
I,Overnattings- og serveringsvirksomhet,55,Overnattingsvirksomhet,55.3,Drift av campingplasser,55.30,Drift av campingplasser,55.300,Drift av campingplasser
I,Overnattings- og serveringsvirksomhet,55,Overnattingsvirksomhet,55.4,Formidlingstjenester tilknyttet overnattingsvirksomhet,55.40,Formidlingstjenester tilknyttet overnattingsvirksomhet,55.400,Formidlingstjenester tilknyttet overnattingsvirksomhet
I,Overnattings- og serveringsvirksomhet,55,Overnattingsvirksomhet,55.9,Annen overnattingsvirksomhet,55.90,Annen overnatting,55.900,Annen overnatting
I,Overnattings- og serveringsvirksomhet,56,Serveringsvirksomhet,56.1,Drift av restauranter og mobile serveringssteder,56.10,Restaurantvirksomhet,56.101,Drift av restauranter og kafeer
I,Overnattings- og serveringsvirksomhet,56,Serveringsvirksomhet,56.1,Drift av restauranter og mobile serveringssteder,56.10,Restaurantvirksomhet,56.102,Drift av gatekjøkken
I,Overnattings- og serveringsvirksomhet,56,Serveringsvirksomhet,56.1,Drift av restauranter og mobile serveringssteder,56.11,Drift av restauranter,56.110,Drift av restauranter
I,Overnattings- og serveringsvirksomhet,56,Serveringsvirksomhet,56.1,Drift av restauranter og mobile serveringssteder,56.12,Drift av mobile serveringssteder,56.120,Drift av mobile serveringssteder
I,Overnattings- og serveringsvirksomhet,56,Serveringsvirksomhet,56.2,Cateringvirksomhet og kantiner drevet som selvstendig virksomhet,56.21,Cateringvirksomhet,56.210,Catering for arrangementer
I,Overnattings- og serveringsvirksomhet,56,Serveringsvirksomhet,56.2,Cateringvirksomhet og kantiner drevet som selvstendig virksomhet,56.22,Kantinedrift og annen cateringvirksomhet,56.220,Kantinedrift og annen cateringvirksomhet
I,Overnattings- og serveringsvirksomhet,56,Serveringsvirksomhet,56.2,Cateringvirksomhet og kantiner drevet som selvstendig virksomhet,56.29,Kantiner drevet som selvstendig virksomhet,56.290,Kantiner drevet som selvstendig virksomhet
I,Overnattings- og serveringsvirksomhet,56,Serveringsvirksomhet,56.3,Drift av barer,56.30,Drift av barer,56.300,Drift av barer
I,Overnattings- og serveringsvirksomhet,56,Serveringsvirksomhet,56.3,Drift av barer,56.30,Drift av barer,56.301,Drift av puber
I,Overnattings- og serveringsvirksomhet,56,Serveringsvirksomhet,56.3,Drift av barer,56.30,Drift av barer,56.309,Drift av barer ellers
I,Overnattings- og serveringsvirksomhet,56,Serveringsvirksomhet,56.4,Formidlingstjenester tilknyttet serveringsvirksomhet,56.40,Formidlingstjenester tilknyttet serveringsvirksomhet,56.400,Formidlingstjenester tilknyttet serveringsvirksomhet
J,Informasjon og kommunikasjon,58,Forlagsvirksomhet,58.1,"Utgivelse av bøker, aviser og annen utgivelsesvirksomhet, unntatt utgivelse av programvare",58.11,Utgivelse av bøker,58.110,Utgivelse av bøker
J,Informasjon og kommunikasjon,58,Forlagsvirksomhet,58.1,"Utgivelse av bøker, aviser og annen utgivelsesvirksomhet, unntatt utgivelse av programvare",58.12,Utgivelse av kataloger og adresselister,58.120,Utgivelse av kataloger og adresselister
